time,instrumentID,lastPrice,openInterest,turnOver,totalVol,bp1,bv1,sp1,sv1,avgPrice,openPrice,preSettlePrice,preOpenInterest,preClosePrice,upperLimitPrice,lowerLimitPrice
20210120 10:37:49.542,IC2102,6475.800000,60676.000000,31947938960.000000,24808,6474.600000,1,6476.200000,1,1287807.923251
20210120 10:37:50.073,IC2102,6474.800000,60676.000000,31949233920.000000,24809,6474.600000,1,6476.200000,1,1287808.211536
20210120 10:37:50.592,IC2102,6474.800000,60676.000000,31949233920.000000,24809,6474.600000,1,6476.200000,1,1287808.211536
20210120 10:37:51.088,IC2102,6474.800000,60676.000000,31949233920.000000,24809,6475.200000,1,6476.400000,2,1287808.211536
20210120 10:37:51.549,IC2102,6474.800000,60676.000000,31949233920.000000,24809,6475.400000,1,6476.200000,1,1287808.211536
20210120 10:37:52.029,IC2102,6475.600000,60676.000000,31950529040.000000,24810,6475.400000,1,6476.200000,1,1287808.506247
20210120 10:37:52.601,IC2102,6476.400000,60675.000000,31951824320.000000,24811,6475.400000,1,6477.200000,1,1287808.807384
20210120 10:37:53.092,IC2102,6477.000000,60676.000000,31954414840.000000,24813,6475.400000,1,6477.200000,2,1287809.407972
20210120 10:37:53.559,IC2102,6477.000000,60676.000000,31954414840.000000,24813,6475.400000,1,6477.000000,1,1287809.407972
20210120 10:37:54.168,IC2102,6477.000000,60676.000000,31954414840.000000,24813,6475.400000,1,6475.800000,4,1287809.407972
20210120 10:37:54.561,IC2102,6475.400000,60676.000000,31955709920.000000,24814,6474.200000,1,6476.000000,1,1287809.700975
20210120 10:37:55.068,IC2102,6475.400000,60676.000000,31955709920.000000,24814,6474.400000,3,6476.000000,1,1287809.700975
20210120 10:37:55.536,IC2102,6475.400000,60676.000000,31955709920.000000,24814,6474.400000,2,6475.800000,1,1287809.700975
20210120 10:37:56.068,IC2102,6475.800000,60675.000000,31957005080.000000,24815,6474.400000,2,6476.000000,1,1287809.997179
20210120 10:37:56.549,IC2102,6474.600000,60676.000000,31958300000.000000,24816,6474.400000,2,6476.000000,1,1287810.283688
20210120 10:37:57.036,IC2102,6474.600000,60676.000000,31958300000.000000,24816,6474.400000,2,6475.800000,1,1287810.283688
20210120 10:37:58.503,IC2102,6475.800000,60676.000000,31959595160.000000,24817,6475.800000,9,6476.000000,1,1287810.579844
20210120 10:37:59.102,IC2102,6476.800000,60674.000000,31963480920.000000,24820,6476.000000,1,6476.800000,1,1287811.479452
20210120 10:37:59.961,IC2102,6476.800000,60674.000000,31963480920.000000,24820,6475.800000,10,6476.800000,1,1287811.479452
20210120 10:38:00.453,IC2102,6476.800000,60674.000000,31963480920.000000,24820,6475.800000,11,6476.800000,1,1287811.479452
20210120 10:38:00.723,IC2102,6476.800000,60674.000000,31964776280.000000,24821,6475.800000,11,6477.200000,1,1287811.783570
20210120 10:38:00.944,IC2102,6475.800000,60673.000000,31966071440.000000,24822,6475.800000,10,6477.200000,1,1287812.079607
20210120 10:38:01.078,IC2102,6475.800000,60673.000000,31972547240.000000,24827,6475.800000,4,6476.000000,2,1287813.559431
20210120 10:38:01.285,IC2102,6475.600000,60670.000000,31991974600.000000,24842,6474.400000,1,6475.600000,5,1287817.993720
20210120 10:38:01.571,IC2102,6474.000000,60668.000000,31997154000.000000,24846,6474.000000,1,6474.200000,4,1287819.125815
20210120 10:38:02.197,IC2102,6474.000000,60665.000000,32008806800.000000,24855,6474.600000,1,6475.600000,2,1287821.637497
20210120 10:38:02.611,IC2102,6474.400000,60668.000000,32030812200.000000,24872,6470.200000,1,6474.600000,8,1287826.157929
20210120 10:38:03.111,IC2102,6470.800000,60670.000000,32042463000.000000,24881,6470.800000,1,6474.000000,1,1287828.584060
20210120 10:38:03.601,IC2102,6473.400000,60671.000000,32051524240.000000,24888,6473.200000,2,6473.800000,1,1287830.450016
20210120 10:38:04.094,IC2102,6473.200000,60671.000000,32054113640.000000,24890,6471.400000,1,6474.600000,1,1287831.002009
20210120 10:38:04.644,IC2102,6473.000000,60671.000000,32055408240.000000,24891,6472.000000,3,6474.200000,3,1287831.273954
20210120 10:38:05.062,IC2102,6472.400000,60672.000000,32056702720.000000,24892,6472.400000,2,6474.200000,3,1287831.541057
20210120 10:38:05.552,IC2102,6472.400000,60672.000000,32056702720.000000,24892,6472.600000,1,6474.200000,3,1287831.541057
20210120 10:38:06.052,IC2102,6472.400000,60672.000000,32056702720.000000,24892,6472.800000,1,6474.200000,3,1287831.541057
20210120 10:38:06.543,IC2102,6472.400000,60672.000000,32056702720.000000,24892,6473.000000,1,6474.200000,3,1287831.541057
20210120 10:38:07.052,IC2102,6473.800000,60673.000000,32057997480.000000,24893,6473.000000,1,6474.200000,3,1287831.819387
20210120 10:38:07.638,IC2102,6472.200000,60673.000000,32060586520.000000,24895,6472.200000,1,6473.000000,1,1287832.356698
20210120 10:38:08.043,IC2102,6473.000000,60672.000000,32061881120.000000,24896,6473.400000,1,6474.200000,2,1287832.628535
20210120 10:38:08.549,IC2102,6474.200000,60673.000000,32063175960.000000,24897,6473.400000,2,6474.200000,1,1287832.909989
20210120 10:38:09.052,IC2102,6474.200000,60673.000000,32064470800.000000,24898,6473.800000,1,6474.600000,1,1287833.191421
20210120 10:38:09.562,IC2102,6474.600000,60671.000000,32067060640.000000,24900,6474.000000,3,6475.000000,1,1287833.760643
20210120 10:38:10.128,IC2102,6474.600000,60671.000000,32068355560.000000,24901,6474.400000,1,6474.600000,1,1287834.045219
20210120 10:38:10.582,IC2102,6474.600000,60670.000000,32069650480.000000,24902,6475.000000,1,6475.600000,4,1287834.329773
20210120 10:38:11.066,IC2102,6475.600000,60670.000000,32070945600.000000,24903,6474.000000,2,6475.600000,3,1287834.622335
20210120 10:38:11.585,IC2102,6475.600000,60671.000000,32073535840.000000,24905,6474.800000,1,6475.600000,1,1287835.207388
20210120 10:38:12.140,IC2102,6475.600000,60671.000000,32074830960.000000,24906,6476.000000,1,6477.200000,1,1287835.499880
20210120 10:38:12.733,IC2102,6475.600000,60671.000000,32074830960.000000,24906,6476.200000,1,6477.200000,1,1287835.499880
20210120 10:38:13.348,IC2102,6475.600000,60671.000000,32074830960.000000,24906,6476.200000,1,6477.200000,1,1287835.499880
20210120 10:38:13.776,IC2102,6476.200000,60672.000000,32076126200.000000,24907,6476.400000,1,6477.200000,1,1287835.797165
20210120 10:38:14.032,IC2102,6476.200000,60672.000000,32076126200.000000,24907,6476.400000,1,6477.200000,1,1287835.797165
20210120 10:38:14.604,IC2102,6476.400000,60672.000000,32077421480.000000,24908,6476.200000,1,6477.200000,1,1287836.096033
20210120 10:38:15.065,IC2102,6476.400000,60672.000000,32077421480.000000,24908,6476.200000,1,6477.000000,3,1287836.096033
20210120 10:38:15.549,IC2102,6477.000000,60672.000000,32081307680.000000,24911,6476.200000,2,6477.200000,1,1287837.006945
20210120 10:38:16.052,IC2102,6477.400000,60672.000000,32085194080.000000,24914,6476.400000,1,6477.600000,1,1287837.925664
20210120 10:38:16.552,IC2102,6477.400000,60672.000000,32085194080.000000,24914,6477.200000,1,6477.400000,1,1287837.925664
20210120 10:38:17.043,IC2102,6476.000000,60671.000000,32091670880.000000,24919,6475.600000,3,6477.200000,1,1287839.434969
20210120 10:38:17.611,IC2102,6476.000000,60671.000000,32091670880.000000,24919,6475.800000,2,6477.000000,1,1287839.434969
20210120 10:38:18.440,IC2102,6475.800000,60671.000000,32094261200.000000,24921,6475.600000,3,6475.800000,4,1287840.022471
20210120 10:38:18.930,IC2102,6475.800000,60670.000000,32099441840.000000,24925,6475.600000,3,6475.800000,1,1287841.197192
20210120 10:38:19.444,IC2102,6475.800000,60670.000000,32100737000.000000,24926,6476.200000,1,6476.800000,3,1287841.490813
20210120 10:38:19.923,IC2102,6477.000000,60670.000000,32105918560.000000,24930,6476.200000,1,6477.200000,1,1287842.701966
20210120 10:38:20.428,IC2102,6477.200000,60669.000000,32108509440.000000,24932,6477.000000,4,6477.800000,2,1287843.311407
20210120 10:38:21.046,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,1,6477.800000,2,1287843.917542
20210120 10:38:21.461,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.800000,3,1287843.917542
20210120 10:38:21.930,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.400000,1,1287843.917542
20210120 10:38:22.487,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.400000,2,1287843.917542
20210120 10:38:22.930,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.400000,2,1287843.917542
20210120 10:38:23.434,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.200000,2,1287843.917542
20210120 10:38:23.934,IC2102,6477.000000,60669.000000,32111100240.000000,24934,6476.200000,2,6477.000000,1,1287843.917542
20210120 10:38:24.505,IC2102,6476.000000,60669.000000,32114985920.000000,24937,6475.800000,11,6476.200000,1,1287844.805710
20210120 10:38:24.963,IC2102,6475.800000,60669.000000,32116281080.000000,24938,6475.800000,1,6476.200000,1,1287845.099046
20210120 10:38:25.480,IC2102,6475.800000,60668.000000,32117576240.000000,24939,6475.600000,1,6475.800000,1,1287845.392357
20210120 10:38:25.960,IC2102,6475.600000,60668.000000,32118871360.000000,24940,6474.400000,2,6475.800000,1,1287845.684042
20210120 10:38:26.539,IC2102,6475.400000,60668.000000,32120166440.000000,24941,6475.400000,4,6475.800000,1,1287845.974099
20210120 10:38:26.980,IC2102,6476.200000,60668.000000,32126641760.000000,24946,6474.200000,2,6477.200000,3,1287847.420829
20210120 10:38:27.463,IC2102,6476.200000,60668.000000,32126641760.000000,24946,6474.400000,1,6476.800000,2,1287847.420829
20210120 10:38:28.025,IC2102,6476.200000,60668.000000,32126641760.000000,24946,6475.800000,1,6476.000000,1,1287847.420829
20210120 10:38:28.446,IC2102,6476.000000,60667.000000,32127936960.000000,24947,6476.200000,1,6476.800000,1,1287847.715557
20210120 10:38:29.032,IC2102,6476.800000,60667.000000,32129232320.000000,24948,6476.800000,8,6477.200000,3,1287848.016675
20210120 10:38:29.630,IC2102,6477.600000,60663.000000,32143482880.000000,24959,6477.600000,2,6478.000000,1,1287851.391482
20210120 10:38:29.987,IC2102,6478.000000,60663.000000,32146074080.000000,24961,6477.800000,1,6479.000000,1,1287852.012339
20210120 10:38:30.596,IC2102,6478.000000,60663.000000,32146074080.000000,24961,6478.000000,16,6479.000000,1,1287852.012339
20210120 10:38:30.990,IC2102,6478.000000,60668.000000,32155143280.000000,24968,6478.200000,1,6478.800000,1,1287854.184556
20210120 10:38:31.496,IC2102,6478.000000,60670.000000,32159030280.000000,24971,6478.000000,12,6479.000000,1,1287855.123143
20210120 10:38:32.091,IC2102,6478.000000,60670.000000,32159030280.000000,24971,6478.000000,12,6479.000000,1,1287855.123143
20210120 10:38:32.496,IC2102,6478.000000,60670.000000,32159030280.000000,24971,6478.000000,13,6479.000000,1,1287855.123143
20210120 10:38:32.989,IC2102,6479.200000,60666.000000,32165509440.000000,24976,6479.200000,1,6479.800000,1,1287856.720051
20210120 10:38:33.489,IC2102,6479.200000,60665.000000,32166805280.000000,24977,6478.000000,13,6479.200000,17,1287857.039677
20210120 10:38:33.974,IC2102,6478.000000,60666.000000,32168100880.000000,24978,6478.000000,11,6478.600000,8,1287857.349668
20210120 10:38:34.467,IC2102,6478.000000,60677.000000,32182352480.000000,24989,6477.600000,2,6478.000000,5,1287860.757933
20210120 10:38:35.016,IC2102,6478.000000,60677.000000,32186239280.000000,24992,6477.600000,4,6478.000000,2,1287861.686940
20210120 10:38:35.460,IC2102,6478.000000,60677.000000,32188830480.000000,24994,6478.600000,2,6479.600000,1,1287862.306153
20210120 10:38:36.000,IC2102,6478.000000,60677.000000,32188830480.000000,24994,6478.000000,6,6479.200000,1,1287862.306153
20210120 10:38:36.460,IC2102,6478.000000,60677.000000,32188830480.000000,24994,6478.200000,1,6479.200000,1,1287862.306153
20210120 10:38:36.960,IC2102,6478.000000,60677.000000,32188830480.000000,24994,6478.400000,1,6479.000000,1,1287862.306153
20210120 10:38:37.509,IC2102,6478.200000,60677.000000,32199196600.000000,25002,6478.000000,2,6478.400000,9,1287864.834813
20210120 10:38:37.976,IC2102,6478.400000,60679.000000,32208266360.000000,25009,6478.000000,1,6478.400000,2,1287867.022272
20210120 10:38:38.476,IC2102,6478.400000,60682.000000,32212153400.000000,25012,6478.400000,7,6479.000000,1,1287867.959379
20210120 10:38:39.102,IC2102,6479.000000,60681.000000,32213449200.000000,25013,6479.000000,3,6479.800000,1,1287868.276496
20210120 10:38:39.602,IC2102,6479.000000,60679.000000,32221224000.000000,25019,6479.000000,1,6479.800000,1,1287870.178664
20210120 10:38:39.992,IC2102,6478.200000,60680.000000,32223815440.000000,25021,6478.000000,2,6478.800000,1,1287870.806123
20210120 10:38:40.450,IC2102,6478.000000,60681.000000,32226406640.000000,25023,6477.800000,1,6478.800000,2,1287871.423890
20210120 10:38:40.961,IC2102,6478.000000,60681.000000,32226406640.000000,25023,6477.600000,2,6478.600000,2,1287871.423890
20210120 10:38:41.546,IC2102,6478.000000,60681.000000,32226406640.000000,25023,6477.600000,2,6478.400000,1,1287871.423890
20210120 10:38:41.993,IC2102,6478.000000,60681.000000,32226406640.000000,25023,6477.600000,2,6478.400000,1,1287871.423890
20210120 10:38:43.654,IC2102,6478.000000,60681.000000,32226406640.000000,25023,6478.200000,1,6478.400000,1,1287871.423890
20210120 10:38:43.993,IC2102,6477.600000,60683.000000,32231588840.000000,25027,6477.600000,1,6478.400000,1,1287872.651137
20210120 10:38:44.505,IC2102,6478.200000,60684.000000,32232884480.000000,25028,6477.600000,2,6478.200000,1,1287872.961483
20210120 10:38:45.026,IC2102,6476.000000,60686.000000,32236770720.000000,25031,6476.000000,4,6478.200000,1,1287873.865207
20210120 10:38:45.506,IC2102,6476.000000,60692.000000,32249723520.000000,25041,6475.800000,2,6476.000000,4,1287876.822811
20210120 10:38:45.956,IC2102,6476.000000,60695.000000,32254904320.000000,25045,6476.400000,3,6478.000000,1,1287877.992414
20210120 10:38:46.494,IC2102,6476.000000,60695.000000,32254904320.000000,25045,6477.600000,1,6478.000000,1,1287877.992414
20210120 10:38:46.994,IC2102,6476.000000,60695.000000,32254904320.000000,25045,6476.400000,2,6477.600000,1,1287877.992414
20210120 10:38:48.148,IC2102,6477.600000,60695.000000,32256199840.000000,25046,6477.600000,1,6478.000000,1,1287878.297533
20210120 10:38:48.447,IC2102,6477.600000,60695.000000,32256199840.000000,25046,6477.800000,2,6478.000000,1,1287878.297533
20210120 10:38:49.223,IC2102,6478.200000,60695.000000,32258791080.000000,25048,6478.000000,1,6478.800000,1,1287878.915682
20210120 10:38:49.681,IC2102,6478.800000,60694.000000,32260086840.000000,25049,6478.000000,1,6478.600000,1,1287879.230309
20210120 10:38:50.165,IC2102,6478.800000,60694.000000,32261382600.000000,25050,6478.000000,1,6478.400000,1,1287879.544910
20210120 10:38:50.732,IC2102,6478.000000,60694.000000,32262678200.000000,25051,6477.800000,1,6478.200000,1,1287879.853100
20210120 10:38:51.213,IC2102,6477.800000,60694.000000,32263973760.000000,25052,6477.000000,1,6478.200000,1,1287880.159668
20210120 10:38:51.891,IC2102,6478.000000,60695.000000,32265269360.000000,25053,6478.000000,2,6478.200000,1,1287880.467808
20210120 10:38:52.467,IC2102,6478.000000,60698.000000,32269156160.000000,25056,6477.000000,1,6478.200000,1,1287881.392082
20210120 10:38:53.099,IC2102,6477.200000,60699.000000,32270451600.000000,25057,6477.000000,1,6478.200000,1,1287881.693738
20210120 10:38:53.533,IC2102,6477.200000,60699.000000,32270451600.000000,25057,6477.000000,1,6478.000000,1,1287881.693738
20210120 10:38:53.950,IC2102,6478.000000,60700.000000,32271747200.000000,25058,6477.000000,1,6478.200000,1,1287882.001756
20210120 10:38:55.000,IC2102,6478.200000,60700.000000,32273042840.000000,25059,6477.000000,1,6478.400000,1,1287882.311345
20210120 10:38:55.744,IC2102,6478.200000,60700.000000,32273042840.000000,25059,6477.000000,1,6478.400000,1,1287882.311345
20210120 10:38:56.118,IC2102,6478.200000,60700.000000,32273042840.000000,25059,6477.000000,1,6478.000000,1,1287882.311345
20210120 10:38:57.369,IC2102,6478.200000,60700.000000,32274338480.000000,25060,6478.200000,4,6478.400000,1,1287882.620910
20210120 10:38:58.092,IC2102,6478.200000,60698.000000,32276929760.000000,25062,6478.200000,2,6478.400000,1,1287883.239965
20210120 10:38:58.719,IC2102,6477.600000,60698.000000,32282112240.000000,25066,6477.000000,1,6478.200000,1,1287884.474587
20210120 10:38:59.095,IC2102,6478.200000,60697.000000,32283407880.000000,25067,6477.000000,2,6479.000000,1,1287884.783979
20210120 10:38:59.569,IC2102,6478.200000,60697.000000,32283407880.000000,25067,6478.200000,1,6479.000000,3,1287884.783979
20210120 10:38:59.894,IC2102,6478.200000,60697.000000,32284703520.000000,25068,6477.200000,1,6479.000000,2,1287885.093346
20210120 10:39:00.220,IC2102,6478.200000,60697.000000,32284703520.000000,25068,6477.200000,1,6478.800000,1,1287885.093346
20210120 10:39:00.503,IC2102,6478.200000,60697.000000,32284703520.000000,25068,6478.400000,4,6478.800000,2,1287885.093346
20210120 10:39:00.977,IC2102,6478.400000,60697.000000,32285999200.000000,25069,6478.400000,7,6479.000000,4,1287885.404284
20210120 10:39:01.496,IC2102,6478.400000,60704.000000,32295068960.000000,25076,6477.200000,2,6478.400000,2,1287887.580156
20210120 10:39:02.286,IC2102,6478.400000,60706.000000,32297660320.000000,25078,6477.200000,2,6478.400000,2,1287888.201611
20210120 10:39:02.496,IC2102,6478.400000,60706.000000,32297660320.000000,25078,6477.200000,4,6478.400000,2,1287888.201611
20210120 10:39:03.055,IC2102,6478.400000,60706.000000,32297660320.000000,25078,6478.000000,2,6478.400000,2,1287888.201611
20210120 10:39:03.496,IC2102,6478.400000,60703.000000,32301547360.000000,25081,6478.400000,2,6479.000000,5,1287889.133607
20210120 10:39:04.020,IC2102,6479.000000,60708.000000,32309322160.000000,25087,6479.000000,9,6479.600000,1,1287891.025631
20210120 10:39:04.529,IC2102,6479.600000,60706.000000,32311914000.000000,25089,6479.600000,10,6480.000000,2,1287891.665670
20210120 10:39:05.005,IC2102,6480.000000,60705.000000,32318393560.000000,25094,6478.400000,1,6480.000000,1,1287893.263728
20210120 10:39:05.523,IC2102,6480.000000,60705.000000,32318393560.000000,25094,6478.600000,1,6479.800000,2,1287893.263728
20210120 10:39:05.982,IC2102,6479.600000,60706.000000,32320985240.000000,25096,6478.800000,1,6479.800000,2,1287893.897035
20210120 10:39:06.467,IC2102,6478.600000,60706.000000,32323576720.000000,25098,6478.400000,1,6478.600000,1,1287894.522273
20210120 10:39:06.967,IC2102,6477.200000,60706.000000,32326167840.000000,25100,6477.200000,3,6478.600000,1,1287895.133068
20210120 10:39:07.773,IC2102,6478.600000,60705.000000,32330054720.000000,25103,6477.200000,2,6478.400000,1,1287896.057045
20210120 10:39:08.030,IC2102,6477.200000,60706.000000,32331350160.000000,25104,6477.200000,1,6478.400000,1,1287896.357553
20210120 10:39:08.506,IC2102,6477.200000,60706.000000,32332645600.000000,25105,6477.000000,1,6477.200000,1,1287896.658036
20210120 10:39:08.990,IC2102,6477.200000,60706.000000,32336531840.000000,25108,6476.400000,2,6478.400000,2,1287897.556157
20210120 10:39:09.516,IC2102,6477.200000,60706.000000,32336531840.000000,25108,6476.400000,2,6477.400000,2,1287897.556157
20210120 10:39:10.038,IC2102,6477.400000,60707.000000,32337827320.000000,25109,6476.400000,2,6476.600000,1,1287897.858139
20210120 10:39:10.589,IC2102,6476.600000,60707.000000,32339122640.000000,25110,6476.600000,9,6477.200000,1,1287898.153724
20210120 10:39:11.073,IC2102,6477.200000,60706.000000,32340418080.000000,25111,6477.200000,18,6478.200000,1,1287898.454064
20210120 10:39:11.917,IC2102,6477.200000,60706.000000,32340418080.000000,25111,6478.200000,1,6478.400000,1,1287898.454064
20210120 10:39:12.447,IC2102,6478.200000,60702.000000,32346896320.000000,25116,6477.400000,1,6478.200000,2,1287899.996815
20210120 10:39:13.282,IC2102,6478.200000,60702.000000,32346896320.000000,25116,6477.800000,2,6478.200000,2,1287899.996815
20210120 10:39:13.842,IC2102,6478.200000,60701.000000,32349487600.000000,25118,6477.400000,2,6479.800000,1,1287900.613106
20210120 10:39:14.180,IC2102,6478.200000,60701.000000,32349487600.000000,25118,6477.600000,1,6479.000000,1,1287900.613106
20210120 10:39:14.608,IC2102,6480.000000,60704.000000,32357263360.000000,25124,6480.000000,4,6480.400000,3,1287902.537812
20210120 10:39:14.848,IC2102,6480.000000,60706.000000,32362447360.000000,25128,6477.800000,2,6479.600000,1,1287903.826807
20210120 10:39:15.484,IC2102,6480.000000,60706.000000,32362447360.000000,25128,6478.600000,2,6479.600000,1,1287903.826807
20210120 10:39:15.719,IC2102,6480.000000,60706.000000,32362447360.000000,25128,6478.600000,1,6479.800000,2,1287903.826807
20210120 10:39:15.986,IC2102,6478.600000,60705.000000,32363743080.000000,25129,6478.000000,1,6479.800000,2,1287904.137849
20210120 10:39:16.471,IC2102,6478.600000,60705.000000,32363743080.000000,25129,6477.800000,3,6479.800000,2,1287904.137849
20210120 10:39:16.957,IC2102,6478.600000,60705.000000,32363743080.000000,25129,6477.800000,3,6479.800000,2,1287904.137849
20210120 10:39:17.476,IC2102,6478.600000,60705.000000,32363743080.000000,25129,6477.800000,3,6479.600000,1,1287904.137849
20210120 10:39:18.094,IC2102,6479.600000,60705.000000,32365039000.000000,25130,6477.800000,3,6479.800000,2,1287904.456825
20210120 10:39:18.519,IC2102,6479.600000,60705.000000,32365039000.000000,25130,6478.000000,4,6479.800000,2,1287904.456825
20210120 10:39:18.986,IC2102,6479.600000,60705.000000,32365039000.000000,25130,6478.200000,3,6479.800000,2,1287904.456825
20210120 10:39:19.502,IC2102,6479.800000,60706.000000,32366334960.000000,25131,6478.400000,2,6479.800000,1,1287904.777367
20210120 10:39:20.003,IC2102,6478.400000,60705.000000,32371517680.000000,25135,6478.200000,1,6478.400000,2,1287906.014721
20210120 10:39:20.536,IC2102,6480.400000,60699.000000,32390955800.000000,25150,6478.200000,1,6480.400000,2,1287910.767396
