代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SH000161,2015-10-29,2306.0300,2336.4000,2274.4500,2307.0000,3810761200,65289330688.00
SH000161,2015-10-30,2293.7600,2328.2200,2259.6200,2297.6200,3460154000,59366703104.00
SH000161,2015-11-02,2252.5600,2309.3600,2239.3600,2246.7900,3332908200,58975088640.00
SH000161,2015-11-03,2251.0100,2269.1500,2219.8500,2244.3800,2708688400,46838681600.00
SH000161,2015-11-04,2253.4800,2351.1100,2253.4800,2350.8500,4477209600,75367063552.00
SH000161,2015-11-05,2349.8200,2387.2900,2338.6800,2356.0400,7249472800,115506864128.00
SH000161,2015-11-06,2357.4500,2416.5800,2356.7700,2412.9300,5732818400,94657847296.00
SH000161,2015-11-09,2401.3900,2461.1200,2374.1300,2438.9400,6361439200,105416392704.00
SH000161,2015-11-10,2424.5900,2468.6200,2411.4200,2441.5100,5673043200,97758150656.00
SH000161,2015-11-11,2444.1300,2468.6500,2429.4300,2467.9900,4677844800,79320866816.00
SH000161,2015-11-12,2472.9700,2500.9500,2449.9000,2482.7600,5249388400,90246594560.00
SH000161,2015-11-13,2460.3000,2485.4900,2419.0900,2451.5700,5068638400,85004206080.00
SH000161,2015-11-16,2409.1400,2496.4000,2405.5600,2495.7200,4020565600,67026173952.00
SH000161,2015-11-17,2519.3500,2533.7000,2473.4100,2478.4200,5544559600,96114663424.00
SH000161,2015-11-18,2485.5700,2494.0900,2421.3500,2429.9900,3851019600,62275915776.00
SH000161,2015-11-19,2447.0800,2501.6100,2441.1400,2500.8600,3567018400,61395730432.00
SH000161,2015-11-20,2509.4600,2558.0600,2506.0300,2544.6400,4848900800,81819770880.00
SH000161,2015-11-23,2556.7000,2570.9600,2512.0900,2522.5600,4912533600,78881259520.00
SH000161,2015-11-24,2527.0100,2546.8700,2487.8100,2545.8400,3849343600,59717111808.00
SH000161,2015-11-25,2563.8400,2593.7800,2559.2400,2593.3100,4348245200,74787618816.00
SH000161,2015-11-26,2599.1300,2620.4600,2570.3300,2583.0800,4945620800,85054971904.00
SH000161,2015-11-27,2573.5900,2584.9700,2395.3000,2418.1300,5427703200,91023171584.00
SH000161,2015-11-30,2417.5200,2442.7500,2285.6300,2413.5600,4363646800,69948809216.00
SH000161,2015-12-01,2409.7500,2431.9100,2376.5800,2406.6000,3250019200,53402398720.00
SH000161,2015-12-02,2403.1800,2408.3000,2315.9900,2395.8500,3224057200,48439099392.00
SH000161,2015-12-03,2395.6500,2449.3400,2395.1300,2448.7800,2945620800,45876666368.00
SH000161,2015-12-04,2435.5700,2452.4900,2405.5000,2423.2600,2869934800,45272068096.00
SH000161,2015-12-07,2427.6700,2457.3700,2416.7000,2454.7200,2534692600,42388602880.00
SH000161,2015-12-08,2440.3200,2440.3300,2388.3200,2388.6800,2790434800,45016592384.00
SH000161,2015-12-09,2377.0200,2404.8300,2371.7700,2390.2900,2608014800,43723788288.00
SH000161,2015-12-10,2390.1700,2407.3800,2373.6900,2380.1900,2539735600,42770280448.00
SH000161,2015-12-11,2373.0100,2390.2000,2352.6600,2368.7600,2357448800,37415280640.00
SH000161,2015-12-14,2347.2600,2424.0800,2343.4800,2423.3400,2830893800,42815680512.00
SH000161,2015-12-15,2426.3900,2456.9900,2425.6200,2448.1000,2668523200,43617132544.00
SH000161,2015-12-16,2459.0300,2471.9100,2447.4500,2457.0000,2705332000,43861233664.00
SH000161,2015-12-17,2471.7200,2520.4000,2471.7200,2519.9300,3933511200,61327560704.00
SH000161,2015-12-18,2519.1200,2525.2100,2493.1200,2505.9100,3435171600,54481125376.00
