代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SZ399817,2012-07-02,1007.9900,1024.2500,1007.9900,1020.3600,240581600,3533000448.00
SZ399817,2012-07-03,1018.4600,1025.6800,1013.1400,1016.6400,233091900,3312878336.00
SZ399817,2012-07-04,1016.5600,1019.1200,1005.3800,1008.9800,167516400,2459010560.00
SZ399817,2012-07-05,1009.9500,1010.4100,1000.1400,1000.8500,252743800,3458541824.00
SZ399817,2012-07-06,1003.4800,1011.5500,980.0500,1010.7300,253766300,3509890560.00
SZ399817,2012-07-09,1003.1500,1005.1000,983.0700,983.0700,193995400,2578358016.00
SZ399817,2012-07-10,979.8300,984.4800,970.7500,973.4100,156721400,2038973568.00
SZ399817,2012-07-11,972.1200,978.4800,966.3600,978.4800,141113200,1986761344.00
SZ399817,2012-07-12,980.3900,1001.0200,980.3900,998.8500,204837400,2708617728.00
SZ399817,2012-07-13,995.3800,1000.3900,985.3700,991.5500,160716800,2088288384.00
SZ399817,2012-07-16,990.4800,990.4800,947.2700,947.2700,189438900,2432597504.00
SZ399817,2012-07-17,944.7000,953.6500,943.6800,952.4300,119202200,1441947520.00
SZ399817,2012-07-18,950.9100,954.5600,934.9500,954.5600,116652900,1478070784.00
SZ399817,2012-07-19,953.1400,968.2400,952.3900,961.8700,143927600,1713837056.00
SZ399817,2012-07-20,959.9900,965.9000,953.6800,953.9900,107184600,1282670336.00
SZ399817,2012-07-23,952.0800,952.4000,943.7300,947.4100,116689300,1380004736.00
SZ399817,2012-07-24,940.1900,953.5700,940.1900,949.1300,114543400,1341453184.00
SZ399817,2012-07-25,945.8500,960.8300,945.1100,950.3700,140561000,1786874368.00
SZ399817,2012-07-26,950.3600,958.1800,943.8400,944.6000,117276100,1472529792.00
SZ399817,2012-07-27,946.4700,947.4500,933.7100,937.4700,94738300,1209714816.00
SZ399817,2012-07-30,937.9000,944.4500,920.7100,923.8700,104927300,1246865792.00
SZ399817,2012-07-31,923.2100,923.2100,905.1500,906.1000,106953800,1294068480.00
SZ399817,2012-08-01,905.0000,928.4700,905.0000,922.4600,105149500,1203814400.00
SZ399817,2012-08-02,921.0900,924.4300,910.9700,920.4500,115091500,1328719104.00
SZ399817,2012-08-03,920.7400,940.0000,916.9500,940.0000,149214900,1870487552.00
SZ399817,2012-08-06,935.8800,969.6800,935.8800,969.1700,206225900,2795729152.00
SZ399817,2012-08-07,966.7800,976.5800,966.7800,976.5800,182969700,2459411712.00
SZ399817,2012-08-08,976.6200,978.0600,965.9000,972.0400,168844900,1951600512.00
SZ399817,2012-08-09,971.2900,984.6800,967.4900,984.6800,185301200,2197611520.00
SZ399817,2012-08-10,984.1600,984.3100,975.4500,979.7100,146709500,1776010880.00
SZ399817,2012-08-13,977.7400,980.0000,958.9400,958.9400,154149100,1927444992.00
SZ399817,2012-08-14,957.9900,972.3100,941.7000,972.3100,169005500,2099066368.00
SZ399817,2012-08-15,969.3400,971.6900,964.0000,965.4600,137749400,1700843904.00
SZ399817,2012-08-16,963.2800,966.2700,959.1900,961.9200,137003400,1514623104.00
SZ399817,2012-08-17,960.2800,960.2800,948.2900,957.1300,108108100,1374568064.00
SZ399817,2012-08-20,952.7000,963.5000,948.6600,962.7500,111187300,1346775424.00
SZ399817,2012-08-21,963.7500,987.2300,963.7500,983.6100,213765600,2399627264.00
SZ399817,2012-08-22,990.0500,1000.9900,981.1000,985.2900,277954300,3283922688.00
SZ399817,2012-08-23,982.4300,989.9100,979.7400,987.2300,185537700,2292409088.00
SZ399817,2012-08-24,982.7600,982.7600,966.2000,966.2000,187780100,2315401728.00
SZ399817,2012-08-27,964.1600,969.4100,955.2500,955.2500,223345300,2964202240.00
SZ399817,2012-08-28,951.4500,961.8100,945.5400,959.0700,214650000,2613092096.00
SZ399817,2012-08-29,957.1000,965.8200,953.0200,955.5400,190760600,2363541248.00
SZ399817,2012-08-30,956.3200,957.8700,918.3400,930.3900,180534600,2279691264.00
SZ399817,2012-08-31,927.4800,933.6500,923.9900,930.4900,107645200,1323410176.00
SZ399817,2012-09-03,928.4700,952.2600,928.4700,950.9300,131587500,1707659520.00
SZ399817,2012-09-04,951.6900,954.2200,943.9600,944.1500,141580700,1694876672.00
SZ399817,2012-09-05,942.8100,949.2100,938.3100,946.1200,160287600,1777792768.00
SZ399817,2012-09-06,949.2700,963.6300,949.2700,963.6300,191559200,2290617344.00
SZ399817,2012-09-07,975.2400,1011.0300,974.6700,1002.8900,399842000,4908666368.00
SZ399817,2012-09-10,1003.7700,1008.4100,996.1800,1004.9900,267564500,3466034432.00
SZ399817,2012-09-11,999.8800,999.8800,989.2400,994.1200,170336700,2187635200.00
SZ399817,2012-09-12,997.8200,1001.8900,990.0400,1001.8900,199920200,2504961280.00
SZ399817,2012-09-13,1002.0300,1005.5200,983.4400,983.4400,184649700,2391990016.00
SZ399817,2012-09-14,991.2900,991.2900,974.8200,980.5200,180083300,2310815488.00
SZ399817,2012-09-17,978.5300,978.5300,951.2500,951.2500,155361800,2001719296.00
SZ399817,2012-09-18,947.5900,955.3500,945.4500,948.8700,94563100,1210516352.00
SZ399817,2012-09-19,950.1300,955.7700,947.3000,955.7000,101694100,1368920832.00
SZ399817,2012-09-20,953.0600,953.0600,922.6700,922.6700,138359800,1684851968.00
SZ399817,2012-09-21,919.3900,926.8700,913.1800,916.1200,111795900,1393224320.00
SZ399817,2012-09-24,911.7800,923.4200,901.6500,921.1300,95403400,1223025408.00
SZ399817,2012-09-25,918.9800,924.5000,913.0800,913.4200,93852200,1055615616.00
SZ399817,2012-09-26,913.2300,913.6200,884.4400,884.4400,108306300,1211428096.00
SZ399817,2012-09-27,885.0200,908.5700,882.8600,904.3900,131982300,1529399424.00
SZ399817,2012-09-28,900.1700,921.4900,900.1700,921.4100,123565600,1503588352.00
SZ399817,2012-10-08,922.9600,929.4600,917.6100,922.5400,100827700,1221627776.00
SZ399817,2012-10-09,922.9200,950.0900,922.9200,950.0900,169271500,1964779648.00
SZ399817,2012-10-10,948.7200,956.3700,944.9000,955.4400,159889300,1936811776.00
SZ399817,2012-10-11,953.7800,953.7800,935.7500,935.7700,153437800,1896912512.00
SZ399817,2012-10-12,937.8700,944.3500,925.2100,928.9700,104910200,1358935296.00
SZ399817,2012-10-15,930.1300,930.1300,913.9000,923.5300,94420000,1194206592.00
SZ399817,2012-10-16,922.4100,931.6700,920.5300,924.8500,106110300,1308068096.00
SZ399817,2012-10-17,927.0600,930.2600,920.1300,927.1200,84364500,1001891392.00
SZ399817,2012-10-18,928.0100,944.8900,928.0100,943.3000,142876700,1685705984.00
SZ399817,2012-10-19,943.2800,948.7400,942.0500,945.2600,126470700,1528666880.00
SZ399817,2012-10-22,940.6700,948.6900,934.9200,948.6900,110535500,1294811520.00
SZ399817,2012-10-23,948.4500,952.2300,940.4500,940.4500,144718400,1688620416.00
SZ399817,2012-10-24,935.0300,946.8300,935.0300,941.7700,114851300,1348675840.00
SZ399817,2012-10-25,943.1400,943.9200,928.1300,928.1300,118125900,1450217088.00
SZ399817,2012-10-26,927.4300,927.4300,906.1200,911.6500,126841800,1449513856.00
SZ399817,2012-10-29,908.6900,913.5500,905.8600,909.0700,69486900,854986368.00
SZ399817,2012-10-30,909.6000,915.3300,908.3200,909.3200,83389000,939999616.00
SZ399817,2012-10-31,909.0700,914.9700,906.8000,914.8500,86971900,989552448.00
SZ399817,2012-11-01,917.2800,932.0200,917.2800,931.4400,146135400,1820503680.00
SZ399817,2012-11-02,931.3100,931.3100,922.1600,929.1300,107418500,1279487488.00
SZ399817,2012-11-05,929.0600,929.8400,922.3400,926.4500,126743000,1431050240.00
SZ399817,2012-11-06,927.0200,927.0200,913.3400,925.0500,163860100,1852469248.00
SZ399817,2012-11-07,924.7000,926.8300,918.8600,920.8100,125623800,1471351296.00
SZ399817,2012-11-08,913.8700,913.8700,897.9100,897.9100,124582800,1417224064.00
SZ399817,2012-11-09,897.5300,903.8600,896.2600,898.9800,117877600,1253897344.00
SZ399817,2012-11-12,903.0600,923.3200,903.0600,917.8800,215893100,2315990784.00
SZ399817,2012-11-13,919.3500,921.9400,907.1800,907.5500,224204800,2425807872.00
SZ399817,2012-11-14,906.5800,914.8600,893.9500,912.7700,210067600,2329015296.00
SZ399817,2012-11-15,907.1600,922.2700,903.3300,905.9600,220079800,2456375808.00
SZ399817,2012-11-16,912.2600,920.5600,906.4900,912.3000,244256600,2663527424.00
SZ399817,2012-11-19,909.3300,922.6300,905.2200,922.6300,308522300,3239173888.00
SZ399817,2012-11-20,924.6300,924.6300,914.2400,918.8800,302252500,3159355648.00
SZ399817,2012-11-21,915.4300,920.9100,898.8700,916.2100,237303600,2539799552.00
SZ399817,2012-11-22,915.0400,915.0400,905.2600,906.2200,210087400,2220164096.00
SZ399817,2012-11-23,907.6200,910.6800,900.4400,901.8100,203064400,2171928832.00
SZ399817,2012-11-26,899.8000,899.8000,887.3100,887.5800,187879800,1941797120.00
SZ399817,2012-11-27,883.0000,883.0000,851.5300,851.5400,246424100,2434811136.00
SZ399817,2012-11-28,845.7800,845.7800,834.4900,837.6600,150980400,1474768768.00
SZ399817,2012-11-29,838.8400,845.1800,827.7400,827.7500,160827400,1487452416.00
SZ399817,2012-11-30,825.8800,839.9600,825.8800,839.2700,137096300,1348482816.00
SZ399817,2012-12-03,838.2500,843.5500,822.3600,822.3600,147684000,1460516096.00
SZ399817,2012-12-04,819.7400,828.0700,804.0800,828.0700,177697100,1670420608.00
SZ399817,2012-12-05,824.6400,864.2000,824.6400,862.0800,244317100,2460544000.00
SZ399817,2012-12-06,863.0000,867.7300,855.1000,858.2900,217612000,2074902784.00
SZ399817,2012-12-07,857.5400,881.3700,856.5700,881.3700,275849000,2635850240.00
SZ399817,2012-12-10,885.8700,896.6200,883.4500,894.9700,312995400,3097731072.00
SZ399817,2012-12-11,893.7600,893.7600,885.4300,885.9000,281151400,2713566976.00
SZ399817,2012-12-12,884.3600,896.8600,877.2500,896.8600,281130300,2821237248.00
SZ399817,2012-12-13,895.8900,895.8900,879.6700,880.1500,231162800,2373354496.00
SZ399817,2012-12-14,878.7800,916.2600,878.7800,916.2600,368752700,3909532160.00
SZ399817,2012-12-17,916.6500,920.1400,907.5200,909.0200,297397500,3197829632.00
SZ399817,2012-12-18,908.1300,914.0200,901.9900,904.4300,275579200,2885347840.00
SZ399817,2012-12-19,903.7500,908.0300,902.2500,906.0800,214410700,2333118720.00
SZ399817,2012-12-20,903.5400,913.0800,899.3100,913.0100,234341300,2507466752.00
SZ399817,2012-12-21,913.8100,920.3800,910.4700,916.5900,245704400,2634823680.00
SZ399817,2012-12-24,915.6100,924.2100,915.6100,919.8100,191395800,2042581888.00
SZ399817,2012-12-25,919.6600,944.8600,919.3200,942.2100,336669600,3699421696.00
SZ399817,2012-12-26,941.6500,959.0500,941.6500,959.0500,315584600,3438496000.00
SZ399817,2012-12-27,963.2600,968.0200,950.0900,950.5800,328527800,3627871488.00
SZ399817,2012-12-28,951.3200,962.7800,945.9900,961.5300,262350900,3157545472.00
SZ399817,2012-12-31,967.8600,979.3300,965.5600,979.3300,292681700,3853068544.00
SZ399817,2013-01-04,983.5700,983.5700,958.0400,963.0100,301908500,3979370240.00
SZ399817,2013-01-07,961.1900,969.7700,957.4100,969.7700,337428300,4115622400.00
SZ399817,2013-01-08,969.1100,988.4800,964.5200,981.5600,407876900,5111963648.00
SZ399817,2013-01-09,977.1700,990.0000,974.9200,982.5300,356497200,4274162688.00
SZ399817,2013-01-10,985.5900,990.8900,978.3700,982.7700,316285200,3772160000.00
SZ399817,2013-01-11,982.5400,983.4300,959.0500,960.7200,330809300,4096000768.00
SZ399817,2013-01-14,980.3300,1005.0000,980.3300,1003.7400,550065600,7157862912.00
SZ399817,2013-01-15,1009.7300,1060.2900,1009.7300,1055.6000,827065000,10538347520.00
SZ399817,2013-01-16,1057.9700,1057.9700,1024.0400,1039.8100,625656700,7891988480.00
SZ399817,2013-01-17,1037.6700,1038.0500,1027.3600,1028.9600,412325200,5126517760.00
SZ399817,2013-01-18,1032.1000,1050.3900,1032.1000,1048.1100,410085800,5277308416.00
SZ399817,2013-01-21,1051.7600,1061.3500,1051.4900,1061.1900,406954600,5249938944.00
SZ399817,2013-01-22,1061.7700,1061.7700,1026.6500,1031.0700,415300100,5178453504.00
SZ399817,2013-01-23,1031.1100,1046.9700,1027.9800,1042.8600,328746200,4252620288.00
SZ399817,2013-01-24,1044.2700,1046.9900,1010.4600,1015.8200,405187200,5191766528.00
SZ399817,2013-01-25,1018.5100,1030.3200,1018.5100,1021.3900,268298100,3700617216.00
SZ399817,2013-01-28,1022.7700,1048.5000,1022.7700,1048.5000,298618600,4096980480.00
SZ399817,2013-01-29,1053.8700,1067.3500,1053.8700,1062.0500,373543400,5323996160.00
SZ399817,2013-01-30,1063.6300,1063.6300,1050.3700,1057.6300,288840000,3869011456.00
SZ399817,2013-01-31,1060.6000,1075.4500,1055.9500,1073.6400,438924900,5913420800.00
SZ399817,2013-02-01,1071.1500,1091.7100,1070.3300,1090.7200,478458200,6456467456.00
SZ399817,2013-02-04,1090.9400,1090.9400,1078.3800,1081.1200,431578000,5841157632.00
SZ399817,2013-02-05,1074.0400,1093.0300,1074.0400,1089.9200,281538500,3818117120.00
SZ399817,2013-02-06,1089.3200,1106.4600,1089.3200,1103.2200,311860600,4219739904.00
SZ399817,2013-02-07,1107.9800,1124.2600,1107.7800,1121.5300,326433500,5053193216.00
SZ399817,2013-02-08,1120.3500,1143.0200,1120.3500,1136.7900,295340700,4394636288.00
SZ399817,2013-02-18,1146.2100,1168.0400,1146.2100,1166.1400,482533800,6869443584.00
SZ399817,2013-02-19,1168.1900,1168.1900,1140.6600,1141.9400,476802900,6808882176.00
SZ399817,2013-02-20,1141.7400,1196.9900,1141.7400,1193.6900,705290300,9325957120.00
SZ399817,2013-02-21,1188.2900,1197.3000,1166.7300,1187.8200,705144100,9190287360.00
SZ399817,2013-02-22,1183.8000,1195.5000,1181.3800,1181.4400,413361500,5628508672.00
SZ399817,2013-02-25,1209.2200,1245.4100,1209.2200,1241.9800,776482100,10786482176.00
SZ399817,2013-02-26,1238.3000,1246.5700,1206.3900,1209.9100,759156200,10740961280.00
SZ399817,2013-02-27,1209.7500,1230.4600,1193.4800,1211.8200,508655000,7145019904.00
SZ399817,2013-02-28,1212.0300,1244.3500,1204.7700,1244.3500,598858900,8765555712.00
SZ399817,2013-03-01,1254.0400,1304.0300,1252.0600,1301.1700,932946900,12912975872.00
SZ399817,2013-03-04,1298.3300,1334.3400,1275.9000,1291.3700,1209076700,16683526144.00
SZ399817,2013-03-05,1286.4400,1321.7000,1266.5400,1316.1500,1029390600,12797992960.00
SZ399817,2013-03-06,1311.0000,1326.3600,1307.8900,1310.5200,889895000,11312151552.00
SZ399817,2013-03-07,1305.1800,1305.1800,1245.7400,1248.9500,811133200,10739374080.00
SZ399817,2013-03-08,1247.0300,1257.1300,1233.4600,1239.2400,497449500,6486927360.00
SZ399817,2013-03-11,1238.4400,1266.4700,1238.4400,1250.6100,512772000,6517805568.00
SZ399817,2013-03-12,1253.6700,1255.8800,1187.4600,1214.9300,628034400,8152778240.00
SZ399817,2013-03-13,1204.0400,1205.6700,1182.8300,1196.7000,395008700,5092080128.00
SZ399817,2013-03-14,1193.1500,1212.9300,1193.1500,1203.1600,329096900,4303019520.00
SZ399817,2013-03-15,1205.0400,1243.6700,1205.0400,1215.5700,549071100,7174929408.00
SZ399817,2013-03-18,1215.6300,1240.8900,1215.6300,1234.8500,691731100,8266777600.00
SZ399817,2013-03-19,1233.4700,1239.6000,1203.2300,1222.9000,566832500,6742744576.00
SZ399817,2013-03-20,1222.4300,1258.4600,1222.4300,1258.4600,604052300,7672323584.00
SZ399817,2013-03-21,1259.0700,1319.8900,1259.0700,1304.3300,934689700,12172879872.00
SZ399817,2013-03-22,1304.3100,1304.3100,1287.2100,1294.9000,676834800,8248047616.00
SZ399817,2013-03-25,1293.9800,1307.6200,1280.0400,1288.4700,705471200,8755642368.00
SZ399817,2013-03-26,1278.8400,1278.8400,1256.7900,1268.6500,534700500,6740526592.00
SZ399817,2013-03-27,1268.2300,1284.9400,1257.2000,1268.3600,420578300,5301145088.00
SZ399817,2013-03-28,1259.1400,1259.1400,1233.2900,1233.3900,488966900,6459415040.00
SZ399817,2013-03-29,1237.0100,1244.9100,1219.0500,1220.6800,375578000,4993910272.00
SZ399817,2013-04-01,1217.7600,1252.9500,1217.7600,1252.9500,433370400,5703117824.00
SZ399817,2013-04-02,1250.4800,1266.6200,1220.9800,1222.8900,454143000,6161371136.00
SZ399817,2013-04-03,1221.1800,1221.1800,1187.4900,1193.9100,362271600,4902559744.00
SZ399817,2013-04-08,1169.3400,1211.0900,1158.5400,1211.0900,397667000,5190217216.00
SZ399817,2013-04-09,1210.9500,1224.7900,1210.9500,1217.1700,311818100,4234880000.00
SZ399817,2013-04-10,1214.2900,1214.2900,1188.8200,1197.8600,321553000,4180709888.00
SZ399817,2013-04-11,1204.0200,1216.1000,1200.8800,1202.0500,323990200,4015086592.00
SZ399817,2013-04-12,1198.6100,1206.4400,1185.7500,1185.7500,265343600,3273126400.00
SZ399817,2013-04-15,1181.7300,1185.5700,1172.1700,1174.2700,230316800,2940515328.00
