代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SH000001,1990-12-19,96.0500,99.9800,95.7900,99.9800,126000,494311.00
SH000001,1990-12-20,104.3000,104.3900,99.9800,104.3900,19700,84992.00
SH000001,1990-12-21,109.0700,109.1300,103.7300,109.1300,2800,16096.00
SH000001,1990-12-24,113.5700,114.5500,109.1300,114.5500,3200,31063.00
SH000001,1990-12-25,120.0900,120.2500,114.5500,120.2500,1500,6510.00
SH000001,1990-12-26,125.2700,125.2700,120.2500,125.2700,10000,53730.00
SH000001,1990-12-27,125.2700,125.2800,125.2700,125.2800,6600,104644.00
SH000001,1990-12-28,126.3900,126.4500,125.2800,126.4500,10800,88031.00
SH000001,1990-12-31,126.5600,127.6100,126.4800,127.6100,7800,60030.00
SH000001,1991-01-02,127.6100,128.8400,127.6100,128.8400,9100,59098.00
SH000001,1991-01-03,128.8400,130.1400,128.8400,130.1400,14100,93918.00
SH000001,1991-01-04,131.2700,131.4400,130.1400,131.4400,42000,261904.00
SH000001,1991-01-07,131.9900,132.0600,131.4500,132.0600,21700,141737.00
SH000001,1991-01-08,132.6200,132.6800,132.0600,132.6800,292600,1806867.00
SH000001,1991-01-09,133.3000,133.3400,132.6800,133.3400,560300,3228719.00
SH000001,1991-01-10,133.9300,133.9700,133.3400,133.9700,999000,5399457.00
SH000001,1991-01-11,134.6100,134.6100,134.5100,134.6000,1332700,7115732.00
SH000001,1991-01-14,134.1100,135.1900,134.1100,134.6700,1253000,6883604.00
SH000001,1991-01-15,134.2100,134.7400,134.1900,134.7400,144600,1010364.00
SH000001,1991-01-16,134.1900,134.7400,134.1400,134.2400,50900,270133.00
SH000001,1991-01-17,133.6700,134.2500,133.6500,134.2500,65800,334238.00
SH000001,1991-01-18,133.7000,134.2500,133.6700,134.2400,300400,1570833.00
SH000001,1991-01-21,133.7000,134.2400,133.6600,134.2400,205100,1029305.00
SH000001,1991-01-22,133.7200,134.2400,133.6600,133.7200,35400,180787.00
SH000001,1991-01-23,133.1700,133.7200,133.1400,133.1700,109500,575928.00
SH000001,1991-01-24,132.6100,133.1700,132.5700,132.6100,185700,917392.00
SH000001,1991-01-25,132.0500,132.0700,132.0300,132.0500,344700,1722246.00
SH000001,1991-01-28,131.4600,131.5500,131.4600,131.4600,510700,2565573.00
SH000001,1991-01-29,130.9500,130.9700,130.9500,130.9500,138700,710741.00
SH000001,1991-01-30,130.4400,130.9500,130.4100,130.4400,52700,260701.00
SH000001,1991-01-31,129.9300,130.4600,129.9300,129.9700,51000,244662.00
SH000001,1991-02-01,129.5000,129.9700,129.4500,129.5100,34500,140871.00
