代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
sz399354,2016-05-09,4714.9900,4714.9900,4641.1500,4657.2700,2419444800,31159216128.00
sz399354,2016-05-10,4638.1400,4682.9200,4638.0300,4659.6300,1645698700,21944279040.00
sz399354,2016-05-11,4676.5700,4712.5400,4663.0600,4683.5800,1933812800,26792667136.00
sz399354,2016-05-12,4655.5100,4711.7600,4626.1600,4701.7700,1868839200,24984623104.00
sz399354,2016-05-13,4688.9400,4717.8500,4670.9900,4682.4500,1537738400,20591491072.00
sz399354,2016-05-16,4665.0600,4708.1700,4654.5100,4707.9200,1436601000,20062181376.00
sz399354,2016-05-17,4705.4700,4713.0300,4672.8900,4688.4500,1629243100,22593011712.00
sz399354,2016-05-18,4670.1000,4678.3000,4636.1900,4673.6500,2187317200,28300685312.00
sz399354,2016-05-19,4661.7500,4695.4700,4656.8800,4663.8400,1415355500,20149145600.00
sz399354,2016-05-20,4645.7400,4681.7000,4638.5500,4681.3500,1422123600,19510024192.00
sz399354,2016-05-23,4684.0500,4709.9800,4676.8200,4687.6200,1560503500,22746748928.00
sz399354,2016-05-24,4683.4100,4683.4100,4635.9000,4647.3700,1404484800,19013494784.00
sz399354,2016-05-25,4674.1600,4684.0200,4643.7000,4653.2600,1358841900,18782027776.00
sz399354,2016-05-26,4647.1700,4671.2600,4615.9600,4656.8200,1516925100,20923627520.00
sz399354,2016-05-27,4653.0800,4670.6100,4643.1000,4657.2700,1268834500,17913368576.00
sz399354,2016-05-30,4652.9300,4677.9500,4624.1100,4671.0800,1416837000,19145906176.00
sz399354,2016-05-31,4672.2100,4798.8700,4672.2100,4797.2200,3252550800,43810250752.00
sz399354,2016-06-01,4810.1500,4817.4900,4780.8400,4782.3400,2533676400,38593245184.00
sz399354,2016-06-02,4780.1700,4792.9000,4765.7000,4786.4100,1920308800,28311937024.00
sz399354,2016-06-03,4806.2500,4839.4000,4790.4600,4828.4700,2597991000,38270484480.00
sz399354,2016-06-06,4826.2700,4833.2600,4797.2000,4813.8600,2280751600,34512101376.00
sz399354,2016-06-07,4819.2100,4821.8500,4796.2000,4810.7800,2005787200,31197661184.00
sz399354,2016-06-08,4804.7100,4808.5800,4772.8000,4793.6700,2123261200,31549290496.00
sz399354,2016-06-13,4751.2500,4777.4900,4676.6200,4677.9600,2384390600,34343892992.00
sz399354,2016-06-14,4667.5300,4699.6700,4664.4900,4695.5400,1798154400,24284057600.00
sz399354,2016-06-15,4650.2000,4759.3700,4647.9100,4745.5900,2351006600,33089462272.00
sz399354,2016-06-16,4726.1500,4749.7300,4715.8000,4723.3700,2100780400,30452338688.00
sz399354,2016-06-17,4725.3000,4774.6400,4725.3000,4751.8000,2072863200,29061652480.00
sz399354,2016-06-20,4760.7000,4769.8600,4729.3800,4758.8900,1653027600,23664427008.00
sz399354,2016-06-21,4772.3300,4807.2800,4738.7600,4749.7800,2206633200,30490732544.00
sz399354,2016-06-22,4742.2300,4778.2000,4736.1300,4777.8500,1698646800,23421822976.00
sz399354,2016-06-23,4776.4100,4776.4500,4740.2300,4756.4000,1892791200,26785200128.00
sz399354,2016-06-24,4745.4000,4775.7800,4641.4000,4699.4400,2656144800,35867951104.00
sz399354,2016-06-27,4684.9800,4755.5600,4684.3700,4755.1600,2197924600,31391643648.00
sz399354,2016-06-28,4738.2600,4769.8900,4726.6700,4768.3700,2317920800,32984500224.00
sz399354,2016-06-29,4775.9900,4798.6000,4767.9000,4797.2100,2571848000,33457344512.00
sz399354,2016-06-30,4798.6500,4812.3200,4785.3900,4794.2900,2091908000,29872273408.00
sz399354,2016-07-01,4800.5500,4822.9700,4795.2700,4802.4000,1797249400,25892702208.00
sz399354,2016-07-04,4770.4500,4864.4100,4766.5700,4856.1600,3117326800,43153186816.00
sz399354,2016-07-05,4835.8500,4843.9800,4817.9800,4831.6500,3042246800,42302218240.00
sz399354,2016-07-06,4814.3700,4834.0300,4793.5300,4830.3400,3483188800,53905604608.00
sz399354,2016-07-07,4819.1200,4840.6300,4799.8200,4827.0700,3197163600,46612664320.00
