代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SH000858,2015-12-03,9240.6700,9537.2600,9240.6700,9537.2600,1053150500,24442464256.00
SH000858,2015-12-04,9484.1500,9610.0900,9397.4500,9456.0000,1169804200,27319926784.00
SH000858,2015-12-07,9474.5900,9601.5700,9374.0700,9569.5100,1021736400,24635312128.00
SH000858,2015-12-08,9510.3000,9536.0700,9338.1500,9383.6400,1144367700,26608300032.00
SH000858,2015-12-09,9320.7500,9391.2600,9231.5300,9313.6600,1008418600,24162902016.00
SH000858,2015-12-10,9311.7800,9440.6200,9290.1300,9312.5800,962472200,24386072576.00
SH000858,2015-12-11,9290.2100,9345.0200,9235.0200,9261.4400,935729500,21420281856.00
SH000858,2015-12-14,9178.5000,9379.6700,9137.1000,9379.0300,915174200,21302173696.00
SH000858,2015-12-15,9404.4800,9595.8900,9397.6300,9554.2600,1069879600,25745063936.00
SH000858,2015-12-16,9601.7000,9702.4200,9586.8400,9638.7900,1217488800,30750244864.00
SH000858,2015-12-17,9681.5800,9865.2700,9681.5800,9865.2700,1587795600,37938954240.00
SH000858,2015-12-18,9838.2500,9876.0100,9710.3700,9757.7100,1342032100,32835248128.00
SH000858,2015-12-21,9739.7200,9764.1300,9649.7500,9720.0300,1178622300,29172461568.00
SH000858,2015-12-22,9727.5200,9859.9900,9702.7300,9849.0000,1329243100,32059375616.00
SH000858,2015-12-23,9848.7000,9857.0800,9681.4800,9697.3300,1401571900,33853140992.00
SH000858,2015-12-24,9679.5800,9707.0500,9523.4000,9682.3900,1001959800,23975227392.00
SH000858,2015-12-25,9683.7000,9728.3900,9628.1800,9685.5600,840453700,20381100032.00
SH000858,2015-12-28,9717.6800,9811.3800,9509.8300,9509.8300,1255251800,29834795008.00
SH000858,2015-12-29,9493.9600,9613.0300,9431.1100,9613.0300,897715400,22478184448.00
SH000858,2015-12-30,9651.2600,9773.6000,9638.9000,9753.9100,1247558100,30131714048.00
SH000858,2015-12-31,9754.2100,9778.0100,9508.7200,9511.1600,1081788600,28983441408.00
SH000858,2016-01-04,9507.1600,9514.1900,8735.4300,8735.7300,958860100,21979006976.00
SH000858,2016-01-05,8266.2200,8687.3700,8189.4800,8466.4300,1320238900,28071378944.00
SH000858,2016-01-06,8517.1900,8634.9000,8400.2300,8627.3800,1009061100,22609129472.00
SH000858,2016-01-07,8456.8100,8456.8100,7946.0900,7951.4300,274298600,5524359168.00
SH000858,2016-01-08,8093.0000,8154.3300,7582.7800,7928.4500,1167752600,22670778368.00
SH000858,2016-01-11,7741.8400,7814.3100,7370.5700,7370.5700,1042758100,19364984832.00
SH000858,2016-01-12,7355.5100,7511.3100,7236.5400,7414.6400,922792500,16963545088.00
SH000858,2016-01-13,7449.5200,7527.9200,7134.7500,7137.4600,904724100,16541841408.00
SH000858,2016-01-14,6907.0300,7462.3500,6898.9400,7445.4900,1018299500,18364004352.00
SH000858,2016-01-15,7392.8300,7479.1700,7165.5100,7219.0300,967785800,18322313216.00
