代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SZ399689,2015-08-31,1812.5500,1824.9500,1767.6800,1813.5000,645804100,6036599296.00
SZ399689,2015-09-01,1794.0800,1794.2600,1705.5800,1764.6500,671828500,5779229184.00
SZ399689,2015-09-02,1672.4900,1795.9800,1664.0900,1751.7000,700101600,5907717632.00
SZ399689,2015-09-07,1765.5100,1825.3500,1708.4600,1720.9100,509597400,4429812736.00
SZ399689,2015-09-08,1711.3500,1779.5000,1660.7500,1766.6400,408730700,3424870912.00
SZ399689,2015-09-09,1777.3300,1827.5400,1769.4400,1816.5300,665827600,5785047552.00
SZ399689,2015-09-10,1796.8300,1822.6900,1776.2900,1782.2100,438157000,4008472320.00
SZ399689,2015-09-11,1779.3000,1798.0700,1755.4600,1784.5300,319438900,2862425856.00
SZ399689,2015-09-14,1799.6800,1804.4600,1637.1100,1640.1100,496227400,4174397440.00
SZ399689,2015-09-15,1598.9700,1634.1000,1530.7200,1542.7600,364905500,2743453440.00
SZ399689,2015-09-16,1553.8600,1664.7400,1545.0500,1662.1600,405532900,3122129408.00
SZ399689,2015-09-17,1665.6000,1708.2000,1624.5000,1624.6900,492390700,4032124160.00
SZ399689,2015-09-18,1642.2000,1657.7700,1617.2600,1639.9800,279664700,2217817856.00
SZ399689,2015-09-21,1626.1700,1683.4300,1612.1700,1683.1500,314683200,2569540352.00
SZ399689,2015-09-22,1684.9300,1704.3100,1673.4900,1686.3700,359050200,2975987968.00
SZ399689,2015-09-23,1668.5300,1688.1300,1645.0100,1655.7800,311133200,2631640320.00
SZ399689,2015-09-24,1660.9300,1684.8300,1650.8000,1677.2500,309766600,2613765888.00
SZ399689,2015-09-25,1672.9100,1682.0300,1629.6400,1639.2100,334369100,2672773888.00
SZ399689,2015-09-28,1634.2000,1653.3200,1612.8800,1652.0300,177716200,1419438080.00
SZ399689,2015-09-29,1628.0400,1637.2600,1603.3000,1612.2800,186502700,1541529088.00
SZ399689,2015-09-30,1623.2800,1630.6200,1608.4700,1616.4600,134852800,1091834240.00
SZ399689,2015-10-08,1666.5900,1685.5600,1656.3900,1672.4100,280660800,2330472192.00
SZ399689,2015-10-09,1672.6900,1717.8400,1667.9100,1711.3300,328429900,2702900224.00
SZ399689,2015-10-12,1721.9700,1791.8200,1718.6000,1779.0300,515758200,4571218432.00
SZ399689,2015-10-13,1771.7600,1804.3300,1758.8000,1798.3300,478409700,4151453184.00
SZ399689,2015-10-14,1800.7800,1812.3400,1768.7500,1770.3400,452636200,4058285312.00
SZ399689,2015-10-15,1756.4900,1827.4800,1756.4900,1827.4800,567442000,5171743232.00
SZ399689,2015-10-16,1848.7800,1870.4700,1831.8700,1865.5500,674809600,6377988608.00
SZ399689,2015-10-19,1889.1900,1907.1000,1855.9100,1879.1900,821646300,7385038336.00
SZ399689,2015-10-20,1872.4000,1907.3000,1868.4300,1907.3000,614196600,5588547584.00
SZ399689,2015-10-21,1909.0200,1912.1700,1768.2800,1768.8300,774136400,6846256640.00
SZ399689,2015-10-22,1768.5200,1834.7700,1761.5800,1829.0000,522192000,4565472768.00
SZ399689,2015-10-23,1839.7700,1881.3900,1826.0000,1870.7000,611192000,5569603072.00
SZ399689,2015-10-26,1901.5600,1909.4900,1861.1500,1878.8900,650216400,6053977600.00
SZ399689,2015-10-27,1865.7100,1891.8200,1806.0300,1881.5500,515065300,4800756224.00
SZ399689,2015-10-28,1880.5700,1910.7500,1864.6600,1871.8700,773382400,6869877248.00
SZ399689,2015-10-29,1878.5700,1899.8100,1860.0300,1882.0300,571366200,5076644864.00
SZ399689,2015-10-30,1888.1900,1903.5900,1856.4500,1874.5100,527827300,4609830912.00
SZ399689,2015-11-02,1844.5700,1892.6700,1833.9900,1838.0800,435260200,4094601216.00
SZ399689,2015-11-03,1844.7200,1858.7000,1804.0300,1815.9200,358786300,3429817600.00
SZ399689,2015-11-04,1824.4600,1910.8000,1822.1800,1910.6800,568189700,5486724096.00
SZ399689,2015-11-05,1912.6100,1969.1300,1902.7500,1940.3800,910730600,9016813568.00
SZ399689,2015-11-06,1938.1900,1982.9100,1931.6300,1981.3300,704671300,7119270912.00
SZ399689,2015-11-09,1983.9400,2005.4700,1960.0700,1991.9100,805588400,8278637568.00
SZ399689,2015-11-10,1977.7200,2002.1200,1969.5900,1979.2200,684224300,6907808768.00
SZ399689,2015-11-11,1985.0300,1999.6300,1967.5600,1999.2000,641911700,6279433216.00
SZ399689,2015-11-12,2005.2800,2010.9600,1966.9700,1994.7800,683885900,6798695424.00
SZ399689,2015-11-13,1988.4100,2041.0700,1981.3400,2010.7700,776535700,7949767680.00
SZ399689,2015-11-16,1970.5600,2044.4800,1962.5800,2044.3900,596714600,6100951552.00
SZ399689,2015-11-17,2086.5300,2097.3500,2028.3900,2055.2900,1032765800,11205207040.00
SZ399689,2015-11-18,2048.1900,2055.5000,1981.9700,1985.5500,597791700,6312641024.00
SZ399689,2015-11-19,1987.0800,2003.4900,1959.1600,2003.4900,482333700,5068988416.00
SZ399689,2015-11-20,2003.5300,2009.8600,1980.0300,2001.1600,568589200,5634148864.00
SZ399689,2015-11-23,1999.7900,2029.6200,1986.2600,1996.5900,615170800,6305409024.00
SZ399689,2015-11-24,1996.0200,2005.9600,1968.1500,2005.9600,398530800,4124570368.00
SZ399689,2015-11-25,2001.6200,2039.2400,1996.1000,2038.8900,537124600,5439652864.00
SZ399689,2015-11-26,2055.7900,2062.9400,2022.1800,2022.5300,623132400,6394481152.00
SZ399689,2015-11-27,2007.6400,2018.7200,1869.7000,1886.1600,781284300,7538857472.00
SZ399689,2015-11-30,1895.5000,1936.1100,1811.1200,1928.1500,653870400,6392713728.00
SZ399689,2015-12-01,1924.8600,1934.6000,1894.1800,1921.8200,463299300,4591304192.00
SZ399689,2015-12-02,1921.1200,1927.2400,1863.4300,1922.1900,447366300,4274113280.00
SZ399689,2015-12-03,1925.8300,1947.3100,1918.7900,1944.3500,387020000,3808962048.00
SZ399689,2015-12-04,1934.6500,1937.4800,1899.3800,1913.5800,390555700,3796678400.00
SZ399689,2015-12-07,1915.9400,1927.8700,1903.3300,1920.9200,310329100,3064968704.00
SZ399689,2015-12-08,1914.3200,1915.2100,1866.2900,1869.3800,350897500,3279128064.00
SZ399689,2015-12-09,1860.7900,1871.0800,1828.7900,1837.5500,269127300,2556620288.00
SZ399689,2015-12-10,1840.1000,1859.9100,1827.3700,1832.9300,274528100,2542588416.00
SZ399689,2015-12-11,1825.9700,1839.4300,1811.9700,1831.1200,296062700,2874059008.00
SZ399689,2015-12-14,1830.8500,1885.1200,1827.9300,1885.1200,364116600,3496161024.00
SZ399689,2015-12-15,1886.5900,1899.5400,1872.1900,1886.0400,348681100,3358352128.00
SZ399689,2015-12-16,1893.7600,1899.3600,1872.4900,1873.9200,266403100,2602361344.00
SZ399689,2015-12-17,1884.3000,1917.5900,1884.3000,1916.6900,408470000,4027211264.00
SZ399689,2015-12-18,1917.7200,1918.3300,1890.7600,1897.9400,348578200,3401323520.00
SZ399689,2015-12-21,1892.9500,1935.2200,1891.0800,1930.7500,399922500,4021188608.00
SZ399689,2015-12-22,1937.2800,1940.9100,1916.3200,1934.8200,330337400,3330573312.00
SZ399689,2015-12-23,1934.4100,1960.7900,1930.7700,1937.5700,451938300,4754013696.00
SZ399689,2015-12-24,1922.5500,1925.7700,1881.8400,1899.8800,310399500,3165778944.00
SZ399689,2015-12-25,1901.7900,1915.1300,1895.4300,1910.8100,212164400,2115483392.00
SZ399689,2015-12-28,1914.6600,1924.9200,1854.6700,1854.6700,382186100,3784011008.00
SZ399689,2015-12-29,1853.1500,1862.4600,1833.2300,1859.4800,247375700,2431773440.00
SZ399689,2015-12-30,1863.6700,1876.6700,1855.7800,1876.6700,235426200,2510112512.00
