代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SZ399249,2001-07-02,658.5700,660.4800,651.0500,653.3200,33887100,451788992.00
SZ399249,2001-07-03,652.4100,653.8700,647.1300,651.8100,27436300,389235008.00
SZ399249,2001-07-04,652.1400,654.9400,651.7200,652.6000,26782000,361308992.00
SZ399249,2001-07-05,652.5000,653.0900,644.6900,646.6700,30240700,403652992.00
SZ399249,2001-07-06,646.2300,647.0500,641.2900,641.7100,32088000,428854016.00
SZ399249,2001-07-09,641.9400,644.4800,641.4000,644.4400,27972500,381907008.00
SZ399249,2001-07-10,646.1800,653.5300,646.1800,653.4400,54911200,826049024.00
SZ399249,2001-07-11,653.2700,654.9300,647.5200,648.3200,47997900,690342016.00
SZ399249,2001-07-12,647.9200,648.4200,643.5600,647.0500,34992400,500140000.00
SZ399249,2001-07-13,647.0700,651.3400,644.6600,645.2700,35528800,511132992.00
SZ399249,2001-07-16,650.4000,653.6400,641.9500,642.7800,54982100,756881984.00
SZ399249,2001-07-17,642.9600,642.9600,634.2900,639.2600,40455800,513227008.00
SZ399249,2001-07-18,639.6800,642.1500,637.4000,640.5200,29980700,405715008.00
SZ399249,2001-07-19,640.6000,641.7300,636.9200,639.5700,29423800,360283008.00
SZ399249,2001-07-20,640.5500,647.5700,639.6100,646.8600,38158900,488920000.00
SZ399249,2001-07-23,647.8600,648.3700,643.1800,645.0800,34012100,435884000.00
SZ399249,2001-07-24,644.0900,644.0900,634.6200,637.1700,33161800,414512992.00
SZ399249,2001-07-25,636.2300,638.1700,627.8900,628.2800,24494400,321656992.00
SZ399249,2001-07-26,628.9600,629.8000,618.7800,621.1400,30111500,371303008.00
SZ399249,2001-07-27,620.9600,624.5200,611.7600,612.2300,30741800,373624000.00
SZ399249,2001-07-30,608.7200,608.7200,576.3100,576.6300,39862800,444859008.00
SZ399249,2001-07-31,570.2800,580.7500,558.4400,561.7800,33647600,388651008.00
SZ399249,2001-08-01,563.2600,581.1600,563.2600,580.8600,34916900,403800000.00
SZ399249,2001-08-02,580.8600,580.9900,559.3100,572.6400,28132600,329860992.00
SZ399249,2001-08-03,571.5800,574.7700,568.6600,573.3600,24132800,321209984.00
SZ399249,2001-08-06,572.7800,572.7800,548.3800,551.9500,33507900,388331008.00
SZ399249,2001-08-07,550.3000,561.0300,546.3300,558.6400,23636400,284192000.00
SZ399249,2001-08-08,557.9600,561.0500,554.0000,558.7100,21663400,269294016.00
SZ399249,2001-08-09,559.8800,569.8600,559.8800,569.7100,30284000,352752000.00
SZ399249,2001-08-10,571.0100,576.5100,570.9700,575.4000,34643900,395927008.00
SZ399249,2001-08-13,576.3600,577.0500,570.3600,576.1400,29551200,361518016.00
SZ399249,2001-08-14,576.1600,578.3100,568.1900,571.9600,25129400,313832000.00
SZ399249,2001-08-15,573.3000,574.7800,571.0600,573.8200,22833600,281928000.00
SZ399249,2001-08-16,574.1900,574.8100,565.0900,565.3400,21698700,262094000.00
SZ399249,2001-08-17,564.6800,566.2000,559.9800,562.8600,17327400,216604000.00
SZ399249,2001-08-20,562.5500,569.4000,562.3400,567.9400,15838200,211612000.00
SZ399249,2001-08-21,568.1300,574.3400,568.1300,573.4500,17083600,212028992.00
SZ399249,2001-08-22,572.3000,572.3000,561.0900,564.9800,25317700,307548992.00
SZ399249,2001-08-23,563.5200,568.4000,557.2600,567.3700,20499900,265400992.00
SZ399249,2001-08-24,567.4100,571.2300,563.9000,565.4400,26549000,324456992.00
SZ399249,2001-08-27,563.7200,563.7200,545.6100,545.9800,36787400,429284000.00
SZ399249,2001-08-28,543.7200,551.4000,537.7400,551.1100,27309500,316328000.00
SZ399249,2001-08-29,551.4300,559.4400,549.6600,553.1800,19591200,258458000.00
SZ399249,2001-08-30,553.0700,553.0700,546.7600,548.2700,14068500,185708992.00
SZ399249,2001-08-31,548.1600,550.4900,547.0800,548.7500,18733200,256935008.00
SZ399249,2001-09-03,548.3200,548.8800,542.1900,543.6900,20777200,240966000.00
SZ399249,2001-09-04,543.1200,554.7000,542.6700,554.5900,16855900,195204992.00
SZ399249,2001-09-05,555.4600,561.4800,555.3700,557.8700,22413100,284590016.00
SZ399249,2001-09-06,557.9000,560.3300,552.7700,554.8100,17469600,237180992.00
SZ399249,2001-09-07,553.2300,554.1800,537.2200,537.7800,25952900,325953984.00
SZ399249,2001-09-10,532.7600,549.9300,527.0700,549.6500,19361800,221095008.00
SZ399249,2001-09-11,549.3600,555.7200,547.8100,551.9600,19493500,231018000.00
SZ399249,2001-09-12,539.3100,545.3200,534.3900,542.0700,27084100,301000992.00
SZ399249,2001-09-13,541.4700,547.0800,540.1600,541.0300,13097700,171028000.00
SZ399249,2001-09-14,540.2500,542.6500,530.0400,531.5000,19318700,219278000.00
SZ399249,2001-09-17,527.7200,528.7900,518.2800,519.4200,27005900,281912000.00
SZ399249,2001-09-18,518.2600,528.7400,518.2600,525.0700,13432800,141987008.00
SZ399249,2001-09-19,525.5700,530.5500,520.5000,530.5500,20758000,240440992.00
SZ399249,2001-09-20,531.1700,533.1600,526.9200,528.2300,18644800,228430000.00
SZ399249,2001-09-21,527.3000,527.7800,522.8900,523.7900,15466400,181122000.00
SZ399249,2001-09-24,523.8600,524.8700,519.5700,520.7800,11492600,137692000.00
SZ399249,2001-09-25,521.8800,525.8300,518.7300,519.2400,12457600,141334000.00
SZ399249,2001-09-26,518.6100,519.1300,508.5100,509.3000,16778000,183472992.00
SZ399249,2001-09-27,508.2000,511.9400,504.1300,507.1500,17661300,213064000.00
SZ399249,2001-09-28,507.5800,510.3200,502.1700,506.6700,15442100,166840992.00
SZ399249,2001-10-08,506.8800,509.4500,491.6700,492.8200,18854900,218459008.00
SZ399249,2001-10-09,492.7800,500.5600,492.0700,497.6400,11436600,111891000.00
SZ399249,2001-10-10,497.5500,498.0200,481.0200,481.7800,17466500,171204000.00
SZ399249,2001-10-11,481.0200,485.3800,468.0300,469.0300,17217900,163326000.00
SZ399249,2001-10-12,468.5000,484.7000,456.1100,482.4900,24183000,232994000.00
SZ399249,2001-10-15,482.4400,487.1600,477.3700,484.0600,16056000,151670000.00
SZ399249,2001-10-16,484.1800,484.9300,475.4900,477.6200,12848800,132265000.00
SZ399249,2001-10-17,477.0700,477.3200,469.8400,473.4500,8515600,89399000.00
SZ399249,2001-10-18,473.1000,475.5900,463.5900,465.9100,9859200,91071000.00
SZ399249,2001-10-19,465.1000,465.1000,445.6800,451.6200,21314600,195006000.00
SZ399249,2001-10-22,450.0000,451.2800,439.1200,440.1700,17493500,149336000.00
SZ399249,2001-10-23,466.4800,481.9200,464.9600,480.6300,45814100,484809984.00
SZ399249,2001-10-24,497.5400,498.3800,483.3800,492.7200,77597800,775688000.00
SZ399249,2001-10-25,490.6600,490.6600,479.4400,479.8300,32852200,320952000.00
SZ399249,2001-10-26,476.2400,479.6100,470.5700,478.8800,33560200,403344000.00
SZ399249,2001-10-29,479.4500,487.1000,479.4500,486.7900,26040500,258732000.00
SZ399249,2001-10-30,486.9300,487.8000,482.5000,483.4700,19879200,203788000.00
SZ399249,2001-10-31,482.0900,485.3000,475.4400,485.2000,20132700,196644000.00
SZ399249,2001-11-01,485.8900,491.4800,484.3000,489.4100,30153500,275803008.00
SZ399249,2001-11-02,488.5200,491.1900,485.1600,486.0600,20730300,196060992.00
SZ399249,2001-11-05,485.2100,485.8800,479.4900,481.5900,16465100,155167008.00
SZ399249,2001-11-06,480.8300,483.0200,478.4200,479.8400,18314600,176524992.00
SZ399249,2001-11-07,479.2800,479.5400,457.2500,457.5500,25897700,235683008.00
SZ399249,2001-11-08,452.0100,461.6200,447.5700,460.1300,19009500,173691008.00
SZ399249,2001-11-09,458.9000,469.9400,454.3900,468.2000,20803600,204930000.00
SZ399249,2001-11-12,468.8900,471.2600,465.6600,468.1300,17500900,166623008.00
SZ399249,2001-11-13,465.6900,467.3000,461.5200,464.6900,13008500,127539000.00
SZ399249,2001-11-14,464.4500,468.5600,464.3100,465.0500,11380200,116216000.00
SZ399249,2001-11-15,464.9100,468.2900,464.7200,467.4100,10484300,112694000.00
SZ399249,2001-11-16,492.9300,494.8800,472.8100,473.9700,33773300,326396000.00
SZ399249,2001-11-19,474.0700,480.2900,473.7500,480.1400,17409600,163783008.00
SZ399249,2001-11-20,481.0300,487.2200,481.0300,486.9100,29599800,286961984.00
SZ399249,2001-11-21,487.3300,489.3900,484.3800,489.3100,26413900,258348992.00
SZ399249,2001-11-22,489.5100,492.2700,486.9900,492.2000,36926800,393214016.00
SZ399249,2001-11-23,491.5400,492.3400,487.4000,490.2800,20081200,222170000.00
SZ399249,2001-11-26,489.5300,489.9600,486.7400,489.0900,20232000,218508000.00
SZ399249,2001-11-27,488.7700,495.2700,488.3200,495.0800,18012600,190878000.00
SZ399249,2001-11-28,495.6500,501.6700,495.6500,499.8300,33759300,361457984.00
SZ399249,2001-11-29,500.5900,504.5100,500.0200,503.1600,30840100,336680992.00
SZ399249,2001-11-30,503.3400,507.0400,503.1100,506.6100,26113900,272943008.00
SZ399249,2001-12-03,507.6100,511.5200,507.5600,509.9900,35565100,361518016.00
SZ399249,2001-12-04,509.7300,512.4700,507.0500,512.4000,36415000,387193984.00
SZ399249,2001-12-05,508.9300,510.2900,500.7800,500.7900,48648800,473816000.00
SZ399249,2001-12-06,499.1300,503.3400,498.6700,503.1300,31138700,342228992.00
SZ399249,2001-12-07,504.2600,506.6100,503.6400,505.0300,33069300,315696992.00
SZ399249,2001-12-10,504.8900,505.1200,500.6000,503.4700,18708500,186771008.00
SZ399249,2001-12-11,503.1800,504.4900,498.5300,499.5100,20249500,217566000.00
SZ399249,2001-12-12,498.6800,499.2100,494.4500,494.6100,21217200,224455008.00
SZ399249,2001-12-13,494.0800,495.6900,487.3400,487.6300,26988200,281288992.00
SZ399249,2001-12-14,486.7900,488.0800,480.8200,481.7100,26368800,278319008.00
SZ399249,2001-12-17,480.3300,482.6400,476.2700,476.5200,21048400,207148992.00
SZ399249,2001-12-18,476.2600,482.6700,474.7900,482.4700,11173800,124145000.00
SZ399249,2001-12-19,484.6900,485.1200,477.9100,478.5800,12729900,142134000.00
SZ399249,2001-12-20,477.8000,477.8000,465.9900,467.2800,17770900,191080992.00
SZ399249,2001-12-21,466.5600,470.3700,466.4800,470.1400,9595900,113058000.00
SZ399249,2001-12-24,470.6900,470.9600,460.4400,461.8900,12972300,138372000.00
SZ399249,2001-12-25,460.4500,462.5700,457.3000,461.7600,11135900,131511000.00
SZ399249,2001-12-26,461.3900,467.9200,459.3500,467.8800,12664100,163324000.00
SZ399249,2001-12-27,468.2800,469.7500,464.3700,465.7400,14736500,203954000.00
SZ399249,2001-12-28,464.6900,468.2000,463.9200,468.0800,15835300,216556000.00
SZ399249,2001-12-31,468.2800,470.5100,466.3200,468.9100,11002700,110077000.00
SZ399249,2002-01-04,468.2200,468.6000,461.2700,462.1600,12406400,120764000.00
SZ399249,2002-01-07,461.3400,461.3400,455.0300,457.8400,11600100,100829000.00
SZ399249,2002-01-08,457.6500,460.1600,453.1600,453.8100,10759800,106455000.00
SZ399249,2002-01-09,452.5900,452.6100,440.8100,442.2500,15430000,157204000.00
SZ399249,2002-01-10,440.2900,445.6900,430.8200,444.5100,18365400,168188000.00
SZ399249,2002-01-11,443.1400,443.1400,432.8400,433.6200,10568000,104119000.00
SZ399249,2002-01-14,429.7800,429.7800,417.3000,417.7200,20443600,185306000.00
SZ399249,2002-01-15,413.7900,418.7100,409.2800,409.8200,18264400,170652000.00
SZ399249,2002-01-16,409.1400,415.5300,405.3400,412.7900,16210900,140424000.00
SZ399249,2002-01-17,412.0200,412.0200,393.3900,394.0500,21815900,185200992.00
SZ399249,2002-01-18,390.8900,394.7200,380.7200,389.2600,23011200,172848000.00
SZ399249,2002-01-21,386.3600,386.3600,370.0100,371.1800,19855000,137784000.00
SZ399249,2002-01-22,367.0200,374.8000,361.8600,364.0200,28929000,203242000.00
SZ399249,2002-01-23,360.6700,384.6300,358.5000,384.4200,39933500,272351008.00
SZ399249,2002-01-24,383.8100,395.2400,375.6500,389.9200,76292800,447487008.00
SZ399249,2002-01-25,389.0700,395.5600,387.7500,393.7600,52622000,286401984.00
SZ399249,2002-01-28,391.6300,392.4400,371.7500,372.0400,60597900,332483008.00
SZ399249,2002-01-29,368.4100,382.3100,366.3900,382.0600,45034000,270246016.00
SZ399249,2002-01-30,382.3200,386.4000,380.5200,385.3600,42596600,253270000.00
SZ399249,2002-01-31,389.1500,408.9000,389.1500,406.6300,72564600,488656992.00
SZ399249,2002-02-01,407.7500,411.3500,404.0900,407.1500,57019900,391052000.00
SZ399249,2002-02-04,407.6600,415.9600,404.5300,415.5300,45493700,281643008.00
SZ399249,2002-02-05,417.6600,419.5700,413.5600,417.9800,45725100,317028992.00
SZ399249,2002-02-06,417.7600,417.9900,404.9600,405.5100,35611300,242482000.00
SZ399249,2002-02-07,404.7100,415.9500,404.6000,413.6700,46890300,285033984.00
SZ399249,2002-02-08,414.3300,417.0400,412.0800,412.4700,29186200,203052992.00
SZ399249,2002-02-25,421.1200,422.8200,418.8500,421.9900,39379800,267578000.00
SZ399249,2002-02-26,422.3300,426.3100,420.0400,426.1000,50697800,371200000.00
SZ399249,2002-02-27,426.1600,429.6200,424.4800,427.6200,30118100,233599008.00
