代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
sz399695,2017-04-28,3198.3400,3237.3400,3193.7900,3230.9500,1438291600,23974221824.00
sz399695,2017-05-02,3232.3700,3262.9800,3223.5800,3262.9800,1412639200,24663154688.00
sz399695,2017-05-03,3266.5400,3279.0000,3232.4400,3247.7100,1463184600,25981257728.00
sz399695,2017-05-04,3238.3200,3301.1400,3227.9100,3247.6500,1673845900,28137547776.00
sz399695,2017-05-05,3243.9600,3252.0500,3202.9900,3202.9900,1520395200,22946037760.00
sz399695,2017-05-08,3195.6800,3208.9400,3121.4700,3121.4700,1384635000,21213339648.00
sz399695,2017-05-09,3103.4200,3137.2200,3077.4700,3132.9900,1109699600,17161316352.00
sz399695,2017-05-10,3134.8300,3148.7200,3050.8500,3050.8500,1233049300,19413422080.00
sz399695,2017-05-11,3035.2300,3055.0500,2959.7900,3054.9800,1366807800,21156816896.00
sz399695,2017-05-12,3044.5700,3073.8900,3017.2300,3061.6500,1110371900,18980384768.00
sz399695,2017-05-15,3062.1600,3085.0400,3061.8900,3067.8800,1085553000,17479208960.00
sz399695,2017-05-16,3063.4500,3180.0700,3050.5900,3180.0700,1603177000,28815400960.00
sz399695,2017-05-17,3192.9100,3203.6000,3180.6100,3186.6800,1609096800,28618641408.00
sz399695,2017-05-18,3157.6300,3206.1200,3154.2900,3163.7800,1450526900,26495324160.00
sz399695,2017-05-19,3159.4100,3166.6700,3125.9600,3151.3300,1239410700,21424056320.00
sz399695,2017-05-22,3136.7700,3153.2900,3080.0000,3090.3700,1171181600,18563653632.00
sz399695,2017-05-23,3077.5000,3088.1100,2989.9300,2990.6800,1326332600,20777934848.00
sz399695,2017-05-24,2974.8500,3031.2800,2942.8700,3031.2800,1189333100,18650286080.00
sz399695,2017-05-25,3019.7300,3053.4000,2963.4000,3041.4300,1455475300,22724026368.00
sz399695,2017-05-26,3034.3100,3066.8200,3022.3600,3024.4900,1469663800,22442670080.00
sz399695,2017-05-31,3057.3600,3066.9200,3006.5300,3007.7700,1221749700,18770882560.00
sz399695,2017-06-01,2992.8300,2996.1200,2907.0600,2907.0600,1213837200,18027952128.00
sz399695,2017-06-02,2897.9600,2958.6000,2876.7000,2949.1700,1149625400,16313375744.00
sz399695,2017-06-05,2950.0500,2994.4500,2950.0500,2988.3100,1039856900,16185307136.00
sz399695,2017-06-06,2985.3500,2998.0700,2973.9800,2992.8300,1025720500,15710926848.00
sz399695,2017-06-07,2990.3800,3068.6500,2989.6000,3066.4600,1480468000,22020476928.00
sz399695,2017-06-08,3064.1400,3078.1200,3054.3800,3062.1800,1336536100,19965204480.00
sz399695,2017-06-09,3058.7200,3067.1000,3026.6400,3063.3400,1114572700,16559847424.00
sz399695,2017-06-12,3044.0400,3052.9900,3013.0700,3015.4600,1024416000,14914535424.00
sz399695,2017-06-13,3011.5200,3086.3500,3010.2500,3084.7500,1316285400,20440743936.00
sz399695,2017-06-14,3085.4600,3098.7800,3070.8300,3079.6700,1427272300,22013106176.00
sz399695,2017-06-15,3073.4900,3116.4200,3072.9000,3105.8700,1231353400,17498146816.00
sz399695,2017-06-16,3103.5700,3120.1000,3097.8500,3103.2400,1276672500,19295203328.00
sz399695,2017-06-19,3099.7600,3114.1400,3094.6300,3114.1400,995277600,15062276096.00
sz399695,2017-06-20,3123.2700,3161.6600,3123.2700,3147.4300,1463748600,23017771008.00
sz399695,2017-06-21,3148.4600,3154.4000,3125.7500,3153.3700,1144337700,16958319616.00
sz399695,2017-06-22,3150.4400,3162.6300,3087.8100,3087.8100,1425119300,21748762624.00
sz399695,2017-06-23,3079.2800,3102.7400,3040.0500,3102.7400,1343108000,19733370880.00
sz399695,2017-06-26,3100.3300,3144.8100,3095.3500,3144.8100,1277211800,20881371136.00
sz399695,2017-06-27,3140.5600,3149.3800,3122.6800,3131.5600,1015905300,16009963520.00
sz399695,2017-06-28,3126.9200,3126.9200,3104.0800,3115.6900,1051640300,15161689088.00
sz399695,2017-06-29,3121.3700,3137.5600,3120.5700,3129.5500,887893600,13278031872.00
sz399695,2017-06-30,3123.9900,3151.1100,3115.1200,3149.3000,1238030600,17099280384.00
sz399695,2017-07-03,3152.4300,3183.4300,3152.2500,3183.4300,1225316300,17537464320.00
sz399695,2017-07-04,3186.0100,3197.4000,3177.6400,3184.2000,1282168100,19229124608.00
sz399695,2017-07-05,3180.5200,3211.5300,3174.5700,3211.5300,1473288700,21599598592.00
sz399695,2017-07-06,3213.4800,3257.8500,3210.8200,3241.3900,1995620400,29462452224.00
sz399695,2017-07-07,3237.4800,3258.5700,3229.3200,3257.3800,1842778000,25757257728.00
sz399695,2017-07-10,3257.1000,3257.1000,3222.4600,3227.6100,1755920800,24516196352.00
sz399695,2017-07-11,3209.7900,3216.2800,3152.3200,3153.0600,1452230200,20168200192.00
sz399695,2017-07-12,3148.9700,3175.9300,3119.2200,3175.9300,1484271800,22735554560.00
sz399695,2017-07-13,3177.4200,3177.4200,3140.2500,3150.7500,1410119900,21188872192.00
sz399695,2017-07-14,3144.9600,3157.5600,3126.2600,3133.2100,1538279800,23467700224.00
sz399695,2017-07-17,3121.4900,3121.4900,2954.1800,2954.1800,1983536800,27063836672.00
sz399695,2017-07-18,2940.9900,2974.0100,2918.8000,2973.3400,1181906300,16281037824.00
sz399695,2017-07-19,2967.5800,3007.3000,2954.8700,3006.6600,1426590800,19501424640.00
sz399695,2017-07-20,3003.8600,3058.2600,3001.3300,3036.0300,1684840800,23239962624.00
sz399695,2017-07-21,3025.5300,3051.3900,3022.7400,3038.9100,1436072500,21610352640.00
sz399695,2017-07-24,3033.6900,3050.0700,3021.3000,3046.3200,1479190200,22977288192.00
sz399695,2017-07-25,3038.3700,3055.9100,3022.9700,3046.4300,1646392400,21369128960.00
sz399695,2017-07-26,3047.3900,3051.8500,3022.0400,3051.7500,1745212800,23155220480.00
sz399695,2017-07-27,3041.1600,3094.2900,3024.7500,3089.7400,1800534000,24740476928.00
sz399695,2017-07-28,3079.2800,3110.0400,3077.7100,3097.2400,1825805600,25472358400.00
sz399695,2017-07-31,3095.4600,3116.1600,3089.2800,3115.9900,1945212000,26192580608.00
sz399695,2017-08-01,3114.9600,3140.5200,3105.8300,3126.4700,1830173600,26936471552.00
sz399695,2017-08-02,3130.2900,3135.0400,3103.0800,3116.3600,2040538800,30320558080.00
sz399695,2017-08-03,3105.8800,3141.9000,3103.0600,3116.5000,1654802400,22383867904.00
sz399695,2017-08-04,3112.1300,3117.7200,3082.2600,3082.2600,1653623200,23000107008.00
sz399695,2017-08-07,3076.7800,3113.9600,3076.7800,3113.9600,1296266500,17461176320.00
sz399695,2017-08-08,3113.6700,3124.3000,3103.7400,3112.0200,1420295100,19164008448.00
sz399695,2017-08-09,3105.4700,3128.7500,3101.3500,3127.2900,1441287400,19854393344.00
sz399695,2017-08-10,3125.3100,3133.0100,3079.0900,3094.1200,1469673600,20448708608.00
sz399695,2017-08-11,3075.3400,3092.4700,3046.6100,3052.7000,1502760900,21115297792.00
sz399695,2017-08-14,3060.8700,3137.6200,3060.8700,3137.6200,1527969200,23774533632.00
sz399695,2017-08-15,3141.0000,3155.0100,3133.3800,3155.0100,1645356500,23107719168.00
sz399695,2017-08-16,3149.8000,3167.3100,3132.5800,3162.2300,1563905300,21336827904.00
sz399695,2017-08-17,3159.4800,3178.4400,3148.5800,3177.6600,1501848200,21080719360.00
sz399695,2017-08-18,3156.4100,3183.5700,3148.8600,3159.6400,1463443000,20855730176.00
sz399695,2017-08-21,3159.2100,3185.0900,3159.2100,3185.0900,1489684800,19571644416.00
sz399695,2017-08-22,3180.4000,3184.3100,3159.2000,3165.4500,1538649700,22555174912.00
sz399695,2017-08-23,3161.8000,3182.6500,3160.9000,3166.6900,1391825400,19261065216.00
sz399695,2017-08-24,3172.7200,3182.9100,3153.8600,3163.5900,1403549400,20802179072.00
sz399695,2017-08-25,3155.6100,3186.3700,3151.1900,3182.7800,1300847000,19440547840.00
sz399695,2017-08-28,3182.0100,3229.2000,3182.0100,3223.5100,1607708900,25216294912.00
sz399695,2017-08-29,3218.8100,3229.5100,3206.6900,3214.1600,1640568200,23874551808.00
sz399695,2017-08-30,3212.9200,3224.1300,3209.7200,3218.2800,1472044200,21519493120.00
sz399695,2017-08-31,3218.5000,3231.9400,3213.8900,3231.9400,1653062700,23936172032.00
sz399695,2017-09-01,3232.3800,3255.4500,3225.3000,3255.4500,1667556200,25364029440.00
sz399695,2017-09-04,3254.3900,3292.7300,3249.0500,3289.0100,1841012400,29012475904.00
sz399695,2017-09-05,3285.7500,3306.5700,3270.3000,3304.9600,1766590000,29153837056.00
sz399695,2017-09-06,3298.4100,3346.9100,3293.1900,3330.7900,2325027200,38925168640.00
sz399695,2017-09-07,3333.8000,3348.3000,3314.2900,3318.0900,2118548000,34356891648.00
