代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SH000857,2015-12-03,14155.8800,14490.1600,14153.6300,14490.1600,486690700,11251542016.00
SH000857,2015-12-04,14460.6400,14626.0500,14341.6400,14434.0600,536748700,12641290240.00
SH000857,2015-12-07,14472.2000,14701.0100,14360.0400,14701.0100,547697700,12966627328.00
SH000857,2015-12-08,14634.8600,14634.8600,14312.5700,14336.3400,587824700,12996794368.00
SH000857,2015-12-09,14286.3600,14369.3400,14156.1800,14241.3000,458919900,10537868288.00
SH000857,2015-12-10,14257.9000,14415.0100,14256.3500,14306.7600,488622700,11214026752.00
SH000857,2015-12-11,14250.5800,14257.5900,14111.1200,14136.8900,384483700,8820791296.00
SH000857,2015-12-14,14049.4000,14380.1800,14014.7000,14380.1800,410302000,9196390400.00
SH000857,2015-12-15,14432.6200,14649.2100,14428.4300,14559.8000,533158300,12317758464.00
SH000857,2015-12-16,14599.3400,14740.5200,14589.6900,14653.7400,550416400,11664116736.00
SH000857,2015-12-17,14735.5200,14937.5900,14735.5200,14937.5900,716213500,15464313856.00
SH000857,2015-12-18,14946.9400,15178.7700,14928.4000,15132.1000,781119700,19135135744.00
SH000857,2015-12-21,15194.7000,15481.9700,15182.7000,15456.6000,905533300,22277044224.00
SH000857,2015-12-22,15499.4300,15536.2100,15280.9400,15472.4200,689683400,17296953344.00
SH000857,2015-12-23,15482.1600,15787.2800,15433.0900,15472.3200,819358800,20034865152.00
SH000857,2015-12-24,15448.7900,15509.8500,15170.1100,15479.0900,603020500,15027617792.00
SH000857,2015-12-25,15476.6100,15635.1700,15468.1300,15601.2400,572711800,13999261696.00
SH000857,2015-12-28,15651.8700,15703.0300,15122.6200,15123.5500,690443800,16684457984.00
SH000857,2015-12-29,15090.2400,15222.2900,14968.8800,15222.2900,453806700,11384705024.00
SH000857,2015-12-30,15249.4000,15361.7900,15187.0400,15341.5500,483452100,11311796224.00
SH000857,2015-12-31,15363.3000,15439.1500,15106.8000,15113.7700,441942200,10599488512.00
SH000857,2016-01-04,15091.7000,15092.7100,13741.5000,13750.2000,458727200,10604963840.00
SH000857,2016-01-05,13147.9700,13884.6900,12964.7100,13516.5000,726289300,15275982848.00
SH000857,2016-01-06,13586.4300,13775.0000,13414.3500,13770.1500,484732600,10736900096.00
SH000857,2016-01-07,13509.2200,13510.9200,12491.1100,12511.4000,141973200,2913885440.00
