代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元)
SH000128,2004-01-02,998.5100,1005.3500,998.5100,1005.3500,318677400,2619889408.00
SH000128,2004-01-05,1005.7800,1013.8200,1001.6500,1013.8200,509888100,4043985152.00
SH000128,2004-01-06,1012.5600,1013.7500,1002.5800,1011.4000,547574200,4336777728.00
SH000128,2004-01-07,1010.3000,1022.2600,1010.3000,1022.2600,574657800,4514618880.00
SH000128,2004-01-08,1023.5500,1042.8600,1022.9400,1042.8600,694834600,5730685952.00
SH000128,2004-01-09,1044.6800,1048.1500,1031.7500,1032.1400,682218000,5590857728.00
SH000128,2004-01-12,1036.3300,1046.4100,1029.2700,1046.4100,477448100,3953842176.00
SH000128,2004-01-13,1049.0100,1060.3400,1049.0100,1060.3400,626728800,5183756288.00
SH000128,2004-01-14,1061.3700,1061.3700,1050.7000,1058.1700,514238000,4179425024.00
SH000128,2004-01-15,1059.2400,1061.6300,1052.7500,1056.8300,482687600,3984445184.00
SH000128,2004-01-16,1057.2700,1069.8900,1055.7100,1069.2600,536404600,4517493760.00
SH000128,2004-01-29,1073.9500,1103.1600,1073.9500,1103.1600,572369600,4899826688.00
SH000128,2004-01-30,1099.4300,1108.1300,1088.6500,1088.6600,657560500,5614072320.00
SH000128,2004-02-02,1104.4800,1114.5200,1088.8100,1114.5200,814133300,6725826560.00
SH000128,2004-02-03,1109.8000,1129.1100,1109.8000,1129.1100,781104100,6457980928.00
SH000128,2004-02-04,1131.0500,1151.0600,1130.6000,1151.0600,887810600,7547018240.00
SH000128,2004-02-05,1148.7500,1163.5800,1147.1100,1163.5800,922177800,7647087104.00
SH000128,2004-02-06,1147.7000,1164.2800,1147.7000,1149.2400,862531000,7178777600.00
SH000128,2004-02-09,1157.9800,1173.4000,1156.3300,1173.4000,694185300,6032290304.00
SH000128,2004-02-10,1176.4100,1179.2100,1167.0900,1172.0100,748549400,6347639808.00
SH000128,2004-02-11,1172.5400,1172.5400,1161.3700,1172.4100,671259600,5682870272.00
SH000128,2004-02-12,1177.3200,1184.5700,1174.6400,1180.5500,714806600,6092049408.00
SH000128,2004-02-13,1181.4000,1182.2100,1165.6800,1165.7600,618357900,5502883840.00
SH000128,2004-02-16,1171.1600,1191.8100,1171.1600,1191.8100,650119400,5937149952.00
SH000128,2004-02-17,1194.5700,1207.0000,1192.0400,1207.0000,879676400,7975808512.00
SH000128,2004-02-18,1205.5400,1213.9700,1202.6600,1213.9700,827512500,7481684480.00
SH000128,2004-02-19,1216.9500,1219.4300,1210.9200,1218.3000,801100200,7241314304.00
SH000128,2004-02-20,1218.1400,1224.9300,1209.4100,1224.9300,696238600,6306057216.00
SH000128,2004-02-23,1229.9600,1231.1700,1202.3300,1202.5000,841067500,7512039424.00
SH000128,2004-02-24,1194.8700,1196.9600,1172.1900,1191.5000,780286000,6747465216.00
SH000128,2004-02-25,1197.9400,1204.0600,1163.0300,1163.3400,661171300,5802783744.00
SH000128,2004-02-26,1162.8100,1162.8100,1145.0300,1155.0400,548318300,4680879616.00
SH000128,2004-02-27,1160.0900,1175.6700,1157.6200,1175.6700,504458300,4591023104.00
SH000128,2004-03-01,1173.3400,1192.4800,1169.9000,1192.4800,579116400,5254194176.00
SH000128,2004-03-02,1193.8200,1197.5900,1182.8700,1192.3700,588544900,5102660608.00
SH000128,2004-03-03,1188.7100,1192.4200,1168.7700,1173.3700,520385500,4512780288.00
SH000128,2004-03-04,1170.7100,1183.1700,1161.8600,1182.6800,531551200,4504692736.00
SH000128,2004-03-05,1183.3300,1186.5300,1177.0500,1177.1600,503173100,4404033536.00
SH000128,2004-03-08,1172.1100,1174.6800,1148.1400,1148.1800,421528800,3624585472.00
SH000128,2004-03-09,1145.8400,1152.4200,1136.0400,1136.3800,369299100,3234969088.00
SH000128,2004-03-10,1136.7600,1161.0700,1136.7600,1161.0700,339160000,2931195136.00
SH000128,2004-03-11,1158.7400,1175.9400,1158.7400,1173.3700,471930500,4110308352.00
SH000128,2004-03-12,1174.3400,1175.0300,1164.8800,1170.5400,388529000,3361836800.00
SH000128,2004-03-15,1172.2400,1190.8500,1172.2400,1190.8500,579503400,5159684096.00
SH000128,2004-03-16,1192.2200,1198.5300,1187.2300,1198.5300,521853800,4676852224.00
SH000128,2004-03-17,1196.3900,1202.4400,1189.8100,1200.7300,502577500,4499719168.00
SH000128,2004-03-18,1201.8300,1203.9800,1184.0800,1184.4200,538480600,4705886208.00
SH000128,2004-03-19,1188.9300,1203.5200,1182.9200,1203.5200,484812300,4219103744.00
SH000128,2004-03-22,1200.5700,1210.7900,1200.5700,1210.7900,512076400,4531613696.00
SH000128,2004-03-23,1206.3000,1213.8800,1200.4700,1211.6200,553483300,4860163072.00
SH000128,2004-03-24,1209.6500,1216.0100,1203.5200,1209.0000,544132600,4788036608.00
SH000128,2004-03-25,1211.2900,1213.1400,1202.0400,1209.8000,498010600,4451977216.00
SH000128,2004-03-26,1211.8700,1212.8700,1203.4700,1211.3100,480356200,4363239936.00
SH000128,2004-03-29,1211.2600,1213.7400,1202.0400,1202.6500,499893300,4606577152.00
SH000128,2004-03-30,1204.8100,1205.2000,1194.3100,1205.2000,430807400,4060395008.00
SH000128,2004-03-31,1209.1200,1219.4500,1207.9700,1219.4500,539214700,4968890368.00
SH000128,2004-04-01,1219.1700,1228.7100,1218.2900,1228.7100,543045500,5023322624.00
SH000128,2004-04-02,1230.5200,1239.4000,1230.5200,1239.4000,689420000,6479668736.00
SH000128,2004-04-05,1242.8300,1253.4000,1240.1500,1253.4000,796905600,7814313984.00
SH000128,2004-04-06,1254.3000,1266.2100,1250.3900,1266.2100,790563100,7770147328.00
SH000128,2004-04-07,1265.5100,1268.4400,1260.7600,1265.4700,736925900,7037572608.00
SH000128,2004-04-08,1265.1400,1267.8400,1260.1700,1265.0700,709210400,6971208704.00
SH000128,2004-04-09,1268.3400,1268.3400,1229.1400,1233.8800,788157000,7876075520.00
SH000128,2004-04-12,1227.8800,1243.9800,1222.2200,1240.3900,624886400,5892077056.00
SH000128,2004-04-13,1241.5200,1250.1600,1234.0000,1238.3500,677152200,6371108352.00
SH000128,2004-04-14,1239.7100,1239.7100,1208.1500,1218.9700,694262200,6330006528.00
SH000128,2004-04-15,1223.2700,1223.2700,1201.7200,1202.9200,508137800,4620242432.00
SH000128,2004-04-16,1208.1700,1208.1700,1175.5400,1204.2500,588703700,5194130432.00
SH000128,2004-04-19,1201.4100,1208.1600,1193.3600,1196.2900,413873900,3814686208.00
SH000128,2004-04-20,1195.5600,1199.6600,1184.7600,1191.2000,357353500,3389380096.00
SH000128,2004-04-21,1190.6600,1196.9700,1180.2100,1183.5900,369792400,3418180608.00
SH000128,2004-04-22,1184.9100,1191.4500,1179.3000,1191.4500,307083500,2832821504.00
SH000128,2004-04-23,1187.0000,1188.0900,1169.1900,1169.5900,328326700,2950873088.00
SH000128,2004-04-26,1168.7500,1172.9100,1157.4200,1164.7900,299850500,2722866176.00
SH000128,2004-04-27,1164.8600,1168.0600,1147.5500,1147.8400,342717200,3043688448.00
SH000128,2004-04-28,1143.1800,1151.5800,1135.4300,1146.7800,316358700,2778727936.00
SH000128,2004-04-29,1144.8300,1149.3500,1123.5400,1124.0000,334347800,2958291968.00
SH000128,2004-04-30,1123.9300,1132.9400,1113.5000,1124.9400,275287100,2415302912.00
SH000128,2004-05-10,1127.1200,1127.1200,1103.8100,1104.7100,177651100,1496314368.00
SH000128,2004-05-11,1103.9200,1109.0400,1094.1800,1105.4600,179176000,1536702720.00
SH000128,2004-05-12,1105.2100,1133.7900,1105.2100,1133.7900,277497000,2366517760.00
SH000128,2004-05-13,1128.7000,1130.5600,1125.0300,1129.7400,266197100,2337499648.00
SH000128,2004-05-14,1126.7800,1126.7800,1106.8000,1110.0000,235976000,1987915520.00
SH000128,2004-05-17,1107.9200,1110.2600,1099.4200,1103.2000,179896300,1479673088.00
SH000128,2004-05-18,1108.7400,1119.6400,1100.9800,1119.6400,240979300,1993490304.00
SH000128,2004-05-19,1118.9800,1130.2600,1117.2200,1123.6400,322682900,2603582208.00
SH000128,2004-05-20,1122.8600,1128.5000,1111.5800,1115.7600,263846300,2122481280.00
SH000128,2004-05-21,1115.4400,1117.1200,1107.1800,1116.8200,238197300,1966313472.00
SH000128,2004-05-24,1116.4300,1117.2500,1105.9700,1107.2800,227743100,1859240960.00
SH000128,2004-05-25,1101.6800,1101.6800,1077.2700,1077.3900,255453400,2025221632.00
SH000128,2004-05-26,1075.2100,1081.1500,1068.8500,1076.2800,203570500,1599785472.00
SH000128,2004-05-27,1075.8900,1098.3700,1072.0400,1098.3100,309056300,2469807104.00
SH000128,2004-05-28,1097.8200,1101.1400,1091.4800,1093.9400,243759300,2002492672.00
SH000128,2004-05-31,1094.1900,1096.1600,1088.6300,1096.1600,194012800,1574948992.00
SH000128,2004-06-01,1097.0700,1114.6600,1095.5900,1114.6600,349233700,3008449024.00
SH000128,2004-06-02,1114.6900,1114.6900,1105.4100,1108.9400,344456100,2886142976.00
SH000128,2004-06-03,1105.9400,1105.9400,1088.9500,1089.3000,278207700,2263264512.00
SH000128,2004-06-04,1088.1700,1093.4500,1084.5300,1091.3000,267548900,2146985088.00
SH000128,2004-06-07,1085.6100,1085.6100,1069.9000,1074.3500,228287200,1792049024.00
SH000128,2004-06-08,1073.2600,1074.5300,1060.1900,1062.1000,210765500,1657762176.00
SH000128,2004-06-09,1061.1500,1062.6700,1033.3000,1033.9000,271190900,2085092352.00
SH000128,2004-06-10,1033.9800,1035.2000,1023.9400,1029.7700,237417900,1778997632.00
SH000128,2004-06-11,1030.9200,1050.1600,1029.6800,1031.5400,229330700,1780075520.00
SH000128,2004-06-14,1024.6400,1024.6400,999.7000,1003.8000,221491300,1593172864.00
SH000128,2004-06-15,1006.6700,1020.4500,999.6800,1020.2100,208948400,1505576192.00
SH000128,2004-06-16,1015.4700,1032.5900,1011.8200,1023.5500,217093700,1560893952.00
SH000128,2004-06-17,1022.7600,1025.3000,1004.0200,1005.4500,214686100,1527804288.00
SH000128,2004-06-18,1003.0500,1004.8000,991.6900,998.6600,198469100,1424548864.00
SH000128,2004-06-21,995.5600,1009.4700,995.5600,1009.4700,174391800,1243558400.00
SH000128,2004-06-22,1010.4600,1022.7100,1008.0200,1020.1500,290645800,2163787264.00
SH000128,2004-06-23,1016.0900,1016.0900,1003.9000,1012.3900,203400000,1528013824.00
SH000128,2004-06-24,1012.4400,1016.8000,1006.7100,1006.7700,239971200,1778263552.00
SH000128,2004-06-25,1001.9900,1007.0000,984.5500,984.5500,226969100,1625046272.00
SH000128,2004-06-28,978.0200,979.0400,964.6800,967.3000,183980500,1286932992.00
SH000128,2004-06-29,970.3200,977.7400,958.8000,977.7400,226442800,1548254080.00
SH000128,2004-06-30,975.5100,977.2900,965.6200,966.8900,175902400,1213901312.00
SH000128,2004-07-01,965.6400,995.1500,965.6400,995.1500,351241200,2363474688.00
SH000128,2004-07-02,995.3000,996.2900,986.6800,994.6300,288050200,1965402752.00
SH000128,2004-07-05,989.9700,993.3800,985.0800,993.3800,197015900,1350660096.00
SH000128,2004-07-06,994.4200,1005.4600,994.4100,998.8200,304046500,2154567680.00
SH000128,2004-07-07,998.5300,998.5300,985.9900,988.4800,218000400,1509126784.00
SH000128,2004-07-08,986.0900,989.1200,981.4100,989.1200,200642700,1416421376.00
SH000128,2004-07-09,990.6500,994.8000,982.8900,983.1700,204924900,1439057920.00
SH000128,2004-07-12,974.9200,974.9200,956.1700,958.6500,228156300,1548639232.00
SH000128,2004-07-13,959.2000,961.3500,954.4600,959.7400,178018600,1226867456.00
