市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IF1407,2014-05-19,2119.0000,2125.0000,2080.0000,2088.8000,2856.00,8824.00,5544538440.00,2092.4000,2133.6000,-44.8000,-41.2000
SF,IF1407,2014-05-20,2104.8000,2108.0000,2086.0000,2087.4000,3635.00,5009.00,3152407440.00,2088.6000,2092.4000,-5.0000,-3.8000
SF,IF1407,2014-05-21,2084.8000,2116.0000,2071.8000,2109.0000,4423.00,8159.00,5133493140.00,2110.4000,2088.6000,20.4000,21.8000
SF,IF1407,2014-05-22,2115.0000,2143.4000,2102.0000,2103.0000,6152.00,10383.00,6607621380.00,2105.8000,2110.4000,-7.4000,-4.6000
SF,IF1407,2014-05-23,2106.8000,2132.2000,2104.6000,2131.0000,5941.00,7592.00,4822356780.00,2125.4000,2105.8000,25.2000,19.6000
SF,IF1407,2014-05-26,2135.0000,2154.8000,2126.0000,2137.6000,8044.00,10375.00,6664944840.00,2134.8000,2125.4000,12.2000,9.4000
SF,IF1407,2014-05-27,2145.0000,2145.0000,2129.2000,2133.2000,10599.00,9597.00,6150747720.00,2132.6000,2134.8000,-1.6000,-2.2000
SF,IF1407,2014-05-28,2134.8000,2164.0000,2117.0000,2163.8000,11622.00,12340.00,7922043480.00,2153.0000,2132.6000,31.2000,20.4000
SF,IF1407,2014-05-29,2163.0000,2168.0000,2140.4000,2143.8000,13876.00,11023.00,7120539540.00,2144.2000,2153.0000,-9.2000,-8.8000
SF,IF1407,2014-05-30,2144.2000,2155.0000,2134.0000,2138.2000,15473.00,14516.00,9338540400.00,2141.6000,2144.2000,-6.0000,-2.6000
SF,IF1407,2014-06-03,2145.0000,2152.8000,2130.0000,2130.6000,18568.00,13677.00,8792873400.00,2134.6000,2141.6000,-11.0000,-7.0000
SF,IF1407,2014-06-04,2131.0000,2133.4000,2104.0000,2116.0000,21053.00,14874.00,9442732080.00,2112.6000,2134.6000,-18.6000,-22.0000
SF,IF1407,2014-06-05,2114.2000,2144.6000,2111.2000,2139.4000,21469.00,16840.00,10732737660.00,2134.6000,2112.6000,26.8000,22.0000
SF,IF1407,2014-06-06,2143.0000,2143.8000,2105.0000,2116.6000,24328.00,27175.00,17290419720.00,2119.0000,2134.6000,-18.0000,-15.6000
SF,IF1407,2014-06-09,2118.6000,2143.8000,2108.0000,2120.6000,27465.00,34889.00,22242835200.00,2118.6000,2119.0000,1.6000,-0.4000
SF,IF1407,2014-06-10,2120.8000,2151.0000,2119.0000,2149.8000,30790.00,48751.00,31248920760.00,2147.2000,2118.6000,31.2000,28.6000
SF,IF1407,2014-06-11,2144.8000,2150.0000,2138.0000,2144.8000,35792.00,35371.00,22755346620.00,2146.8000,2147.2000,-2.4000,-0.4000
SF,IF1407,2014-06-12,2146.0000,2151.0000,2140.0000,2142.2000,37765.00,27816.00,17894423760.00,2142.8000,2146.8000,-4.6000,-4.0000
SF,IF1407,2014-06-13,2141.0000,2177.8000,2125.0000,2171.2000,47774.00,80323.00,52072340340.00,2170.0000,2142.8000,28.4000,27.2000
SF,IF1407,2014-06-16,2175.4000,2192.2000,2169.6000,2181.4000,60402.00,91142.00,59617238520.00,2185.8000,2170.0000,11.4000,15.8000
SF,IF1407,2014-06-17,2181.2000,2182.8000,2166.0000,2167.4000,73918.00,95931.00,62520698100.00,2168.4000,2185.8000,-18.4000,-17.4000
SF,IF1407,2014-06-18,2167.0000,2176.4000,2157.8000,2159.6000,92972.00,227203.00,147670117320.00,2161.0000,2168.4000,-8.8000,-7.4000
SF,IF1407,2014-06-19,2162.2000,2165.0000,2117.6000,2130.6000,112320.00,526320.00,338314063260.00,2126.2000,2161.0000,-30.4000,-34.8000
SF,IF1407,2014-06-20,2131.2000,2139.8000,2123.6000,2132.8000,121944.00,543607.00,347904813480.00,2133.4000,2126.2000,6.6000,7.2000
SF,IF1407,2014-06-23,2135.2000,2148.8000,2122.0000,2123.2000,122399.00,585486.00,374906484480.00,2125.0000,2133.4000,-10.2000,-8.4000
SF,IF1407,2014-06-24,2120.0000,2139.6000,2120.0000,2132.2000,116978.00,566466.00,362141924580.00,2134.6000,2125.0000,7.2000,9.6000
SF,IF1407,2014-06-25,2130.8000,2133.8000,2115.0000,2126.0000,118006.00,545547.00,347567132100.00,2124.4000,2134.6000,-8.6000,-10.2000
SF,IF1407,2014-06-26,2128.0000,2146.6000,2127.8000,2135.6000,115555.00,619285.00,397454462460.00,2137.6000,2124.4000,11.2000,13.2000
SF,IF1407,2014-06-27,2135.8000,2155.6000,2128.0000,2142.4000,109779.00,581199.00,373078481400.00,2143.2000,2137.6000,4.8000,5.6000
SF,IF1407,2014-06-30,2144.0000,2166.0000,2143.8000,2154.2000,109027.00,594740.00,384699899280.00,2153.8000,2143.2000,11.0000,10.6000
SF,IF1407,2014-07-01,2157.8000,2170.0000,2145.8000,2156.2000,110351.00,517229.00,334382430900.00,2153.4000,2153.8000,2.4000,-0.4000
SF,IF1407,2014-07-02,2158.0000,2165.2000,2143.0000,2163.2000,111103.00,616513.00,398694925560.00,2159.8000,2153.4000,9.8000,6.4000
SF,IF1407,2014-07-03,2166.4000,2179.4000,2157.6000,2167.4000,109238.00,645564.00,419879029980.00,2168.0000,2159.8000,7.6000,8.2000
SF,IF1407,2014-07-04,2170.4000,2173.0000,2160.8000,2166.6000,103236.00,463522.00,301250461380.00,2166.6000,2168.0000,-1.4000,-1.4000
SF,IF1407,2014-07-07,2167.0000,2174.4000,2158.0000,2163.2000,104612.00,475802.00,309060381540.00,2164.0000,2166.6000,-3.4000,-2.6000
SF,IF1407,2014-07-08,2163.0000,2168.8000,2151.0000,2167.0000,103984.00,532650.00,345305075280.00,2165.6000,2164.0000,3.0000,1.6000
SF,IF1407,2014-07-09,2165.6000,2167.8000,2131.6000,2132.2000,107269.00,561916.00,362855182860.00,2137.8000,2165.6000,-33.4000,-27.8000
SF,IF1407,2014-07-10,2133.8000,2141.0000,2129.0000,2133.2000,104980.00,379760.00,243356235540.00,2134.2000,2137.8000,-4.6000,-3.6000
SF,IF1407,2014-07-11,2131.6000,2151.0000,2131.6000,2138.0000,94060.00,547920.00,352185907140.00,2138.8000,2134.2000,3.8000,4.6000
SF,IF1407,2014-07-14,2141.0000,2166.0000,2138.4000,2162.4000,82564.00,528418.00,341265487320.00,2162.6000,2138.8000,23.6000,23.8000
SF,IF1407,2014-07-15,2165.0000,2169.0000,2158.0000,2163.0000,71207.00,416981.00,270675006300.00,2163.4000,2162.6000,0.4000,0.8000
SF,IF1407,2014-07-16,2164.0000,2174.8000,2161.6000,2163.4000,56565.00,435423.00,283087357140.00,2164.0000,2163.4000,0.0000,0.6000
SF,IF1407,2014-07-17,2163.0000,2165.0000,2143.4000,2155.8000,28915.00,264433.00,170818816500.00,2151.0000,2164.0000,-8.2000,-13.0000
SF,IF1407,2014-07-18,2149.2000,2172.0000,2148.0000,2167.4000,0.00,86195.00,55899813000.00,2167.2100,2151.0000,16.4000,16.2100
