市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IH2001,2019-11-18,2951.0000,2989.6000,2950.0000,2979.4000,141.00,145.00,129013500.00,2982.4000,2961.8000,17.6000,20.6000
SF,IH2001,2019-11-19,2974.8000,3000.0000,2974.8000,2999.6000,266.00,299.00,268138320.00,2994.0000,2982.4000,17.2000,11.6000
SF,IH2001,2019-11-20,2992.2000,2994.8000,2957.8000,2966.8000,440.00,445.00,397611480.00,2965.6000,2994.0000,-27.2000,-28.4000
SF,IH2001,2019-11-21,2951.0000,2957.4000,2936.6000,2946.4000,666.00,523.00,462470040.00,2946.4000,2965.6000,-19.2000,-19.2000
SF,IH2001,2019-11-22,2956.4000,2968.2000,2908.2000,2915.8000,847.00,838.00,738872460.00,2919.0000,2946.4000,-30.6000,-27.4000
SF,IH2001,2019-11-25,2926.4000,2946.8000,2922.6000,2945.6000,854.00,390.00,343560240.00,2941.2000,2919.0000,26.6000,22.2000
SF,IH2001,2019-11-26,2955.4000,2959.2000,2937.8000,2941.2000,954.00,440.00,389049060.00,2947.0000,2941.2000,0.0000,5.8000
SF,IH2001,2019-11-27,2939.8000,2951.4000,2926.0000,2940.2000,920.00,366.00,322794120.00,2938.4000,2947.0000,-6.8000,-8.6000
SF,IH2001,2019-11-28,2941.4000,2949.4000,2922.2000,2930.2000,1379.00,728.00,640234200.00,2925.2000,2938.4000,-8.2000,-13.2000
SF,IH2001,2019-11-29,2921.0000,2929.4000,2882.6000,2889.4000,1763.00,1248.00,1085426280.00,2888.2000,2925.2000,-35.8000,-37.0000
SF,IH2001,2019-12-02,2899.6000,2907.4000,2891.0000,2896.0000,2032.00,816.00,709816140.00,2894.0000,2888.2000,7.8000,5.8000
SF,IH2001,2019-12-03,2887.8000,2907.0000,2873.0000,2907.0000,2046.00,1049.00,910237320.00,2902.4000,2894.0000,13.0000,8.4000
