市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1602,2015-12-21,7247.6000,7403.2000,7200.2000,7384.0000,166.00,172.00,250681440.00,7382.2000,7453.8000,-69.8000,-71.6000
SF,IC1602,2015-12-22,7400.0000,7460.0000,7359.0000,7459.4000,269.00,199.00,294789080.00,7436.6000,7382.2000,77.2000,54.4000
SF,IC1602,2015-12-23,7463.0000,7463.0000,7325.6000,7338.2000,323.00,170.00,252046240.00,7386.4000,7436.6000,-98.4000,-50.2000
SF,IC1602,2015-12-24,7351.2000,7380.6000,7231.4000,7349.4000,405.00,183.00,266716880.00,7343.8000,7386.4000,-37.0000,-42.6000
SF,IC1602,2015-12-25,7352.8000,7390.4000,7300.4000,7390.4000,458.00,186.00,273153000.00,7334.2000,7343.8000,46.6000,-9.6000
SF,IC1602,2015-12-28,7348.2000,7399.2000,7081.2000,7088.8000,535.00,201.00,292816080.00,7153.2000,7334.2000,-245.4000,-181.0000
SF,IC1602,2015-12-29,7128.8000,7220.2000,7095.0000,7208.4000,553.00,160.00,228615240.00,7195.8000,7153.2000,55.2000,42.6000
SF,IC1602,2015-12-30,7249.8000,7330.6000,7222.0000,7297.0000,550.00,110.00,159829120.00,7312.0000,7195.8000,101.2000,116.2000
SF,IC1602,2015-12-31,7329.8000,7349.8000,7147.2000,7147.2000,598.00,132.00,191262200.00,7187.6000,7312.0000,-164.8000,-124.4000
SF,IC1602,2016-01-04,7104.8000,7150.0000,6685.0000,6685.0000,631.00,164.00,228318120.00,6849.6000,7187.6000,-502.6000,-338.0000
SF,IC1602,2016-01-05,6510.0000,6709.8000,6507.2000,6533.6000,839.00,436.00,573758400.00,6537.4000,6849.6000,-316.0000,-312.2000
SF,IC1602,2016-01-06,6603.0000,6698.4000,6536.4000,6632.2000,928.00,394.00,521903400.00,6660.0000,6537.4000,94.8000,122.6000
SF,IC1602,2016-01-07,6590.0000,6590.0000,6327.0000,6327.0000,946.00,114.00,148326480.00,6505.4000,6660.0000,-333.0000,-154.6000
SF,IC1602,2016-01-08,6460.0000,6460.0000,6000.2000,6182.2000,1454.00,877.00,1095671040.00,6269.8000,6505.4000,-323.2000,-235.6000
SF,IC1602,2016-01-11,6050.2000,6169.6000,5700.0000,5700.0000,1993.00,1368.00,1645799440.00,5843.6000,6269.8000,-569.8000,-426.2000
SF,IC1602,2016-01-12,5800.0000,5949.6000,5745.0000,5820.4000,3669.00,2554.00,2987231360.00,5834.0000,5843.6000,-23.2000,-9.6000
SF,IC1602,2016-01-13,5881.2000,5960.8000,5580.4000,5630.0000,5205.00,3478.00,4036167040.00,5678.2000,5834.0000,-204.0000,-155.8000
SF,IC1602,2016-01-14,5438.8000,5854.0000,5438.8000,5800.0000,9025.00,7263.00,8229147760.00,5818.0000,5678.2000,121.8000,139.8000
SF,IC1602,2016-01-15,5782.2000,5846.0000,5486.8000,5570.0000,12310.00,10971.00,12446793120.00,5550.8000,5818.0000,-248.0000,-267.2000
SF,IC1602,2016-01-18,5555.8000,5810.0000,5543.2000,5695.2000,14010.00,12537.00,14293029920.00,5737.0000,5550.8000,144.4000,186.2000
SF,IC1602,2016-01-19,5721.2000,5968.6000,5700.0000,5928.8000,14526.00,11821.00,13779956320.00,5931.4000,5737.0000,191.8000,194.4000
