市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1908,2019-06-24,4976.2000,4976.2000,4906.0000,4932.6000,503.00,515.00,507367120.00,4925.0000,4976.2000,-43.6000,-51.2000
SF,IC1908,2019-06-25,4922.2000,4926.6000,4802.0000,4878.2000,744.00,727.00,706732920.00,4862.0000,4925.0000,-46.8000,-63.0000
SF,IC1908,2019-06-26,4851.0000,4908.0000,4845.2000,4866.2000,719.00,405.00,394410040.00,4875.4000,4862.0000,4.2000,13.4000
SF,IC1908,2019-06-27,4898.4000,4960.0000,4879.2000,4906.6000,1052.00,819.00,805234680.00,4899.4000,4875.4000,31.2000,24.0000
SF,IC1908,2019-06-28,4903.8000,4903.8000,4822.8000,4868.8000,1125.00,653.00,635175120.00,4858.6000,4899.4000,-30.6000,-40.8000
SF,IC1908,2019-07-01,4950.2000,5034.0000,4929.8000,5001.4000,1770.00,1216.00,1212455400.00,5002.0000,4858.6000,142.8000,143.4000
SF,IC1908,2019-07-02,5001.4000,5008.4000,4969.6000,4983.0000,1933.00,890.00,888121040.00,4984.2000,5002.0000,-19.0000,-17.8000
SF,IC1908,2019-07-03,4963.8000,4966.0000,4933.4000,4951.0000,2297.00,1066.00,1054338560.00,4942.8000,4984.2000,-33.2000,-41.4000
SF,IC1908,2019-07-04,4960.8000,4988.0000,4902.6000,4937.2000,2567.00,945.00,935154200.00,4926.8000,4942.8000,-5.6000,-16.0000
SF,IC1908,2019-07-05,4940.8000,4978.8000,4919.0000,4969.0000,2865.00,1099.00,1087238560.00,4965.6000,4926.8000,42.2000,38.8000
SF,IC1908,2019-07-08,4940.0000,4941.6000,4759.8000,4768.0000,4030.00,2218.00,2133478880.00,4782.8000,4965.6000,-197.6000,-182.8000
SF,IC1908,2019-07-09,4778.8000,4800.4000,4748.6000,4765.2000,4768.00,2159.00,2059769400.00,4771.6000,4782.8000,-17.6000,-11.2000
SF,IC1908,2019-07-10,4789.8000,4800.0000,4732.2000,4748.8000,6040.00,3120.00,2967918520.00,4743.6000,4771.6000,-22.8000,-28.0000
SF,IC1908,2019-07-11,4768.0000,4825.0000,4713.0000,4742.2000,7195.00,4079.00,3894675000.00,4732.2000,4743.6000,-1.4000,-11.4000
SF,IC1908,2019-07-12,4742.0000,4798.0000,4734.6000,4788.2000,9044.00,4769.00,4553756200.00,4780.6000,4732.2000,56.0000,48.4000
SF,IC1908,2019-07-15,4776.8000,4895.0000,4691.2000,4848.4000,15740.00,11736.00,11303751120.00,4844.2000,4780.6000,67.8000,63.6000
SF,IC1908,2019-07-16,4824.0000,4878.4000,4824.0000,4866.0000,18371.00,10177.00,9895777080.00,4865.2000,4844.2000,21.8000,21.0000
SF,IC1908,2019-07-17,4863.0000,4893.0000,4844.0000,4853.0000,29397.00,21114.00,20568333120.00,4858.6000,4865.2000,-12.2000,-6.6000
SF,IC1908,2019-07-18,4826.8000,4839.6000,4783.4000,4786.0000,48563.00,38879.00,37353994680.00,4801.4000,4858.6000,-72.6000,-57.2000
SF,IC1908,2019-07-19,4805.0000,4885.6000,4802.2000,4823.4000,64317.00,61589.00,59581113640.00,4819.6000,4801.4000,22.0000,18.2000
SF,IC1908,2019-07-22,4833.4000,4853.4000,4704.2000,4733.2000,68779.00,69023.00,65657181400.00,4738.4000,4819.6000,-86.4000,-81.2000
SF,IC1908,2019-07-23,4741.0000,4789.4000,4732.0000,4776.4000,63545.00,51423.00,48994364440.00,4777.4000,4738.4000,38.0000,39.0000
SF,IC1908,2019-07-24,4801.4000,4872.6000,4800.0000,4820.4000,67224.00,62766.00,60753136920.00,4821.2000,4777.4000,43.0000,43.8000
SF,IC1908,2019-07-25,4827.0000,4864.0000,4813.6000,4846.4000,65596.00,53484.00,51728786840.00,4837.2000,4821.2000,25.2000,16.0000
SF,IC1908,2019-07-26,4835.4000,4867.4000,4812.0000,4859.2000,66370.00,53533.00,51784916960.00,4853.4000,4837.2000,22.0000,16.2000
SF,IC1908,2019-07-29,4854.4000,4878.8000,4813.0000,4844.0000,62225.00,48147.00,46604760720.00,4837.4000,4853.4000,-9.4000,-16.0000
SF,IC1908,2019-07-30,4857.4000,4933.0000,4846.2000,4877.6000,68949.00,62879.00,61550874120.00,4882.0000,4837.4000,40.2000,44.6000
SF,IC1908,2019-07-31,4870.0000,4891.6000,4853.0000,4874.0000,64814.00,49306.00,48050195160.00,4879.8000,4882.0000,-8.0000,-2.2000
SF,IC1908,2019-08-01,4850.0000,4872.8000,4814.8000,4841.0000,66524.00,50967.00,49337003440.00,4834.4000,4879.8000,-38.8000,-45.4000
SF,IC1908,2019-08-02,4730.2000,4784.4000,4721.0000,4779.2000,65572.00,56553.00,53811979760.00,4774.4000,4834.4000,-55.2000,-60.0000
SF,IC1908,2019-08-05,4754.8000,4804.4000,4717.6000,4725.0000,64796.00,58108.00,55317721600.00,4734.4000,4774.4000,-49.4000,-40.0000
SF,IC1908,2019-08-06,4648.0000,4673.0000,4536.2000,4626.8000,74063.00,80351.00,74110053920.00,4615.6000,4734.4000,-107.6000,-118.8000
SF,IC1908,2019-08-07,4650.0000,4655.0000,4591.0000,4591.6000,65361.00,51895.00,47936785560.00,4607.2000,4615.6000,-24.0000,-8.4000
SF,IC1908,2019-08-08,4625.0000,4638.0000,4604.0000,4616.6000,62442.00,49123.00,45377389800.00,4619.6000,4607.2000,9.4000,12.4000
SF,IC1908,2019-08-09,4641.0000,4658.6000,4557.2000,4570.6000,61382.00,58172.00,53561177320.00,4568.2000,4619.6000,-49.0000,-51.4000
SF,IC1908,2019-08-12,4583.0000,4672.6000,4568.6000,4665.8000,55131.00,60225.00,55508968400.00,4642.2000,4568.2000,97.6000,74.0000
SF,IC1908,2019-08-13,4651.0000,4652.0000,4612.2000,4646.8000,46824.00,46131.00,42746543240.00,4634.4000,4642.2000,4.6000,-7.8000
SF,IC1908,2019-08-14,4694.0000,4732.0000,4668.4000,4672.0000,37792.00,45884.00,43106082880.00,4676.2000,4634.4000,37.6000,41.8000
SF,IC1908,2019-08-15,4590.0000,4717.0000,4585.8000,4701.8000,19035.00,40728.00,37813640560.00,4698.8000,4676.2000,25.6000,22.6000
SF,IC1908,2019-08-16,4695.2000,4750.2000,4691.6000,4741.2000,0.00,18008.00,17014203480.00,4741.7800,4698.8000,42.4000,42.9800
