市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1702,2016-12-19,6131.2000,6131.2000,6071.6000,6114.0000,167.00,167.00,203758920.00,6108.8000,6200.0000,-86.0000,-91.2000
SF,IC1702,2016-12-20,6096.2000,6119.8000,6082.4000,6091.4000,261.00,179.00,218255840.00,6091.2000,6108.8000,-17.4000,-17.6000
SF,IC1702,2016-12-21,6114.4000,6171.2000,6114.4000,6171.0000,322.00,190.00,233725520.00,6146.2000,6091.2000,79.8000,55.0000
SF,IC1702,2016-12-22,6160.0000,6160.0000,6107.4000,6142.0000,385.00,213.00,261389920.00,6143.8000,6146.2000,-4.2000,-2.4000
SF,IC1702,2016-12-23,6145.2000,6149.4000,6086.2000,6118.8000,441.00,169.00,206647080.00,6107.6000,6143.8000,-25.0000,-36.2000
SF,IC1702,2016-12-26,6096.0000,6134.8000,6027.2000,6125.8000,522.00,197.00,239934160.00,6121.8000,6107.6000,18.2000,14.2000
SF,IC1702,2016-12-27,6131.6000,6146.8000,6122.8000,6129.4000,580.00,167.00,204918000.00,6133.4000,6121.8000,7.6000,11.6000
SF,IC1702,2016-12-28,6135.6000,6147.2000,6107.2000,6131.8000,703.00,242.00,296920280.00,6131.2000,6133.4000,-1.6000,-2.2000
SF,IC1702,2016-12-29,6131.0000,6162.4000,6100.8000,6134.2000,797.00,226.00,277246120.00,6137.8000,6131.2000,3.0000,6.6000
SF,IC1702,2016-12-30,6146.8000,6159.8000,6112.4000,6127.0000,969.00,319.00,391469080.00,6138.0000,6137.8000,-10.8000,0.2000
SF,IC1702,2017-01-03,6149.0000,6222.8000,6149.0000,6200.0000,1111.00,310.00,384303200.00,6199.2000,6138.0000,62.0000,61.2000
SF,IC1702,2017-01-04,6194.6000,6299.6000,6191.8000,6295.8000,1362.00,458.00,572429120.00,6288.0000,6199.2000,96.6000,88.8000
SF,IC1702,2017-01-05,6290.0000,6320.0000,6275.0000,6288.0000,1628.00,587.00,738087840.00,6289.0000,6288.0000,0.0000,1.0000
SF,IC1702,2017-01-06,6298.0000,6298.0000,6245.4000,6259.6000,1908.00,506.00,633987240.00,6261.6000,6289.0000,-29.4000,-27.4000
SF,IC1702,2017-01-09,6258.4000,6313.0000,6249.6000,6298.0000,2184.00,623.00,782495840.00,6289.0000,6261.6000,36.4000,27.4000
SF,IC1702,2017-01-10,6289.2000,6304.4000,6259.6000,6264.6000,2542.00,654.00,822485200.00,6279.0000,6289.0000,-24.4000,-10.0000
SF,IC1702,2017-01-11,6263.0000,6294.4000,6215.8000,6218.2000,3080.00,936.00,1170625560.00,6228.8000,6279.0000,-60.8000,-50.2000
SF,IC1702,2017-01-12,6229.0000,6239.0000,6154.0000,6158.0000,3811.00,1275.00,1582108200.00,6178.0000,6228.8000,-70.8000,-50.8000
SF,IC1702,2017-01-13,6167.8000,6187.8000,6103.4000,6106.0000,4534.00,1624.00,1995614160.00,6121.2000,6178.0000,-72.0000,-56.8000
SF,IC1702,2017-01-16,6140.0000,6140.0000,5803.2000,5920.4000,5926.00,3456.00,4137161840.00,5909.2000,6121.2000,-200.8000,-212.0000
SF,IC1702,2017-01-17,5921.0000,5994.2000,5880.0000,5994.2000,8220.00,4317.00,5133281160.00,5979.8000,5909.2000,85.0000,70.6000
SF,IC1702,2017-01-18,5978.2000,6028.0000,5960.6000,6001.6000,11064.00,5080.00,6094112680.00,6002.2000,5979.8000,21.8000,22.4000
SF,IC1702,2017-01-19,5984.6000,6018.4000,5951.2000,5995.0000,14763.00,6708.00,8037856040.00,5997.6000,6002.2000,-7.2000,-4.6000
SF,IC1702,2017-01-20,5988.0000,6108.0000,5983.0000,6082.8000,17050.00,8844.00,10735028800.00,6090.2000,5997.6000,85.2000,92.6000
SF,IC1702,2017-01-23,6095.0000,6157.6000,6095.0000,6114.2000,17137.00,6444.00,7892439720.00,6112.8000,6090.2000,24.0000,22.6000
SF,IC1702,2017-01-24,6109.8000,6129.6000,6090.4000,6123.0000,16783.00,5648.00,6902507040.00,6115.0000,6112.8000,10.2000,2.2000
SF,IC1702,2017-01-25,6102.4000,6158.0000,6091.6000,6155.0000,16893.00,5634.00,6914524600.00,6145.4000,6115.0000,40.0000,30.4000
SF,IC1702,2017-01-26,6162.8000,6197.6000,6152.6000,6188.8000,16655.00,4638.00,5728004760.00,6180.6000,6145.4000,43.4000,35.2000
SF,IC1702,2017-02-03,6190.0000,6199.8000,6079.6000,6165.0000,16991.00,5183.00,6378474920.00,6159.6000,6180.6000,-15.6000,-21.0000
SF,IC1702,2017-02-06,6171.2000,6207.2000,6147.8000,6199.6000,16534.00,6191.00,7654544440.00,6191.6000,6159.6000,40.0000,32.0000
SF,IC1702,2017-02-07,6200.0000,6218.6000,6163.0000,6187.4000,15817.00,6258.00,7746606720.00,6184.2000,6191.6000,-4.2000,-7.4000
SF,IC1702,2017-02-08,6180.0000,6261.8000,6166.0000,6246.6000,15080.00,6954.00,8631748600.00,6245.0000,6184.2000,62.4000,60.8000
SF,IC1702,2017-02-09,6248.0000,6299.0000,6244.6000,6284.8000,14217.00,6392.00,8029932440.00,6285.2000,6245.0000,39.8000,40.2000
SF,IC1702,2017-02-10,6288.0000,6306.8000,6269.0000,6294.2000,12676.00,7018.00,8825118160.00,6293.0000,6285.2000,9.0000,7.8000
SF,IC1702,2017-02-13,6295.2000,6348.4000,6284.2000,6330.2000,11263.00,6313.00,7982487080.00,6336.6000,6293.0000,37.2000,43.6000
SF,IC1702,2017-02-14,6338.8000,6342.0000,6306.8000,6332.0000,9568.00,5295.00,6702203080.00,6335.6000,6336.6000,-4.6000,-1.0000
SF,IC1702,2017-02-15,6335.8000,6350.0000,6285.0000,6289.6000,7294.00,5833.00,7375410480.00,6302.4000,6335.6000,-46.0000,-33.2000
SF,IC1702,2017-02-16,6289.6000,6348.8000,6289.6000,6345.0000,3919.00,4994.00,6316409920.00,6336.0000,6302.4000,42.6000,33.6000
SF,IC1702,2017-02-17,6336.0000,6399.4000,6307.2000,6313.4000,0.00,3529.00,4470348000.00,6313.8700,6336.0000,-22.6000,-22.1300
