市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IH1801,2017-11-20,2927.0000,2950.0000,2918.0000,2948.2000,144.00,149.00,131142060.00,2944.4000,2922.8000,25.4000,21.6000
SF,IH1801,2017-11-21,2943.8000,3027.4000,2943.8000,3007.8000,236.00,259.00,232808460.00,3003.6000,2944.4000,63.4000,59.2000
SF,IH1801,2017-11-22,3014.8000,3055.4000,3008.8000,3028.4000,366.00,356.00,323722020.00,3020.6000,3003.6000,24.8000,17.0000
SF,IH1801,2017-11-23,3027.0000,3036.6000,2927.4000,2943.8000,466.00,375.00,337388520.00,2969.6000,3020.6000,-76.8000,-51.0000
SF,IH1801,2017-11-24,2959.4000,2998.2000,2927.8000,2953.6000,858.00,653.00,578157000.00,2957.4000,2969.6000,-16.0000,-12.2000
SF,IH1801,2017-11-27,2951.2000,2953.8000,2902.0000,2922.0000,954.00,671.00,588359040.00,2923.4000,2957.4000,-35.4000,-34.0000
SF,IH1801,2017-11-28,2912.0000,2922.4000,2892.4000,2908.0000,1114.00,508.00,443359800.00,2906.4000,2923.4000,-15.4000,-17.0000
SF,IH1801,2017-11-29,2923.0000,2930.6000,2869.8000,2900.0000,1239.00,590.00,511979340.00,2901.6000,2906.4000,-6.4000,-4.8000
SF,IH1801,2017-11-30,2889.0000,2911.2000,2863.8000,2866.0000,1317.00,433.00,374821980.00,2872.6000,2901.6000,-35.6000,-29.0000
SF,IH1801,2017-12-01,2872.8000,2878.8000,2842.0000,2847.8000,1411.00,399.00,342687060.00,2850.2000,2872.6000,-24.8000,-22.4000
SF,IH1801,2017-12-04,2835.8000,2878.6000,2832.0000,2863.2000,1560.00,537.00,461349900.00,2867.2000,2850.2000,13.0000,17.0000
SF,IH1801,2017-12-05,2863.2000,2923.4000,2852.6000,2912.8000,1691.00,820.00,712440000.00,2911.4000,2867.2000,45.6000,44.2000
SF,IH1801,2017-12-06,2908.4000,2908.4000,2852.6000,2872.6000,1965.00,1041.00,901034160.00,2870.4000,2911.4000,-38.8000,-41.0000
SF,IH1801,2017-12-07,2874.8000,2885.0000,2829.4000,2844.8000,2161.00,1058.00,905680920.00,2839.6000,2870.4000,-25.6000,-30.8000
SF,IH1801,2017-12-08,2843.8000,2884.4000,2839.0000,2873.8000,2430.00,1301.00,1116783780.00,2874.2000,2839.6000,34.2000,34.6000
SF,IH1801,2017-12-11,2885.6000,2910.4000,2868.0000,2908.6000,3504.00,2048.00,1775072220.00,2901.6000,2874.2000,34.4000,27.4000
SF,IH1801,2017-12-12,2909.0000,2912.2000,2855.0000,2858.0000,5195.00,2969.00,2572419180.00,2873.0000,2901.6000,-43.6000,-28.6000
SF,IH1801,2017-12-13,2859.8000,2890.4000,2846.6000,2881.8000,6915.00,4046.00,3480904380.00,2883.0000,2873.0000,8.8000,10.0000
SF,IH1801,2017-12-14,2881.8000,2892.2000,2850.0000,2860.8000,10093.00,6185.00,5317846380.00,2858.6000,2883.0000,-22.2000,-24.4000
SF,IH1801,2017-12-15,2857.2000,2860.0000,2819.2000,2825.6000,13831.00,10476.00,8921087700.00,2831.0000,2858.6000,-33.0000,-27.6000
SF,IH1801,2017-12-18,2832.8000,2857.0000,2826.6000,2838.0000,14290.00,9752.00,8307568560.00,2834.0000,2831.0000,7.0000,3.0000
SF,IH1801,2017-12-19,2844.0000,2884.0000,2839.2000,2882.4000,14247.00,9168.00,7882078260.00,2878.6000,2834.0000,48.4000,44.6000
SF,IH1801,2017-12-20,2885.4000,2896.4000,2871.6000,2884.4000,14621.00,9307.00,8048316240.00,2880.0000,2878.6000,5.8000,1.4000
SF,IH1801,2017-12-21,2876.0000,2922.4000,2869.2000,2907.0000,14985.00,10925.00,9502836480.00,2911.0000,2880.0000,27.0000,31.0000
SF,IH1801,2017-12-22,2907.0000,2912.8000,2887.2000,2890.6000,14418.00,7895.00,6870832560.00,2894.0000,2911.0000,-20.4000,-17.0000
SF,IH1801,2017-12-25,2892.2000,2928.0000,2879.6000,2887.8000,15463.00,10045.00,8752906080.00,2888.0000,2894.0000,-6.2000,-6.0000
SF,IH1801,2017-12-26,2891.8000,2914.4000,2882.6000,2909.0000,15312.00,10013.00,8707746960.00,2905.6000,2888.0000,21.0000,17.6000
SF,IH1801,2017-12-27,2904.8000,2909.4000,2839.0000,2842.6000,15582.00,10822.00,9343360380.00,2851.0000,2905.6000,-63.0000,-54.6000
SF,IH1801,2017-12-28,2852.0000,2881.4000,2841.6000,2866.6000,14746.00,9975.00,8570542920.00,2869.6000,2851.0000,15.6000,18.6000
SF,IH1801,2017-12-29,2872.8000,2887.0000,2858.8000,2869.2000,13885.00,8129.00,6998337780.00,2866.6000,2869.6000,-0.4000,-3.0000
SF,IH1801,2018-01-02,2873.2000,2920.0000,2873.2000,2918.4000,14162.00,9954.00,8672288760.00,2914.0000,2866.6000,51.8000,47.4000
SF,IH1801,2018-01-03,2920.8000,2951.2000,2914.4000,2923.0000,14714.00,11252.00,9894831600.00,2924.2000,2914.0000,9.0000,10.2000
SF,IH1801,2018-01-04,2928.0000,2941.0000,2918.0000,2929.2000,13876.00,9763.00,8573405940.00,2924.0000,2924.2000,5.0000,-0.2000
SF,IH1801,2018-01-05,2929.2000,2947.0000,2924.2000,2942.8000,13552.00,8995.00,7919334060.00,2940.0000,2924.0000,18.8000,16.0000
SF,IH1801,2018-01-08,2946.0000,2959.4000,2935.0000,2950.2000,13602.00,9043.00,7993538340.00,2948.2000,2940.0000,10.2000,8.2000
SF,IH1801,2018-01-09,2950.2000,2979.8000,2949.2000,2979.8000,13323.00,8449.00,7521322980.00,2973.6000,2948.2000,31.6000,25.4000
SF,IH1801,2018-01-10,2979.0000,3003.4000,2968.2000,3000.4000,13633.00,10191.00,9131184960.00,2994.8000,2973.6000,26.8000,21.2000
SF,IH1801,2018-01-11,2995.6000,3011.2000,2987.2000,2999.0000,12565.00,9443.00,8490945600.00,2999.8000,2994.8000,4.2000,5.0000
SF,IH1801,2018-01-12,3002.6000,3026.6000,2998.8000,3026.6000,12803.00,9367.00,8464175520.00,3019.0000,2999.8000,26.8000,19.2000
SF,IH1801,2018-01-15,3035.2000,3071.6000,3025.2000,3049.2000,12444.00,11325.00,10365470760.00,3057.2000,3019.0000,30.2000,38.2000
SF,IH1801,2018-01-16,3045.6000,3074.2000,3040.2000,3073.8000,10567.00,10790.00,9887702100.00,3057.2000,3057.2000,16.6000,0.0000
SF,IH1801,2018-01-17,3077.0000,3133.4000,3065.0000,3079.0000,8635.00,12257.00,11380036380.00,3079.6000,3057.2000,21.8000,22.4000
SF,IH1801,2018-01-18,3100.0000,3127.6000,3089.6000,3114.6000,4428.00,8170.00,7617333660.00,3102.8000,3079.6000,35.0000,23.2000
SF,IH1801,2018-01-19,3119.0000,3142.4000,3117.6000,3123.6000,0.00,3902.00,3663409920.00,3123.6700,3102.8000,20.8000,20.8700
