市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1806,2017-10-23,6384.0000,6413.6000,6371.6000,6413.6000,162.00,162.00,206977440.00,6397.6000,6433.0000,-19.4000,-35.4000
SF,IC1806,2017-10-24,6411.4000,6411.4000,6335.0000,6387.0000,179.00,123.00,156573680.00,6360.8000,6397.6000,-10.6000,-36.8000
SF,IC1806,2017-10-25,6383.4000,6441.8000,6365.6000,6427.8000,236.00,115.00,147410160.00,6423.0000,6360.8000,67.0000,62.2000
SF,IC1806,2017-10-26,6406.4000,6497.0000,6390.4000,6465.4000,283.00,114.00,146906480.00,6469.4000,6423.0000,42.4000,46.4000
SF,IC1806,2017-10-27,6454.0000,6478.2000,6400.2000,6438.6000,357.00,136.00,175084280.00,6421.6000,6469.4000,-30.8000,-47.8000
SF,IC1806,2017-10-30,6424.4000,6424.4000,6257.0000,6308.6000,370.00,118.00,148880080.00,6295.8000,6421.6000,-113.0000,-125.8000
SF,IC1806,2017-10-31,6296.0000,6341.2000,6278.0000,6328.0000,414.00,107.00,135005840.00,6326.4000,6295.8000,32.2000,30.6000
SF,IC1806,2017-11-01,6355.0000,6388.6000,6306.0000,6315.0000,460.00,113.00,143457720.00,6331.8000,6326.4000,-11.4000,5.4000
SF,IC1806,2017-11-02,6311.0000,6316.6000,6238.6000,6263.6000,549.00,163.00,204611440.00,6258.4000,6331.8000,-68.2000,-73.4000
SF,IC1806,2017-11-03,6280.0000,6280.0000,6154.0000,6183.8000,621.00,197.00,244764600.00,6175.2000,6258.4000,-74.6000,-83.2000
SF,IC1806,2017-11-06,6212.8000,6273.6000,6167.0000,6265.0000,692.00,155.00,192686720.00,6261.0000,6175.2000,89.8000,85.8000
SF,IC1806,2017-11-07,6263.0000,6315.2000,6250.0000,6304.0000,730.00,142.00,178147640.00,6291.4000,6261.0000,43.0000,30.4000
SF,IC1806,2017-11-08,6305.0000,6358.8000,6298.8000,6329.0000,776.00,122.00,154456000.00,6328.6000,6291.4000,37.6000,37.2000
SF,IC1806,2017-11-09,6330.0000,6392.4000,6324.2000,6391.2000,807.00,107.00,135894640.00,6366.8000,6328.6000,62.6000,38.2000
SF,IC1806,2017-11-10,6395.2000,6436.8000,6375.0000,6422.0000,836.00,119.00,152301200.00,6427.2000,6366.8000,55.2000,60.4000
SF,IC1806,2017-11-13,6408.6000,6456.4000,6405.8000,6455.0000,885.00,124.00,159462240.00,6448.8000,6427.2000,27.8000,21.6000
SF,IC1806,2017-11-14,6439.8000,6457.6000,6373.8000,6389.0000,932.00,179.00,229847360.00,6389.6000,6448.8000,-59.8000,-59.2000
SF,IC1806,2017-11-15,6353.4000,6378.0000,6294.0000,6318.8000,981.00,162.00,205200760.00,6317.6000,6389.6000,-70.8000,-72.0000
SF,IC1806,2017-11-16,6318.0000,6352.0000,6309.0000,6326.0000,1028.00,162.00,205196960.00,6334.4000,6317.6000,8.4000,16.8000
SF,IC1806,2017-11-17,6330.0000,6331.0000,6139.8000,6158.0000,1104.00,187.00,233741920.00,6177.6000,6334.4000,-176.4000,-156.8000
SF,IC1806,2017-11-20,6153.0000,6222.0000,6087.2000,6211.4000,1109.00,159.00,195093800.00,6201.0000,6177.6000,33.8000,23.4000
SF,IC1806,2017-11-21,6220.0000,6266.0000,6183.2000,6238.0000,1143.00,141.00,175733240.00,6233.6000,6201.0000,37.0000,32.6000
SF,IC1806,2017-11-22,6239.2000,6281.2000,6179.0000,6215.0000,1173.00,129.00,160719440.00,6208.0000,6233.6000,-18.6000,-25.6000
SF,IC1806,2017-11-23,6207.8000,6231.2000,6041.2000,6041.2000,1228.00,206.00,253813600.00,6098.8000,6208.0000,-166.8000,-109.2000
SF,IC1806,2017-11-24,6051.6000,6119.8000,6049.4000,6055.0000,1195.00,142.00,172644760.00,6087.8000,6098.8000,-43.8000,-11.0000
SF,IC1806,2017-11-27,6076.2000,6098.8000,5972.8000,5995.8000,1234.00,131.00,158383600.00,6008.2000,6087.8000,-92.0000,-79.6000
SF,IC1806,2017-11-28,6005.8000,6115.2000,5998.8000,6105.6000,1242.00,211.00,255896360.00,6108.0000,6008.2000,97.4000,99.8000
SF,IC1806,2017-11-29,6090.8000,6139.0000,6030.2000,6107.0000,1237.00,115.00,140068600.00,6124.0000,6108.0000,-1.0000,16.0000
SF,IC1806,2017-11-30,6100.8000,6122.6000,6028.4000,6054.2000,1272.00,123.00,149699320.00,6049.4000,6124.0000,-69.8000,-74.6000
SF,IC1806,2017-12-01,6050.0000,6148.6000,6050.0000,6100.0000,1302.00,127.00,155233720.00,6109.4000,6049.4000,50.6000,60.0000
SF,IC1806,2017-12-04,6117.2000,6147.2000,6049.0000,6070.0000,1310.00,104.00,126867440.00,6078.2000,6109.4000,-39.4000,-31.2000
SF,IC1806,2017-12-05,6048.2000,6085.4000,5900.0000,5916.8000,1405.00,194.00,232256760.00,5920.8000,6078.2000,-161.4000,-157.4000
SF,IC1806,2017-12-06,5928.8000,5963.8000,5843.0000,5951.0000,1422.00,166.00,196145280.00,5914.4000,5920.8000,30.2000,-6.4000
SF,IC1806,2017-12-07,5957.8000,5972.2000,5896.0000,5896.2000,1477.00,190.00,225919040.00,5922.8000,5914.4000,-18.2000,8.4000
SF,IC1806,2017-12-08,5918.2000,6019.2000,5918.2000,5980.2000,1497.00,139.00,166302360.00,5991.4000,5922.8000,57.4000,68.6000
SF,IC1806,2017-12-11,6020.0000,6074.8000,6005.4000,6068.8000,1532.00,165.00,199542440.00,6060.6000,5991.4000,77.4000,69.2000
SF,IC1806,2017-12-12,6082.2000,6082.2000,6015.2000,6023.4000,1630.00,199.00,241012200.00,6038.8000,6060.6000,-37.2000,-21.8000
SF,IC1806,2017-12-13,6031.6000,6072.2000,6003.8000,6067.0000,1675.00,155.00,187245560.00,6060.2000,6038.8000,28.2000,21.4000
SF,IC1806,2017-12-14,6077.0000,6086.0000,6039.2000,6083.0000,1751.00,181.00,219417160.00,6069.8000,6060.2000,22.8000,9.6000
SF,IC1806,2017-12-15,6053.4000,6082.2000,5965.0000,6015.2000,1761.00,200.00,240865360.00,5990.6000,6069.8000,-54.6000,-79.2000
SF,IC1806,2017-12-18,6027.4000,6045.8000,5986.6000,6007.0000,1808.00,201.00,241747560.00,6001.8000,5990.6000,16.4000,11.2000
SF,IC1806,2017-12-19,6027.8000,6093.8000,6009.2000,6080.0000,1857.00,189.00,229295880.00,6078.6000,6001.8000,78.2000,76.8000
SF,IC1806,2017-12-20,6073.8000,6082.4000,6010.2000,6019.8000,1878.00,234.00,282822040.00,6021.0000,6078.6000,-58.8000,-57.6000
SF,IC1806,2017-12-21,6024.8000,6131.0000,5970.0000,6093.0000,1870.00,171.00,207468320.00,6112.0000,6021.0000,72.0000,91.0000
SF,IC1806,2017-12-22,6109.0000,6137.0000,6090.2000,6108.6000,1890.00,112.00,136934760.00,6102.0000,6112.0000,-3.4000,-10.0000
