市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IH2002,2019-12-23,3032.4000,3040.0000,2989.6000,2996.2000,101.00,115.00,104069940.00,3001.2000,3026.2000,-30.0000,-25.0000
SF,IH2002,2019-12-24,3000.6000,3007.8000,2994.6000,3003.2000,231.00,262.00,235917300.00,3004.2000,3001.2000,2.0000,3.0000
SF,IH2002,2019-12-25,3003.2000,3003.2000,2982.0000,2997.6000,484.00,369.00,331427700.00,2990.2000,3004.2000,-6.6000,-14.0000
SF,IH2002,2019-12-26,3000.4000,3024.8000,2995.8000,3019.4000,678.00,577.00,521066640.00,3019.2000,2990.2000,29.2000,29.0000
SF,IH2002,2019-12-27,3028.0000,3063.4000,3028.0000,3030.2000,965.00,830.00,758050860.00,3037.4000,3019.2000,11.0000,18.2000
SF,IH2002,2019-12-30,3025.2000,3082.4000,3022.0000,3072.0000,1137.00,661.00,606550020.00,3072.6000,3037.4000,34.6000,35.2000
SF,IH2002,2019-12-31,3070.6000,3082.2000,3060.0000,3079.2000,1215.00,668.00,615104400.00,3077.0000,3072.6000,6.6000,4.4000
SF,IH2002,2020-01-02,3096.6000,3122.0000,3092.0000,3101.8000,1612.00,982.00,915228300.00,3106.4000,3077.0000,24.8000,29.4000
SF,IH2002,2020-01-03,3117.0000,3117.0000,3086.4000,3088.8000,1683.00,622.00,578066580.00,3091.6000,3106.4000,-17.6000,-14.8000
SF,IH2002,2020-01-06,3077.4000,3099.0000,3045.2000,3066.0000,2093.00,1206.00,1114548540.00,3061.2000,3091.6000,-25.6000,-30.4000
SF,IH2002,2020-01-07,3072.0000,3091.8000,3068.0000,3078.8000,2175.00,744.00,687031320.00,3075.6000,3061.2000,17.6000,14.4000
SF,IH2002,2020-01-08,3064.8000,3072.8000,3041.2000,3050.4000,2411.00,1145.00,1049505780.00,3048.2000,3075.6000,-25.2000,-27.4000
SF,IH2002,2020-01-09,3069.0000,3079.8000,3063.2000,3075.0000,2541.00,913.00,841425780.00,3071.8000,3048.2000,26.8000,23.6000
SF,IH2002,2020-01-10,3089.0000,3089.8000,3069.2000,3077.6000,3036.00,1200.00,1107466620.00,3076.6000,3071.8000,5.8000,4.8000
SF,IH2002,2020-01-13,3077.6000,3100.0000,3061.8000,3099.4000,4222.00,2296.00,2120279040.00,3089.4000,3076.6000,22.8000,12.8000
SF,IH2002,2020-01-14,3104.0000,3121.4000,3086.4000,3093.4000,5713.00,3506.00,3262446000.00,3091.0000,3089.4000,4.0000,1.6000
SF,IH2002,2020-01-15,3095.4000,3097.0000,3057.6000,3058.0000,9246.00,6881.00,6338897880.00,3066.8000,3091.0000,-33.0000,-24.2000
SF,IH2002,2020-01-16,3067.0000,3071.4000,3045.0000,3054.8000,14646.00,10595.00,9716471880.00,3051.0000,3066.8000,-12.0000,-15.8000
SF,IH2002,2020-01-17,3062.6000,3081.0000,3054.0000,3063.0000,21574.00,18665.00,17157118860.00,3060.6000,3051.0000,12.0000,9.6000
SF,IH2002,2020-01-20,3076.2000,3083.2000,3063.2000,3077.0000,21320.00,20629.00,19015306560.00,3071.8000,3060.6000,16.4000,11.2000
SF,IH2002,2020-01-21,3058.0000,3059.6000,3018.0000,3021.2000,23970.00,23517.00,21418130040.00,3023.6000,3071.8000,-50.6000,-48.2000
SF,IH2002,2020-01-22,3010.6000,3031.4000,2971.2000,3021.0000,24733.00,25760.00,23224036260.00,3022.4000,3023.6000,-2.6000,-1.2000
SF,IH2002,2020-01-23,2993.4000,2999.6000,2907.8000,2929.6000,25755.00,26974.00,23967254520.00,2926.6000,3022.4000,-92.8000,-95.8000
SF,IH2002,2020-02-03,2692.0000,2773.0000,2636.6000,2648.6000,32147.00,39767.00,32334485280.00,2667.2000,2926.6000,-278.0000,-259.4000
SF,IH2002,2020-02-04,2706.2000,2787.4000,2700.0000,2780.4000,27249.00,35795.00,29622094080.00,2779.2000,2667.2000,113.2000,112.0000
SF,IH2002,2020-02-05,2788.6000,2818.2000,2769.0000,2794.0000,26259.00,29429.00,24674855340.00,2791.8000,2779.2000,14.8000,12.6000
SF,IH2002,2020-02-06,2812.8000,2864.6000,2795.0000,2846.8000,26828.00,31160.00,26381059380.00,2845.8000,2791.8000,55.0000,54.0000
SF,IH2002,2020-02-07,2826.0000,2846.8000,2811.6000,2843.8000,24661.00,24538.00,20790568680.00,2833.4000,2845.8000,-2.0000,-12.4000
SF,IH2002,2020-02-10,2818.8000,2845.6000,2813.0000,2834.4000,25127.00,23058.00,19574589600.00,2834.6000,2833.4000,1.0000,1.2000
SF,IH2002,2020-02-11,2850.0000,2881.8000,2843.0000,2869.8000,25054.00,24614.00,21184151520.00,2872.6000,2834.6000,35.2000,38.0000
SF,IH2002,2020-02-12,2865.2000,2887.4000,2858.6000,2882.6000,22612.00,19497.00,16811291100.00,2882.4000,2872.6000,10.0000,9.8000
SF,IH2002,2020-02-13,2880.0000,2900.6000,2862.0000,2871.8000,22949.00,20162.00,17415386040.00,2871.6000,2882.4000,-10.6000,-10.8000
SF,IH2002,2020-02-14,2864.8000,2897.0000,2864.4000,2891.6000,22215.00,21340.00,18462324840.00,2884.4000,2871.6000,20.0000,12.8000
SF,IH2002,2020-02-17,2898.4000,2954.2000,2896.8000,2946.6000,21114.00,23845.00,20926327140.00,2946.2000,2884.4000,62.2000,61.8000
SF,IH2002,2020-02-18,2931.2000,2944.6000,2910.4000,2919.2000,15787.00,19807.00,17387897400.00,2919.0000,2946.2000,-27.0000,-27.2000
SF,IH2002,2020-02-19,2918.6000,2942.6000,2910.0000,2922.4000,13664.00,16627.00,14610649860.00,2921.4000,2919.0000,3.4000,2.4000
SF,IH2002,2020-02-20,2929.2000,2981.8000,2917.2000,2971.6000,7939.00,15836.00,13974105600.00,2969.4000,2921.4000,50.2000,48.0000
SF,IH2002,2020-02-21,2968.6000,2993.0000,2957.4000,2970.8000,0.00,7209.00,6419881440.00,2971.0200,2969.4000,1.4000,1.6200
