市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IF1603,2015-07-20,4000.0000,4030.6000,3780.0000,3836.0000,86.00,535.00,628281720.00,3848.6000,3967.4000,-131.4000,-118.8000
SF,IF1603,2015-07-21,3835.4000,3929.2000,3765.2000,3857.0000,107.00,416.00,479066940.00,3854.2000,3848.6000,8.4000,5.6000
SF,IF1603,2015-07-22,3842.0000,3875.0000,3760.0000,3848.0000,147.00,182.00,209053320.00,3834.4000,3854.2000,-6.2000,-19.8000
SF,IF1603,2015-07-23,3828.0000,4149.8000,3827.8000,4124.0000,191.00,244.00,292379760.00,4104.0000,3834.4000,289.6000,269.6000
SF,IF1603,2015-07-24,4114.4000,4150.4000,3890.0000,3959.8000,269.00,295.00,357992640.00,3970.6000,4104.0000,-144.2000,-133.4000
SF,IF1603,2015-07-27,3869.6000,3927.4000,3573.6000,3573.6000,308.00,443.00,504990240.00,3654.0000,3970.6000,-397.0000,-316.6000
SF,IF1603,2015-07-28,3543.8000,3656.8000,3468.8000,3607.4000,313.00,458.00,489370620.00,3586.6000,3654.0000,-46.6000,-67.4000
SF,IF1603,2015-07-29,3621.8000,3739.0000,3517.4000,3739.0000,308.00,575.00,624295860.00,3667.0000,3586.6000,152.4000,80.4000
SF,IF1603,2015-07-30,3728.8000,3728.8000,3488.0000,3528.4000,345.00,452.00,493199700.00,3579.8000,3667.0000,-138.6000,-87.2000
SF,IF1603,2015-07-31,3542.8000,3645.2000,3483.0000,3549.2000,390.00,779.00,829009680.00,3523.8000,3579.8000,-30.6000,-56.0000
SF,IF1603,2015-08-03,3577.8000,3577.8000,3356.8000,3425.4000,422.00,429.00,443266080.00,3412.4000,3523.8000,-98.4000,-111.4000
SF,IF1603,2015-08-04,3422.8000,3641.0000,3422.8000,3621.0000,481.00,497.00,525299280.00,3611.2000,3412.4000,208.6000,198.8000
SF,IF1603,2015-08-05,3622.2000,3631.4000,3509.4000,3540.8000,521.00,283.00,303467520.00,3555.0000,3611.2000,-70.4000,-56.2000
