市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IH1602,2015-12-21,2368.6000,2453.2000,2368.6000,2433.2000,91.00,92.00,66138060.00,2437.2000,2398.8000,34.4000,38.4000
SF,IH1602,2015-12-22,2448.4000,2452.2000,2422.0000,2441.8000,166.00,126.00,92023260.00,2439.4000,2437.2000,4.6000,2.2000
SF,IH1602,2015-12-23,2439.4000,2486.0000,2437.4000,2440.2000,224.00,128.00,94322160.00,2458.8000,2439.4000,0.8000,19.4000
SF,IH1602,2015-12-24,2444.0000,2451.0000,2407.0000,2432.8000,315.00,164.00,119431860.00,2430.6000,2458.8000,-26.0000,-28.2000
SF,IH1602,2015-12-25,2440.8000,2450.8000,2425.2000,2449.8000,440.00,205.00,149765520.00,2443.4000,2430.6000,19.2000,12.8000
SF,IH1602,2015-12-28,2450.0000,2450.0000,2364.4000,2365.0000,499.00,144.00,104479920.00,2383.4000,2443.4000,-78.4000,-60.0000
SF,IH1602,2015-12-29,2365.0000,2395.4000,2365.0000,2392.0000,527.00,143.00,101989140.00,2390.4000,2383.4000,8.6000,7.0000
SF,IH1602,2015-12-30,2395.2000,2396.8000,2362.2000,2382.0000,582.00,129.00,92049360.00,2379.2000,2390.4000,-8.4000,-11.2000
SF,IH1602,2015-12-31,2380.0000,2392.8000,2367.0000,2368.4000,616.00,100.00,71527080.00,2380.2000,2379.2000,-10.8000,1.0000
SF,IH1602,2016-01-04,2344.8000,2364.0000,2228.0000,2228.0000,644.00,94.00,65015280.00,2278.6000,2380.2000,-152.2000,-101.6000
SF,IH1602,2016-01-05,2217.6000,2275.0000,2181.2000,2239.2000,729.00,264.00,177807600.00,2231.4000,2278.6000,-39.4000,-47.2000
SF,IH1602,2016-01-06,2233.0000,2276.8000,2229.0000,2264.0000,779.00,260.00,175648260.00,2265.2000,2231.4000,32.6000,33.8000
SF,IH1602,2016-01-07,2245.0000,2245.0000,2110.8000,2132.4000,770.00,56.00,36945960.00,2199.0000,2265.2000,-132.8000,-66.2000
SF,IH1602,2016-01-08,2230.0000,2236.0000,2100.0000,2161.0000,875.00,413.00,269213880.00,2177.0000,2199.0000,-38.0000,-22.0000
SF,IH1602,2016-01-11,2122.2000,2168.0000,2065.8000,2078.6000,1340.00,725.00,462359340.00,2100.4000,2177.0000,-98.4000,-76.6000
SF,IH1602,2016-01-12,2080.2000,2125.0000,2080.2000,2088.6000,2041.00,1147.00,722622540.00,2094.8000,2100.4000,-11.8000,-5.6000
SF,IH1602,2016-01-13,2161.0000,2161.0000,2053.8000,2065.0000,3448.00,2346.00,1478789640.00,2082.2000,2094.8000,-29.8000,-12.6000
SF,IH1602,2016-01-14,2037.8000,2103.8000,2022.0000,2087.6000,6001.00,4404.00,2733745200.00,2090.0000,2082.2000,5.4000,7.8000
SF,IH1602,2016-01-15,2089.8000,2091.2000,2010.4000,2031.0000,8193.00,6227.00,3838664400.00,2031.6000,2090.0000,-59.0000,-58.4000
SF,IH1602,2016-01-18,2026.0000,2069.0000,2020.8000,2028.0000,8798.00,6503.00,3983819100.00,2035.8000,2031.6000,-3.6000,4.2000
SF,IH1602,2016-01-19,2040.2000,2096.0000,2022.4000,2085.0000,9095.00,6900.00,4269603120.00,2084.4000,2035.8000,49.2000,48.6000
SF,IH1602,2016-01-20,2065.0000,2079.0000,2021.6000,2039.2000,9360.00,7176.00,4423859640.00,2041.4000,2084.4000,-45.2000,-43.0000
SF,IH1602,2016-01-21,2046.2000,2075.6000,1989.2000,2000.0000,10086.00,7757.00,4739840160.00,2007.6000,2041.4000,-41.4000,-33.8000
SF,IH1602,2016-01-22,2037.0000,2042.2000,1993.8000,2029.6000,10199.00,7414.00,4494649380.00,2026.2000,2007.6000,22.0000,18.6000
SF,IH1602,2016-01-25,2029.6000,2045.8000,2016.2000,2025.8000,9877.00,5537.00,3371208300.00,2023.2000,2026.2000,-0.4000,-3.0000
