市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IH1510,2015-08-24,2214.2000,2214.2000,2005.2000,2005.2000,437.00,1923.00,1171882620.00,2005.2000,2227.8000,-222.6000,-222.6000
SF,IH1510,2015-08-25,1936.8000,1970.0000,1804.8000,1804.8000,650.00,3651.00,2084492580.00,1805.2000,2005.2000,-200.4000,-200.0000
SF,IH1510,2015-08-26,1831.2000,1919.0000,1750.0000,1785.0000,736.00,3298.00,1819342500.00,1822.8000,1805.2000,-20.2000,17.6000
SF,IH1510,2015-08-27,1831.4000,2004.8000,1831.4000,2004.8000,672.00,2556.00,1458972120.00,1953.0000,1822.8000,182.0000,130.2000
SF,IH1510,2015-08-28,2077.0000,2077.0000,1975.8000,2008.0000,717.00,1861.00,1125680580.00,2031.2000,1953.0000,55.0000,78.2000
SF,IH1510,2015-08-31,2015.4000,2028.8000,1945.0000,2012.0000,676.00,1364.00,816846840.00,2010.0000,2031.2000,-19.2000,-21.2000
SF,IH1510,2015-09-01,2015.2000,2030.0000,1922.0000,1956.4000,729.00,1839.00,1097309880.00,1983.4000,2010.0000,-53.6000,-26.6000
SF,IH1510,2015-09-02,1950.0000,2058.8000,1921.8000,1928.6000,917.00,2946.00,1758064320.00,1977.0000,1983.4000,-54.8000,-6.4000
SF,IH1510,2015-09-07,1983.0000,2140.0000,1978.0000,1985.4000,1018.00,748.00,458399700.00,2011.2000,1977.0000,8.4000,34.2000
SF,IH1510,2015-09-08,2011.2000,2159.0000,1988.2000,2133.0000,1308.00,860.00,531600240.00,2110.2000,2011.2000,121.8000,99.0000
SF,IH1510,2015-09-09,2133.0000,2162.0000,2115.6000,2136.6000,1707.00,907.00,582617160.00,2134.8000,2110.2000,26.4000,24.6000
SF,IH1510,2015-09-10,2126.0000,2140.0000,2097.0000,2123.2000,2070.00,664.00,422913180.00,2122.4000,2134.8000,-11.6000,-12.4000
SF,IH1510,2015-09-11,2124.2000,2165.8000,2111.2000,2123.8000,2559.00,1008.00,646819440.00,2125.2000,2122.4000,1.4000,2.8000
SF,IH1510,2015-09-14,2145.2000,2161.2000,2040.0000,2057.6000,3675.00,1923.00,1202775480.00,2060.4000,2125.2000,-67.6000,-64.8000
SF,IH1510,2015-09-15,2058.0000,2106.0000,2058.0000,2094.4000,4998.00,2335.00,1459696140.00,2082.2000,2060.4000,34.0000,21.8000
SF,IH1510,2015-09-16,2102.2000,2228.8000,2076.6000,2200.4000,6579.00,3521.00,2242930140.00,2167.8000,2082.2000,118.2000,85.6000
SF,IH1510,2015-09-17,2185.4000,2212.8000,2144.0000,2155.0000,8186.00,4407.00,2881528920.00,2172.6000,2167.8000,-12.8000,4.8000
SF,IH1510,2015-09-18,2154.8000,2186.6000,2122.2000,2151.0000,9250.00,4720.00,3063154260.00,2155.4000,2172.6000,-21.6000,-17.2000
SF,IH1510,2015-09-21,2111.4000,2187.6000,2111.4000,2185.6000,9319.00,5446.00,3525240600.00,2175.0000,2155.4000,30.2000,19.6000
SF,IH1510,2015-09-22,2186.2000,2220.0000,2171.0000,2194.2000,9731.00,5302.00,3493395120.00,2204.0000,2175.0000,19.2000,29.0000
SF,IH1510,2015-09-23,2175.0000,2184.8000,2130.0000,2139.2000,10544.00,5830.00,3770436000.00,2143.6000,2204.0000,-64.8000,-60.4000
SF,IH1510,2015-09-24,2134.0000,2169.0000,2134.0000,2153.0000,10997.00,4442.00,2870956680.00,2150.4000,2143.6000,9.4000,6.8000
SF,IH1510,2015-09-25,2151.4000,2160.6000,2111.2000,2131.0000,11299.00,5135.00,3290568060.00,2126.8000,2150.4000,-19.4000,-23.6000
SF,IH1510,2015-09-28,2122.6000,2145.8000,2105.0000,2136.2000,11188.00,4338.00,2767266960.00,2134.2000,2126.8000,9.4000,7.4000
SF,IH1510,2015-09-29,2111.0000,2114.2000,2066.4000,2094.2000,11577.00,4843.00,3038622480.00,2086.2000,2134.2000,-40.0000,-48.0000
SF,IH1510,2015-09-30,2101.4000,2141.0000,2101.4000,2112.6000,11612.00,4590.00,2918550540.00,2120.0000,2086.2000,26.4000,33.8000
SF,IH1510,2015-10-08,2217.0000,2250.0000,2170.2000,2171.0000,11717.00,5351.00,3537073020.00,2177.2000,2120.0000,51.0000,57.2000
SF,IH1510,2015-10-09,2189.4000,2215.6000,2184.6000,2207.4000,11215.00,5160.00,3407532300.00,2207.2000,2177.2000,30.2000,30.0000
SF,IH1510,2015-10-12,2211.2000,2310.8000,2211.2000,2276.2000,10752.00,6021.00,4090356660.00,2278.4000,2207.2000,69.0000,71.2000
SF,IH1510,2015-10-13,2278.4000,2282.8000,2258.4000,2262.0000,9325.00,4607.00,3135570780.00,2264.6000,2278.4000,-16.4000,-13.8000
SF,IH1510,2015-10-14,2247.4000,2278.0000,2236.2000,2240.0000,7793.00,5071.00,3439830900.00,2248.0000,2264.6000,-24.6000,-16.6000
SF,IH1510,2015-10-15,2340.0000,2340.0000,2247.2000,2297.0000,5228.00,4752.00,3237171420.00,2286.8000,2248.0000,49.0000,38.8000
SF,IH1510,2015-10-16,2297.6000,2325.0000,2297.6000,2316.6000,0.00,3707.00,2569558740.00,2316.8300,2286.8000,29.8000,30.0300
