市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1904,2019-02-18,4530.2000,4675.0000,4530.2000,4669.6000,626.00,638.00,587580240.00,4660.8000,4507.2000,162.4000,153.6000
SF,IC1904,2019-02-19,4694.2000,4713.0000,4607.0000,4649.4000,1109.00,1053.00,980565400.00,4645.0000,4660.8000,-11.4000,-15.8000
SF,IC1904,2019-02-20,4663.2000,4674.4000,4610.8000,4647.0000,1719.00,1182.00,1098987680.00,4654.6000,4645.0000,2.0000,9.6000
SF,IC1904,2019-02-21,4648.0000,4750.0000,4631.0000,4653.0000,2400.00,2010.00,1881196760.00,4651.0000,4654.6000,-1.6000,-3.6000
SF,IC1904,2019-02-22,4652.4000,4800.4000,4644.0000,4797.2000,2918.00,2027.00,1907352480.00,4764.0000,4651.0000,146.2000,113.0000
SF,IC1904,2019-02-25,4881.0000,5132.4000,4833.8000,5131.0000,3521.00,2858.00,2832623440.00,5073.4000,4764.0000,367.0000,309.4000
SF,IC1904,2019-02-26,5109.0000,5175.2000,5029.0000,5062.2000,4696.00,3665.00,3733129880.00,5109.2000,5073.4000,-11.2000,35.8000
SF,IC1904,2019-02-27,5060.2000,5109.0000,4965.0000,5018.0000,5092.00,3787.00,3835246280.00,5012.8000,5109.2000,-91.2000,-96.4000
SF,IC1904,2019-02-28,5020.2000,5082.0000,5001.0000,5033.4000,5852.00,3074.00,3098093360.00,5019.6000,5012.8000,20.6000,6.8000
SF,IC1904,2019-03-01,5055.2000,5080.0000,4970.8000,5073.0000,6810.00,3648.00,3665128720.00,5045.0000,5019.6000,53.4000,25.4000
SF,IC1904,2019-03-04,5130.0000,5254.4000,5093.0000,5137.4000,8169.00,4958.00,5124158440.00,5148.8000,5045.0000,92.4000,103.8000
SF,IC1904,2019-03-05,5137.6000,5294.2000,5137.6000,5285.4000,9109.00,4517.00,4706943680.00,5256.6000,5148.8000,136.6000,107.8000
SF,IC1904,2019-03-06,5316.4000,5407.8000,5238.2000,5394.6000,11138.00,6142.00,6530237760.00,5341.6000,5256.6000,138.0000,85.0000
SF,IC1904,2019-03-07,5394.8000,5526.2000,5352.0000,5431.0000,11939.00,6308.00,6832576760.00,5460.4000,5341.6000,89.4000,118.8000
SF,IC1904,2019-03-08,5326.4000,5465.0000,5258.8000,5274.2000,15529.00,10008.00,10722564040.00,5312.6000,5460.4000,-186.2000,-147.8000
SF,IC1904,2019-03-11,5320.0000,5455.0000,5289.2000,5448.0000,18793.00,11562.00,12436158680.00,5425.0000,5312.6000,135.4000,112.4000
SF,IC1904,2019-03-12,5500.0000,5593.0000,5460.0000,5538.2000,24454.00,17906.00,19791850800.00,5503.0000,5425.0000,113.2000,78.0000
SF,IC1904,2019-03-13,5533.8000,5539.8000,5343.0000,5390.4000,32329.00,28480.00,31091898520.00,5393.0000,5503.0000,-112.6000,-110.0000
SF,IC1904,2019-03-14,5371.0000,5400.0000,5238.4000,5277.0000,47020.00,39861.00,42265215560.00,5265.2000,5393.0000,-116.0000,-127.8000
SF,IC1904,2019-03-15,5315.2000,5425.6000,5273.0000,5330.6000,57865.00,64106.00,68462637400.00,5313.6000,5265.2000,65.4000,48.4000
