市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IF1211,2012-09-24,2215.8000,2254.2000,2199.6000,2232.4000,965.00,5338.00,3567266580.00,2239.8000,2216.2000,16.2000,23.6000
SF,IF1211,2012-09-25,2232.4000,2248.8000,2220.6000,2231.2000,1187.00,4441.00,2978931960.00,2234.8000,2239.8000,-8.6000,-5.0000
SF,IF1211,2012-09-26,2225.0000,2241.0000,2205.2000,2212.8000,1291.00,4015.00,2675742360.00,2210.2000,2234.8000,-22.0000,-24.6000
SF,IF1211,2012-09-27,2205.0000,2329.4000,2205.0000,2269.0000,1942.00,10147.00,6886712520.00,2276.4000,2210.2000,58.8000,66.2000
SF,IF1211,2012-09-28,2267.4000,2329.6000,2253.2000,2329.6000,2959.00,11814.00,8127063240.00,2318.8000,2276.4000,53.2000,42.4000
SF,IF1211,2012-10-08,2328.8000,2328.8000,2276.6000,2289.0000,5619.00,16052.00,11079070500.00,2284.2000,2318.8000,-29.8000,-34.6000
SF,IF1211,2012-10-09,2290.2000,2357.2000,2290.2000,2337.0000,7249.00,27393.00,19195830900.00,2339.0000,2284.2000,52.8000,54.8000
SF,IF1211,2012-10-10,2330.0000,2346.8000,2323.8000,2335.0000,8009.00,15137.00,10610777700.00,2340.2000,2339.0000,-4.0000,1.2000
SF,IF1211,2012-10-11,2335.2000,2341.2000,2320.2000,2331.6000,10421.00,19896.00,13908049560.00,2326.0000,2340.2000,-8.6000,-14.2000
SF,IF1211,2012-10-12,2330.0000,2354.8000,2303.2000,2318.6000,12173.00,31500.00,21990566640.00,2320.8000,2326.0000,-7.4000,-5.2000
SF,IF1211,2012-10-15,2310.0000,2338.0000,2296.8000,2314.2000,18226.00,48322.00,33520533780.00,2308.0000,2320.8000,-6.6000,-12.8000
SF,IF1211,2012-10-16,2319.4000,2333.2000,2303.8000,2311.0000,25154.00,94277.00,65570111820.00,2313.0000,2308.0000,3.0000,5.0000
