市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IC1810,2018-08-20,4725.0000,4758.0000,4659.0000,4748.4000,156.00,156.00,146739240.00,4732.2000,4748.0000,0.4000,-15.8000
SF,IC1810,2018-08-21,4751.6000,4841.6000,4730.2000,4791.0000,314.00,252.00,241634760.00,4808.0000,4732.2000,58.8000,75.8000
SF,IC1810,2018-08-22,4780.6000,4790.0000,4741.2000,4775.0000,457.00,237.00,225640600.00,4759.8000,4808.0000,-33.0000,-48.2000
SF,IC1810,2018-08-23,4779.0000,4825.0000,4712.8000,4781.8000,583.00,288.00,275203840.00,4796.6000,4759.8000,22.0000,36.8000
SF,IC1810,2018-08-24,4775.2000,4812.0000,4742.6000,4774.8000,653.00,260.00,248246840.00,4774.0000,4796.6000,-21.8000,-22.6000
SF,IC1810,2018-08-27,4802.2000,4910.0000,4791.2000,4900.0000,739.00,277.00,269411800.00,4902.4000,4774.0000,126.0000,128.4000
SF,IC1810,2018-08-28,4910.0000,4922.2000,4875.2000,4903.8000,882.00,333.00,326205520.00,4901.4000,4902.4000,1.4000,-1.0000
SF,IC1810,2018-08-29,4896.6000,4900.8000,4848.8000,4883.0000,957.00,324.00,315604560.00,4870.0000,4901.4000,-18.4000,-31.4000
SF,IC1810,2018-08-30,4882.2000,4889.8000,4793.2000,4811.0000,1330.00,567.00,547287240.00,4817.2000,4870.0000,-59.0000,-52.8000
SF,IC1810,2018-08-31,4812.6000,4812.6000,4726.0000,4754.8000,1500.00,520.00,495243440.00,4756.8000,4817.2000,-62.4000,-60.4000
SF,IC1810,2018-09-03,4749.0000,4791.0000,4681.8000,4788.6000,1654.00,508.00,480502880.00,4766.4000,4756.8000,31.8000,9.6000
SF,IC1810,2018-09-04,4786.2000,4858.4000,4765.8000,4822.8000,1717.00,532.00,511207800.00,4840.2000,4766.4000,56.4000,73.8000
SF,IC1810,2018-09-05,4810.8000,4833.0000,4752.0000,4752.0000,1871.00,481.00,461390800.00,4772.4000,4840.2000,-88.2000,-67.8000
SF,IC1810,2018-09-06,4748.0000,4803.8000,4711.2000,4728.8000,2314.00,744.00,708085400.00,4739.6000,4772.4000,-43.6000,-32.8000
SF,IC1810,2018-09-07,4759.0000,4831.8000,4689.2000,4732.0000,2660.00,1067.00,1013373000.00,4720.2000,4739.6000,-7.6000,-19.4000
