市场,合约,时间,开盘价,最高价,最低价,收盘价,持仓量,成交量,成交额,今结算,昨结算,收盘涨跌,结算涨跌
SF,IF1905,2019-03-18,3768.8000,3874.8000,3750.0000,3865.0000,889.00,967.00,1108177800.00,3857.4000,3745.6000,119.4000,111.8000
SF,IF1905,2019-03-19,3878.4000,3884.2000,3830.0000,3841.0000,1161.00,1096.00,1267902960.00,3841.0000,3857.4000,-16.4000,-16.4000
SF,IF1905,2019-03-20,3836.0000,3869.8000,3802.0000,3842.0000,1413.00,1446.00,1662897060.00,3836.0000,3841.0000,1.0000,-5.0000
SF,IF1905,2019-03-21,3855.0000,3873.4000,3829.6000,3838.0000,1389.00,1692.00,1956490020.00,3849.8000,3836.0000,2.0000,13.8000
SF,IF1905,2019-03-22,3843.6000,3856.4000,3789.6000,3847.6000,1697.00,1494.00,1716328200.00,3837.8000,3849.8000,-2.2000,-12.0000
SF,IF1905,2019-03-25,3786.4000,3812.8000,3740.0000,3743.2000,2839.00,2818.00,3190498260.00,3755.0000,3837.8000,-94.6000,-82.8000
SF,IF1905,2019-03-26,3755.8000,3774.6000,3694.0000,3711.4000,3039.00,2439.00,2732141640.00,3704.0000,3755.0000,-43.6000,-51.0000
SF,IF1905,2019-03-27,3729.8000,3753.8000,3718.2000,3734.6000,3569.00,2426.00,2718841740.00,3734.8000,3704.0000,30.6000,30.8000
SF,IF1905,2019-03-28,3719.2000,3751.4000,3709.2000,3726.2000,3878.00,2336.00,2613775140.00,3730.0000,3734.8000,-8.6000,-4.8000
SF,IF1905,2019-03-29,3731.8000,3897.8000,3731.8000,3878.4000,4701.00,3394.00,3901753500.00,3881.4000,3730.0000,148.4000,151.4000
SF,IF1905,2019-04-01,3912.6000,3991.0000,3912.6000,3985.2000,4539.00,2570.00,3060080940.00,3980.8000,3881.4000,103.8000,99.4000
SF,IF1905,2019-04-02,3992.8000,4001.8000,3963.8000,3978.0000,4886.00,2208.00,2638176180.00,3975.2000,3980.8000,-2.8000,-5.6000
SF,IF1905,2019-04-03,3955.0000,4051.0000,3953.8000,4036.8000,5767.00,3516.00,4219023000.00,4026.0000,3975.2000,61.6000,50.8000
SF,IF1905,2019-04-04,4048.2000,4094.6000,4028.4000,4092.0000,6808.00,4433.00,5404902840.00,4075.2000,4026.0000,66.0000,49.2000
SF,IF1905,2019-04-08,4132.8000,4139.8000,4026.4000,4059.6000,8197.00,5778.00,7085381940.00,4061.8000,4075.2000,-15.6000,-13.4000
