市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IH2008,2020-06-23 09:29:00.000,2840.2000,371,0,3408240.000,4.000,-,-,-,-,2831.4000,2827.0000,2826.2000,2826.0000,2825.6000,2840.4000,2844.0000,2854.8000,2855.0000,2857.0000,3,1,5,5,4,1,2,1,1,1
SF,IH2008,2020-06-23 09:30:00.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.0000,2831.6000,2831.4000,2827.0000,2826.2000,2844.0000,2854.8000,2855.0000,2857.0000,2862.0000,1,1,3,1,5,2,1,2,1,5
SF,IH2008,2020-06-23 09:30:01.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.2000,2833.0000,2831.6000,2827.0000,2826.2000,2841.8000,2843.4000,2844.0000,2854.8000,2855.0000,1,1,1,1,5,1,3,1,1,2
SF,IH2008,2020-06-23 09:30:01.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.4000,2833.2000,2831.6000,2827.0000,2826.2000,2844.0000,2854.8000,2855.0000,2857.0000,2862.0000,1,2,1,1,5,1,1,2,1,5
SF,IH2008,2020-06-23 09:30:02.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.0000,2826.2000,2826.0000,2840.0000,2842.4000,2844.0000,2854.8000,2855.0000,1,1,1,5,5,1,3,2,1,2
SF,IH2008,2020-06-23 09:30:02.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.0000,2826.2000,2826.0000,2842.4000,2844.0000,2854.8000,2855.0000,2857.0000,1,1,1,5,5,3,2,1,2,1
SF,IH2008,2020-06-23 09:30:03.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2838.6000,2842.2000,2842.4000,2844.0000,2854.8000,1,1,1,1,5,1,2,3,2,1
SF,IH2008,2020-06-23 09:30:03.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2842.2000,2842.4000,2844.0000,2854.8000,2855.0000,1,1,1,1,5,2,3,2,1,2
SF,IH2008,2020-06-23 09:30:04.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2839.0000,2842.2000,2842.4000,2844.0000,2854.8000,1,1,1,1,5,1,2,3,2,1
SF,IH2008,2020-06-23 09:30:05.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2842.2000,2842.4000,2844.0000,2854.8000,2855.0000,1,1,1,1,5,2,3,2,1,2
SF,IH2008,2020-06-23 09:30:05.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2839.4000,2842.2000,2842.4000,2844.0000,2854.8000,1,1,1,1,5,1,2,3,2,1
SF,IH2008,2020-06-23 09:30:06.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2842.2000,2842.4000,2844.0000,2854.8000,2855.0000,1,1,1,1,5,2,3,1,1,2
SF,IH2008,2020-06-23 09:30:06.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2833.6000,2831.6000,2827.6000,2827.0000,2826.2000,2842.0000,2844.0000,2854.8000,2855.0000,2862.0000,1,1,1,1,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:07.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2834.0000,2833.6000,2831.6000,2826.2000,2826.0000,2841.4000,2844.0000,2854.8000,2855.0000,2862.0000,1,1,1,5,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:07.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2834.2000,2834.0000,2831.6000,2826.2000,2826.0000,2841.2000,2844.0000,2854.8000,2855.0000,2862.0000,1,2,1,5,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:08.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2834.8000,2834.2000,2834.0000,2831.6000,2826.2000,2844.0000,2854.8000,2855.0000,2862.0000,2880.0000,1,2,1,1,5,1,1,2,5,3
SF,IH2008,2020-06-23 09:30:08.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2835.0000,2834.8000,2834.2000,2831.6000,2826.2000,2842.8000,2844.0000,2854.8000,2855.0000,2862.0000,2,1,1,1,5,1,4,1,2,5
SF,IH2008,2020-06-23 09:30:09.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2835.4000,2835.0000,2831.6000,2826.2000,2826.0000,2842.0000,2844.0000,2854.8000,2855.0000,2862.0000,1,3,1,5,5,1,4,1,2,5
SF,IH2008,2020-06-23 09:30:09.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2836.0000,2835.6000,2835.4000,2831.6000,2826.2000,2842.0000,2844.0000,2854.8000,2855.0000,2862.0000,1,1,2,1,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:10.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2836.2000,2836.0000,2835.4000,2831.6000,2826.2000,2844.0000,2854.8000,2855.0000,2862.0000,2880.0000,2,1,2,1,5,1,1,2,5,3
SF,IH2008,2020-06-23 09:30:10.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2836.2000,2836.0000,2835.4000,2831.6000,2826.2000,2842.8000,2844.0000,2854.8000,2855.0000,2862.0000,2,1,2,1,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:11.000,2840.2000,371,0,3408240.000,0,-,-,-,-,2836.6000,2836.2000,2831.6000,2826.2000,2826.0000,2841.8000,2844.0000,2854.8000,2855.0000,2862.0000,1,1,1,5,5,1,1,1,2,5
SF,IH2008,2020-06-23 09:30:11.500,2840.2000,371,0,3408240.000,0,-,-,-,-,2836.8000,2831.6000,2826.2000,2826.0000,2822.2000,2841.8000,2844.0000,2854.8000,2855.0000,2862.0000,1,1,5,5,3,1,1,1,2,5
