市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IH2009,2020-03-31 09:29:00.300,2615.0000,9928,0,18043500.000,23.000,-,-,-,-,2613.0000,2612.2000,2612.0000,2610.6000,2610.2000,2615.0000,2617.0000,2618.0000,2619.0000,2620.0000,1,1,1,1,1,1,1,2,1,1
SF,IH2009,2020-03-31 09:30:00.300,2620.0000,9926,-2,22755600.000,6,2,4,多平,S,2620.8000,2616.6000,2616.4000,2616.0000,2615.8000,2623.8000,2624.6000,2624.8000,2625.0000,2625.4000,1,3,1,3,1,1,1,10,3,1
SF,IH2009,2020-03-31 09:30:00.800,2620.8000,9924,-2,25899840.000,4,1,3,多平,S,2618.4000,2616.6000,2616.4000,2616.0000,2615.8000,2623.6000,2623.8000,2624.6000,2624.8000,2625.0000,2,3,2,3,1,2,1,1,10,3
SF,IH2009,2020-03-31 09:30:01.300,2623.6000,9922,-2,27473160.000,2,0,2,双平,S,2622.0000,2620.8000,2618.6000,2618.4000,2618.2000,2623.8000,2624.6000,2624.8000,2625.0000,2625.4000,2,1,5,2,5,1,1,10,2,1
SF,IH2009,2020-03-31 09:30:01.800,2622.6000,9923,1,28259940.000,1,1,0,双开,S,2622.6000,2622.2000,2622.0000,2621.0000,2620.8000,2623.6000,2623.8000,2624.6000,2624.8000,2625.0000,2,2,2,2,1,2,1,1,10,2
SF,IH2009,2020-03-31 09:30:02.300,2623.6000,9923,0,29834100.000,2,1,1,多换,S,2623.0000,2622.8000,2622.6000,2622.2000,2622.0000,2623.2000,2623.8000,2624.6000,2624.8000,2625.0000,2,1,2,2,2,1,1,1,10,2
SF,IH2009,2020-03-31 09:30:02.800,2623.0000,9923,0,32195100.000,3,1,2,多换,S,2623.0000,2622.6000,2622.2000,2622.0000,2620.8000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,2,1,2,1,1,10,2,1,1
SF,IH2009,2020-03-31 09:30:03.300,2623.0000,9923,0,32195100.000,0,-,-,-,-,2623.2000,2622.6000,2622.0000,2620.8000,2619.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,2,2,1,1,1,10,2,1,1
SF,IH2009,2020-03-31 09:30:04.300,2624.6000,9922,-1,32982480.000,1,0,1,双平,S,2623.4000,2623.2000,2622.6000,2622.0000,2620.8000,2624.8000,2625.0000,2625.4000,2628.6000,2630.0000,1,1,2,2,1,10,2,1,1,1
SF,IH2009,2020-03-31 09:30:04.800,2623.2000,9920,-2,34556460.000,2,0,2,双平,S,2623.0000,2622.6000,2622.0000,2620.8000,2618.6000,2623.2000,2624.8000,2625.0000,2625.4000,2628.6000,1,2,2,1,3,1,10,2,1,1
SF,IH2009,2020-03-31 09:30:05.300,2623.0000,9919,-1,35343360.000,1,0,1,双平,S,2622.0000,2620.8000,2620.6000,2618.4000,2618.2000,2622.4000,2623.0000,2623.2000,2624.8000,2625.0000,2,1,2,2,5,1,1,1,10,2
SF,IH2009,2020-03-31 09:30:05.800,2622.6000,9918,-1,36130140.000,1,0,1,双平,S,2622.6000,2622.4000,2622.2000,2622.0000,2620.8000,2623.0000,2623.2000,2624.8000,2625.0000,2625.4000,1,2,1,2,1,1,1,10,2,1
SF,IH2009,2020-03-31 09:30:06.300,2623.0000,9918,0,36917040.000,1,0,1,多换,S,2623.0000,2622.6000,2622.4000,2622.2000,2622.0000,2623.2000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,3,1,2,1,10,2,1,1
SF,IH2009,2020-03-31 09:30:06.800,2623.2000,9917,-1,37704000.000,1,0,1,双平,S,2623.4000,2623.0000,2622.6000,2622.4000,2622.2000,2624.8000,2625.0000,2625.4000,2628.6000,2630.0000,2,1,1,3,1,10,2,1,1,1
SF,IH2009,2020-03-31 09:30:07.300,2623.2000,9917,0,38490960.000,1,0,1,多换,S,2623.4000,2623.2000,2623.0000,2622.6000,2622.4000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,1,4,1,10,3,1,1
SF,IH2009,2020-03-31 09:30:07.800,2623.2000,9917,0,38490960.000,0,-,-,-,-,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,4,2,1,1,10,3,1,1
SF,IH2009,2020-03-31 09:30:08.300,2623.2000,9917,0,38490960.000,0,-,-,-,-,2623.6000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,4,2,1,10,3,1,1
SF,IH2009,2020-03-31 09:30:08.800,2623.6000,9917,0,39278040.000,1,0,1,多换,S,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,4,2,1,1,10,3,1,1
SF,IH2009,2020-03-31 09:30:09.300,2623.6000,9917,0,39278040.000,0,-,-,-,-,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,4,2,1,10,3,1,1
SF,IH2009,2020-03-31 09:30:09.800,2624.6000,9917,0,40065420.000,1,0,1,多换,S,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.8000,2625.0000,2625.4000,2628.6000,2630.0000,1,1,1,3,2,10,3,1,1,1
SF,IH2009,2020-03-31 09:30:10.300,2624.6000,9917,0,40852800.000,1,0,1,多换,S,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,3,2,2,10,3,1,1
SF,IH2009,2020-03-31 09:30:10.800,2624.6000,9917,0,41640180.000,1,0,1,多换,S,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,3,2,2,10,3,1,1
SF,IH2009,2020-03-31 09:30:11.300,2624.6000,9917,0,42427560.000,1,0,1,多换,S,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,3,2,2,10,3,1,1
SF,IH2009,2020-03-31 09:30:11.800,2624.6000,9917,0,42427560.000,0,-,-,-,-,2623.2000,2623.0000,2622.6000,2622.4000,2622.0000,2624.6000,2624.8000,2625.0000,2625.4000,2628.6000,1,1,1,3,2,2,10,3,1,1
SF,IH2009,2020-03-31 09:30:12.300,2623.2000,9916,-1,43214520.000,1,0,1,双平,S,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,1,3,2,1,1,2,10,3,1
SF,IH2009,2020-03-31 09:30:12.800,2623.2000,9916,0,43214520.000,0,-,-,-,-,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,1,3,2,1,1,2,10,3,1
SF,IH2009,2020-03-31 09:30:13.300,2623.2000,9916,0,43214520.000,0,-,-,-,-,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,1,3,2,1,1,2,10,3,1
SF,IH2009,2020-03-31 09:30:13.800,2623.2000,9915,-1,44001480.000,1,0,1,双平,S,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,1,3,2,1,1,2,10,3,1
SF,IH2009,2020-03-31 09:30:14.300,2623.2000,9915,0,44001480.000,0,-,-,-,-,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,1,3,2,1,1,2,10,5,1
SF,IH2009,2020-03-31 09:30:14.800,2623.0000,9914,-1,44788380.000,1,0,1,双平,S,2622.6000,2622.4000,2622.0000,2620.8000,2618.2000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,3,2,1,5,1,2,10,5,1
SF,IH2009,2020-03-31 09:30:15.300,2623.0000,9914,0,44788380.000,0,-,-,-,-,2622.8000,2622.6000,2622.4000,2622.0000,2620.8000,2623.0000,2624.4000,2624.6000,2624.8000,2625.0000,1,2,3,2,1,1,1,2,10,5
SF,IH2009,2020-03-31 09:30:15.800,2623.0000,9914,0,45575280.000,1,0,1,多换,S,2623.4000,2623.0000,2622.6000,2622.4000,2622.0000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,2,1,2,3,2,1,2,10,5,1
SF,IH2009,2020-03-31 09:30:16.300,2623.0000,9914,0,45575280.000,0,-,-,-,-,2623.4000,2623.0000,2622.6000,2622.4000,2622.0000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,2,1,2,3,2,2,2,10,5,1
SF,IH2009,2020-03-31 09:30:16.800,2623.0000,9914,0,45575280.000,0,-,-,-,-,2623.4000,2623.0000,2622.6000,2622.4000,2622.0000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,2,1,2,3,2,2,2,10,5,1
SF,IH2009,2020-03-31 09:30:17.300,2623.0000,9912,-2,47149080.000,2,0,2,双平,S,2623.0000,2622.6000,2622.4000,2622.0000,2620.8000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,1,2,3,2,1,2,2,11,5,1
SF,IH2009,2020-03-31 09:30:17.800,2624.4000,9912,0,47936400.000,1,0,1,多换,S,2622.6000,2622.4000,2622.0000,2620.8000,2618.2000,2624.4000,2624.6000,2624.8000,2625.0000,2625.4000,2,3,2,1,5,2,2,11,5,1
SF,IH2009,2020-03-31 09:30:18.300,2624.4000,9912,0,47936400.000,0,-,-,-,-,2622.8000,2622.6000,2622.4000,2622.0000,2620.8000,2624.2000,2624.4000,2624.6000,2624.8000,2625.0000,2,2,3,2,1,2,2,2,11,5
SF,IH2009,2020-03-31 09:30:18.800,2624.4000,9912,0,47936400.000,0,-,-,-,-,2623.0000,2622.8000,2622.6000,2622.4000,2622.0000,2624.2000,2624.4000,2624.6000,2624.8000,2625.0000,1,2,1,3,2,3,1,2,11,5
