市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IC2006,2019-11-19 09:29:00.200,4630.4000,13668,0,926080.000,1.000,-,-,-,-,4630.4000,4628.4000,4626.4000,4624.4000,4623.0000,4635.0000,4638.0000,4639.0000,4640.0000,4641.4000,4,5,5,5,1,1,2,1,1,1
SF,IC2006,2019-11-19 09:30:00.200,4628.4000,13677,9,9258800.000,9,9,0,双开,S,4626.4000,4626.0000,4624.4000,4623.0000,4622.4000,4630.0000,4630.2000,4632.2000,4632.4000,4633.2000,5,1,5,1,5,3,2,1,1,1
SF,IC2006,2019-11-19 09:30:00.700,4628.8000,13676,-1,11109840.000,2,0,2,多平,S,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.8000,4629.6000,4630.2000,4632.2000,4633.2000,4,1,5,5,2,2,1,2,1,1
SF,IC2006,2019-11-19 09:30:01.200,4628.8000,13676,0,11109840.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.6000,4628.8000,4629.6000,4629.8000,4630.0000,4,1,5,5,2,3,2,1,4,3
SF,IC2006,2019-11-19 09:30:01.700,4626.4000,13678,2,12960400.000,2,2,0,双开,S,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.4000,4629.4000,4629.6000,4629.8000,4630.2000,2,1,5,5,2,2,1,1,1,1
SF,IC2006,2019-11-19 09:30:02.200,4626.4000,13678,0,12960400.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.4000,4629.4000,4629.6000,4630.2000,4632.2000,2,1,5,5,2,2,1,1,1,1
SF,IC2006,2019-11-19 09:30:02.700,4626.4000,13678,0,12960400.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.4000,4629.4000,4629.6000,4630.2000,4632.2000,2,1,5,5,2,2,1,1,1,1
SF,IC2006,2019-11-19 09:30:03.200,4626.4000,13678,0,12960400.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.4000,4629.4000,4629.6000,4630.2000,4632.2000,2,1,5,5,2,3,1,1,1,1
SF,IC2006,2019-11-19 09:30:03.700,4626.4000,13678,0,12960400.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4627.6000,4628.0000,4628.2000,4628.4000,4629.4000,2,1,5,5,2,1,1,2,3,1
SF,IC2006,2019-11-19 09:30:04.200,4626.4000,13678,0,12960400.000,0,-,-,-,-,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4627.2000,4627.4000,4628.2000,4628.4000,4629.4000,2,1,5,5,2,1,1,2,1,1
SF,IC2006,2019-11-19 09:30:04.700,4627.2000,13677,-1,13885840.000,1,0,1,双平,S,4626.4000,4626.0000,4624.4000,4622.4000,4622.0000,4628.4000,4629.4000,4630.2000,4631.0000,4633.8000,2,1,5,5,1,1,1,1,2,2
SF,IC2006,2019-11-19 09:30:05.200,4627.2000,13677,0,13885840.000,0,-,-,-,-,4626.6000,4626.4000,4626.0000,4624.4000,4622.4000,4628.2000,4628.4000,4629.4000,4630.2000,4631.0000,9,2,1,5,5,1,1,1,1,2
SF,IC2006,2019-11-19 09:30:05.700,4626.6000,13679,2,15736480.000,2,2,0,双开,S,4626.6000,4626.4000,4626.0000,4624.4000,4622.4000,4628.2000,4628.4000,4629.4000,4630.2000,4631.0000,7,2,1,5,5,1,1,1,1,2
SF,IC2006,2019-11-19 09:30:06.700,4626.6000,13679,0,15736480.000,0,-,-,-,-,4626.6000,4626.4000,4626.0000,4624.4000,4622.4000,4628.2000,4628.4000,4629.4000,4631.0000,4633.8000,7,2,1,5,5,1,1,1,2,1
SF,IC2006,2019-11-19 09:30:07.200,4626.6000,13680,1,16661800.000,1,1,0,双开,S,4626.6000,4626.4000,4626.0000,4624.4000,4622.4000,4628.2000,4628.4000,4629.4000,4631.0000,4633.8000,6,2,1,5,5,1,1,1,2,1
SF,IC2006,2019-11-19 09:30:07.700,4628.4000,13680,0,17587480.000,1,0,1,多换,S,4628.2000,4626.8000,4626.6000,4626.4000,4626.0000,4631.0000,4633.8000,4635.0000,4635.2000,4635.4000,1,2,6,2,1,2,1,2,1,1
SF,IC2006,2019-11-19 09:30:08.200,4628.4000,13680,0,17587480.000,0,-,-,-,-,4628.4000,4628.2000,4626.4000,4626.0000,4624.4000,4630.8000,4631.0000,4633.8000,4635.0000,4635.2000,7,1,2,1,5,3,2,1,2,1
SF,IC2006,2019-11-19 09:30:08.700,4628.4000,13680,0,17587480.000,0,-,-,-,-,4628.4000,4628.2000,4626.4000,4626.0000,4624.4000,4630.8000,4631.0000,4633.8000,4635.0000,4635.2000,7,1,2,1,5,3,2,1,2,1
SF,IC2006,2019-11-19 09:30:09.200,4628.4000,13680,0,17587480.000,0,-,-,-,-,4628.4000,4628.2000,4626.4000,4626.0000,4624.4000,4631.0000,4631.8000,4633.8000,4635.0000,4635.2000,7,1,2,1,5,2,1,1,2,1
