市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IC2010,2020-09-07 09:29:00.400,6493.6000,7025,0,6493600.000,5.000,-,-,-,-,6491.0000,6483.6000,6482.4000,6482.0000,6480.8000,6510.0000,6518.0000,6523.0000,6529.0000,6531.4000,1,1,1,5,1,13,3,5,5,1
SF,IC2010,2020-09-07 09:30:00.400,6509.0000,7026,1,9097160.000,2,1,1,空开,S,6504.0000,6495.2000,6494.8000,6493.4000,6491.2000,6510.0000,6518.0000,6531.4000,6557.8000,6561.0000,1,1,1,1,1,14,3,1,1,1
SF,IC2010,2020-09-07 09:30:00.900,6504.0000,7024,-2,11698760.000,2,0,2,双平,S,6494.8000,6493.4000,6491.2000,6491.0000,6483.6000,6507.0000,6509.6000,6509.8000,6510.0000,6518.0000,1,1,1,1,1,2,3,3,14,3
SF,IC2010,2020-09-07 09:30:01.400,6504.0000,7024,0,11698760.000,0,-,-,-,-,6502.0000,6501.2000,6501.0000,6500.8000,6498.0000,6504.0000,6507.0000,6509.6000,6509.8000,6510.0000,1,1,1,1,2,1,2,3,1,14
SF,IC2010,2020-09-07 09:30:01.900,6503.8000,7023,-1,14300320.000,2,0,2,多平,S,6503.8000,6502.2000,6497.2000,6494.8000,6493.4000,6506.8000,6509.6000,6510.0000,6518.0000,6531.4000,1,1,1,1,1,1,3,14,2,1
SF,IC2010,2020-09-07 09:30:02.400,6503.8000,7023,0,14300320.000,0,-,-,-,-,6504.0000,6502.2000,6497.2000,6496.2000,6494.8000,6509.6000,6510.0000,6518.0000,6557.8000,6561.0000,2,1,1,1,1,3,14,2,1,1
SF,IC2010,2020-09-07 09:30:02.900,6503.8000,7023,0,14300320.000,0,-,-,-,-,6504.8000,6504.2000,6504.0000,6502.2000,6497.2000,6509.4000,6509.6000,6510.0000,6518.0000,6557.8000,1,1,2,1,1,2,3,14,2,1
SF,IC2010,2020-09-07 09:30:03.400,6504.6000,7021,-2,16902160.000,2,0,2,双平,S,6505.0000,6504.8000,6504.0000,6497.2000,6496.2000,6508.8000,6509.4000,6510.0000,6518.0000,6557.8000,1,1,2,1,1,2,2,14,2,1
SF,IC2010,2020-09-07 09:30:03.900,6504.6000,7021,0,16902160.000,0,-,-,-,-,6505.2000,6505.0000,6504.8000,6504.0000,6497.2000,6509.4000,6510.0000,6518.0000,6557.8000,6561.0000,3,1,1,1,1,1,14,2,1,1
SF,IC2010,2020-09-07 09:30:04.400,6504.6000,7021,0,16902160.000,0,-,-,-,-,6505.2000,6504.8000,6497.2000,6496.2000,6494.8000,6507.4000,6509.2000,6509.4000,6510.0000,6518.0000,1,1,1,1,1,1,2,1,14,2
SF,IC2010,2020-09-07 09:30:04.900,6504.6000,7021,0,16902160.000,0,-,-,-,-,6505.4000,6505.2000,6504.8000,6497.2000,6496.2000,6509.2000,6510.0000,6518.0000,6557.8000,6561.0000,2,1,1,1,1,1,14,2,1,1
SF,IC2010,2020-09-07 09:30:05.400,6505.4000,7022,1,20805400.000,3,2,1,空开,S,6505.6000,6497.2000,6496.2000,6491.2000,6491.0000,6509.0000,6510.0000,6513.4000,6518.0000,6557.8000,2,1,1,1,1,1,14,5,2,1
SF,IC2010,2020-09-07 09:30:05.900,6505.6000,7021,-1,23407640.000,2,0,2,多平,S,6506.8000,6505.6000,6497.2000,6496.2000,6491.2000,6508.8000,6509.0000,6510.0000,6519.2000,6557.8000,1,1,1,1,1,1,1,14,5,1
SF,IC2010,2020-09-07 09:30:06.400,6506.8000,7018,-3,27312560.000,3,0,3,双平,S,6505.6000,6497.2000,6496.2000,6491.2000,6491.0000,6510.0000,6519.2000,6557.8000,6561.0000,6567.4000,1,1,1,1,1,14,5,1,1,6
SF,IC2010,2020-09-07 09:30:06.900,6506.8000,7018,0,28613920.000,1,0,1,多换,S,6505.8000,6505.6000,6496.2000,6491.2000,6491.0000,6510.0000,6519.2000,6557.8000,6561.0000,6567.4000,2,1,1,1,1,14,5,1,1,6
SF,IC2010,2020-09-07 09:30:07.400,6506.8000,7018,0,28613920.000,0,-,-,-,-,6507.8000,6506.0000,6505.8000,6496.2000,6491.2000,6510.0000,6519.2000,6557.8000,6561.0000,6567.4000,1,1,2,1,1,14,5,1,1,6
SF,IC2010,2020-09-07 09:30:07.900,6506.8000,7018,0,28613920.000,0,-,-,-,-,6508.0000,6506.0000,6496.2000,6491.2000,6491.0000,6510.0000,6519.2000,6557.8000,6561.0000,6567.4000,1,1,1,1,1,14,5,1,1,6
