市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IC2012,2020-06-30 09:29:00.400,5426.6000,34819,0,13023840.000,12.000,-,-,-,-,5426.0000,5425.0000,5424.0000,5421.6000,5420.2000,5426.6000,5427.6000,5429.0000,5429.6000,5430.0000,1,1,2,2,2,2,3,1,3,5
SF,IC2012,2020-06-30 09:30:00.400,5430.4000,34820,1,35827640.000,21,11,10,空开,S,5430.4000,5430.0000,5429.8000,5429.6000,5429.4000,5432.0000,5433.0000,5435.0000,5435.4000,5436.6000,1,1,1,7,1,1,2,2,1,5
SF,IC2012,2020-06-30 09:30:00.900,5430.6000,34812,-8,46689920.000,10,1,9,多平,S,5430.0000,5429.8000,5429.4000,5429.2000,5428.6000,5433.0000,5435.0000,5435.4000,5436.6000,5437.0000,1,1,1,1,3,2,2,1,5,5
SF,IC2012,2020-06-30 09:30:01.400,5433.0000,34810,-2,48863120.000,2,0,2,双平,S,5433.0000,5430.2000,5430.0000,5429.8000,5429.2000,5435.0000,5435.4000,5436.6000,5437.0000,5437.8000,4,1,2,1,1,2,1,5,5,1
SF,IC2012,2020-06-30 09:30:01.900,5433.2000,34807,-3,52123760.000,3,0,3,双平,S,5433.0000,5429.8000,5428.8000,5428.6000,5428.4000,5435.4000,5436.6000,5437.0000,5437.8000,5438.6000,1,1,5,2,3,1,5,5,1,3
SF,IC2012,2020-06-30 09:30:02.400,5435.4000,34805,-2,54297880.000,2,0,2,双平,S,5435.6000,5435.4000,5433.6000,5433.2000,5433.0000,5436.6000,5437.0000,5437.8000,5438.6000,5439.6000,5,4,2,1,1,5,5,1,3,4
SF,IC2012,2020-06-30 09:30:02.900,5435.0000,34804,-1,62994560.000,8,3,5,多平,S,5435.0000,5433.0000,5429.8000,5428.8000,5428.6000,5436.6000,5437.0000,5437.8000,5438.6000,5438.8000,2,1,1,5,2,5,5,1,3,5
SF,IC2012,2020-06-30 09:30:03.400,5436.4000,34803,-1,66256400.000,3,1,2,多平,S,5435.2000,5435.0000,5429.8000,5428.8000,5428.6000,5436.4000,5436.6000,5437.0000,5437.8000,5438.6000,1,5,1,5,2,3,5,5,1,3
SF,IC2012,2020-06-30 09:30:03.900,5436.4000,34803,0,66256400.000,0,-,-,-,-,5435.0000,5429.8000,5428.8000,5428.6000,5428.4000,5436.2000,5436.4000,5436.6000,5437.0000,5437.8000,3,1,5,1,3,1,3,5,5,1
SF,IC2012,2020-06-30 09:30:04.400,5436.4000,34803,0,66256400.000,0,-,-,-,-,5435.2000,5435.0000,5429.8000,5428.8000,5428.6000,5436.0000,5436.2000,5436.6000,5437.0000,5437.8000,2,4,1,5,1,4,4,5,5,1
