市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IC2006,2019-12-02 09:29:00.100,4673.6000,19371,0,1869440.000,2.000,-,-,-,-,4670.0000,4665.8000,4663.0000,4659.8000,4659.6000,4673.6000,4676.6000,4677.6000,4678.0000,4679.6000,1,1,2,1,5,4,4,6,6,3
SF,IC2006,2019-12-02 09:30:00.100,4673.8000,19372,1,11213080.000,10,5,5,空开,S,4673.6000,4666.6000,4665.8000,4663.0000,4659.6000,4676.6000,4677.6000,4678.0000,4679.6000,4680.0000,3,1,1,2,5,4,6,5,3,1
SF,IC2006,2019-12-02 09:30:00.600,4676.6000,19370,-2,14017840.000,3,0,3,多平,S,4674.0000,4673.6000,4670.0000,4666.6000,4665.8000,4676.6000,4677.6000,4679.6000,4680.0000,4683.2000,1,24,1,1,1,3,6,3,1,1
SF,IC2006,2019-12-02 09:30:01.100,4676.6000,19370,0,14017840.000,0,-,-,-,-,4674.2000,4674.0000,4673.8000,4673.6000,4670.0000,4676.6000,4677.6000,4679.6000,4680.0000,4683.2000,1,1,1,22,1,3,6,3,1,1
SF,IC2006,2019-12-02 09:30:01.600,4676.6000,19369,-1,14953160.000,1,0,1,双平,S,4674.6000,4674.2000,4673.8000,4673.6000,4670.4000,4676.6000,4677.6000,4679.6000,4680.0000,4683.2000,1,6,1,22,5,2,6,3,1,1
SF,IC2006,2019-12-02 09:30:02.100,4674.4000,19368,-1,22433800.000,8,3,5,多平,S,4674.4000,4674.2000,4673.8000,4673.6000,4670.4000,4677.6000,4679.6000,4680.0000,4683.2000,4683.6000,1,6,1,22,5,6,3,1,1,3
SF,IC2006,2019-12-02 09:30:02.600,4674.4000,19367,-1,23368680.000,1,0,1,双平,S,4676.6000,4674.8000,4674.6000,4674.2000,4673.8000,4677.4000,4677.6000,4679.6000,4680.0000,4683.2000,10,2,2,6,1,4,6,3,1,1
SF,IC2006,2019-12-02 09:30:03.100,4674.4000,19367,0,23368680.000,0,-,-,-,-,4676.8000,4676.6000,4674.8000,4674.6000,4674.2000,4677.4000,4677.6000,4679.6000,4680.0000,4683.2000,1,11,2,2,6,4,6,3,1,1
SF,IC2006,2019-12-02 09:30:03.600,4676.6000,19368,1,25239480.000,2,1,1,空开,S,4676.6000,4674.8000,4674.6000,4674.2000,4673.8000,4677.4000,4677.6000,4679.6000,4680.0000,4683.2000,10,2,2,6,1,3,6,3,1,1
SF,IC2006,2019-12-02 09:30:04.100,4677.6000,19370,2,28981440.000,4,3,1,空开,S,4676.6000,4674.8000,4674.6000,4674.4000,4674.2000,4677.6000,4679.6000,4680.0000,4683.2000,4683.6000,11,2,2,1,6,5,3,1,1,3
SF,IC2006,2019-12-02 09:30:04.600,4677.6000,19370,0,33659040.000,5,2,3,多换,S,4677.6000,4676.8000,4676.6000,4674.8000,4674.6000,4679.6000,4680.0000,4683.2000,4683.6000,4686.6000,2,2,11,2,2,3,1,1,3,4
SF,IC2006,2019-12-02 09:30:05.100,4679.6000,19368,-2,35530880.000,2,0,2,双平,S,4677.8000,4677.6000,4676.8000,4676.6000,4674.8000,4679.6000,4680.0000,4683.2000,4683.6000,4686.6000,3,2,3,11,2,1,1,1,3,4
SF,IC2006,2019-12-02 09:30:05.600,4679.6000,19366,-2,37402360.000,2,0,2,双平,S,4677.8000,4677.6000,4676.8000,4676.6000,4674.8000,4680.0000,4683.2000,4683.6000,4686.6000,4687.0000,1,2,2,11,2,1,1,3,4,1
SF,IC2006,2019-12-02 09:30:06.100,4680.0000,19364,-2,39274360.000,2,0,2,双平,S,4678.0000,4677.8000,4677.6000,4676.8000,4676.6000,4680.0000,4683.2000,4683.6000,4686.6000,4687.0000,1,1,2,1,11,2,1,3,4,1
SF,IC2006,2019-12-02 09:30:06.600,4680.0000,19362,-2,41146360.000,2,0,2,双平,S,4678.0000,4677.8000,4677.6000,4676.8000,4676.6000,4680.0000,4683.2000,4683.6000,4686.6000,4687.0000,3,1,1,1,11,1,1,3,4,1
SF,IC2006,2019-12-02 09:30:07.100,4678.0000,19360,-2,45825120.000,5,1,4,多平,S,4677.6000,4676.8000,4676.6000,4674.8000,4674.6000,4683.2000,4683.6000,4686.6000,4687.0000,4688.0000,1,1,11,2,2,1,3,4,1,1
SF,IC2006,2019-12-02 09:30:07.600,4678.0000,19360,0,45825120.000,0,-,-,-,-,4680.0000,4678.8000,4677.8000,4677.6000,4676.6000,4681.0000,4683.0000,4683.2000,4683.6000,4686.6000,3,1,1,1,11,1,3,1,3,4
SF,IC2006,2019-12-02 09:30:08.100,4682.8000,19361,1,51442040.000,6,3,3,空开,S,4679.6000,4678.8000,4677.8000,4677.6000,4676.6000,4683.0000,4683.2000,4683.6000,4686.6000,4687.0000,7,1,1,1,11,3,1,3,4,1
SF,IC2006,2019-12-02 09:30:08.600,4679.8000,19360,-1,52378000.000,1,0,1,双平,S,4679.6000,4678.8000,4678.2000,4677.6000,4676.6000,4683.0000,4683.2000,4683.6000,4686.0000,4686.6000,7,1,1,1,11,3,1,3,2,4
SF,IC2006,2019-12-02 09:30:09.100,4683.0000,19360,0,56123800.000,4,2,2,多换,S,4683.0000,4679.8000,4679.6000,4678.8000,4678.2000,4683.2000,4683.6000,4686.0000,4686.6000,4687.0000,3,1,7,1,1,1,3,2,4,1
SF,IC2006,2019-12-02 09:30:09.600,4683.0000,19360,0,58933600.000,3,1,2,多换,S,4679.8000,4679.6000,4678.2000,4678.0000,4677.6000,4683.0000,4683.2000,4683.6000,4686.0000,4686.6000,1,7,1,1,1,1,1,3,2,4
SF,IC2006,2019-12-02 09:30:10.100,4682.8000,19359,-1,62677960.000,4,1,3,多平,S,4679.6000,4678.2000,4678.0000,4677.6000,4676.6000,4683.0000,4683.2000,4683.6000,4686.0000,4686.6000,5,1,1,1,11,2,1,3,2,4
SF,IC2006,2019-12-02 09:30:10.600,4682.8000,19359,0,62677960.000,0,-,-,-,-,4679.6000,4678.0000,4677.6000,4676.6000,4674.8000,4682.8000,4683.0000,4683.2000,4683.6000,4686.0000,5,1,1,11,2,1,2,1,3,2
SF,IC2006,2019-12-02 09:30:11.100,4679.6000,19359,0,65485720.000,3,1,2,多换,S,4679.6000,4678.0000,4677.6000,4676.6000,4674.8000,4679.8000,4682.8000,4683.2000,4683.6000,4686.0000,2,1,1,11,2,1,1,1,3,2
SF,IC2006,2019-12-02 09:30:11.600,4679.8000,19359,0,66421680.000,1,0,1,多换,S,4679.8000,4679.6000,4678.4000,4677.6000,4676.6000,4682.8000,4683.2000,4683.6000,4686.0000,4686.6000,1,2,1,1,11,1,1,3,2,4
SF,IC2006,2019-12-02 09:30:12.100,4679.6000,19357,-2,70165440.000,4,1,3,多平,S,4677.6000,4676.6000,4674.8000,4674.6000,4674.2000,4682.8000,4683.2000,4683.6000,4686.0000,4686.6000,1,11,2,2,6,1,1,3,2,4
SF,IC2006,2019-12-02 09:30:12.600,4679.6000,19357,0,70165440.000,0,-,-,-,-,4678.2000,4677.8000,4677.6000,4676.6000,4674.8000,4682.8000,4683.2000,4683.6000,4686.0000,4686.6000,1,1,1,11,2,1,1,3,2,4
SF,IC2006,2019-12-02 09:30:13.100,4679.6000,19357,0,70165440.000,0,-,-,-,-,4678.6000,4678.4000,4678.2000,4677.6000,4676.6000,4682.8000,4683.2000,4683.6000,4686.0000,4686.6000,1,1,1,1,11,1,1,3,2,4
