市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IF2006,2020-01-20 09:29:00.300,4187.8000,18907,0,2512680.000,2.000,-,-,-,-,4187.6000,4185.0000,4184.4000,4183.6000,4180.6000,4189.2000,4190.8000,4193.6000,4194.0000,4195.0000,1,1,1,1,2,1,1,1,2,2
SF,IF2006,2020-01-20 09:30:00.300,4188.0000,18907,0,6281760.000,3,1,2,多换,S,4185.0000,4184.4000,4183.6000,4180.0000,4178.6000,4187.8000,4188.0000,4189.2000,4190.2000,4190.8000,1,1,1,1,3,1,1,1,1,1
SF,IF2006,2020-01-20 09:30:00.800,4188.0000,18907,0,6281760.000,0,-,-,-,-,4185.2000,4185.0000,4184.4000,4180.0000,4178.6000,4187.6000,4187.8000,4188.0000,4189.2000,4190.2000,4,1,1,1,3,1,1,2,1,1
SF,IF2006,2020-01-20 09:30:01.300,4188.0000,18908,1,7538160.000,1,1,0,双开,S,4185.6000,4185.4000,4185.2000,4185.0000,4184.4000,4188.0000,4189.2000,4190.2000,4190.8000,4191.0000,5,1,4,1,1,2,1,1,1,2
SF,IF2006,2020-01-20 09:30:01.800,4188.0000,18908,0,7538160.000,0,-,-,-,-,4185.8000,4185.6000,4185.0000,4184.4000,4180.0000,4187.6000,4187.8000,4188.0000,4189.2000,4190.2000,5,1,1,1,6,1,3,1,1,1
SF,IF2006,2020-01-20 09:30:02.300,4186.6000,18908,0,8794140.000,1,0,1,多换,S,4186.6000,4185.8000,4185.6000,4185.0000,4184.4000,4187.4000,4187.6000,4187.8000,4188.0000,4189.2000,1,5,1,1,1,1,1,1,1,1
SF,IF2006,2020-01-20 09:30:02.800,4187.6000,18908,0,10050420.000,1,0,1,多换,S,4186.8000,4185.8000,4185.6000,4185.0000,4184.4000,4187.8000,4188.0000,4189.2000,4190.0000,4190.2000,2,2,1,1,1,1,1,1,1,1
SF,IF2006,2020-01-20 09:30:03.300,4187.6000,18908,0,10050420.000,0,-,-,-,-,4185.8000,4185.6000,4185.0000,4184.4000,4180.0000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,1,1,1,1,6,2,1,1,1,1
SF,IF2006,2020-01-20 09:30:03.800,4187.6000,18908,0,10050420.000,0,-,-,-,-,4186.0000,4185.8000,4185.6000,4185.0000,4184.4000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,2,1,1,1,1,2,1,1,1,1
SF,IF2006,2020-01-20 09:30:04.300,4187.6000,18907,-1,11306700.000,1,0,1,双平,S,4186.0000,4185.8000,4185.0000,4184.4000,4180.0000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,2,1,1,1,6,1,1,1,1,1
SF,IF2006,2020-01-20 09:30:04.800,4187.8000,18907,0,16331880.000,4,2,2,多换,S,4187.6000,4186.2000,4185.0000,4184.4000,4180.0000,4188.0000,4189.2000,4190.0000,4190.2000,4190.8000,1,1,1,1,5,1,1,1,1,1
SF,IF2006,2020-01-20 09:30:05.300,4186.2000,18906,-1,18844020.000,2,0,2,多平,S,4185.0000,4184.4000,4180.0000,4178.6000,4171.0000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,1,1,5,3,10,2,3,3,1,1
SF,IF2006,2020-01-20 09:30:05.800,4187.2000,18906,0,20100180.000,1,0,1,多换,S,4185.2000,4185.0000,4184.4000,4180.0000,4178.6000,4187.4000,4187.6000,4187.8000,4188.0000,4189.2000,1,1,1,5,3,7,2,1,2,1
SF,IF2006,2020-01-20 09:30:06.300,4187.4000,18904,-2,28892760.000,7,2,5,多平,S,4185.4000,4185.0000,4184.4000,4180.0000,4178.6000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,3,1,1,5,3,1,1,2,1,1
SF,IF2006,2020-01-20 09:30:06.800,4187.4000,18904,0,28892760.000,0,-,-,-,-,4185.6000,4185.4000,4185.0000,4184.4000,4180.0000,4187.4000,4187.6000,4187.8000,4188.0000,4189.2000,1,1,1,1,5,6,2,1,2,1
SF,IF2006,2020-01-20 09:30:07.300,4187.4000,18905,1,31405200.000,2,1,1,空开,S,4187.4000,4185.6000,4185.4000,4185.0000,4184.4000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,2,1,1,1,1,1,1,2,1,1
SF,IF2006,2020-01-20 09:30:07.800,4187.4000,18904,-1,33917640.000,2,0,2,多平,S,4185.6000,4185.4000,4185.0000,4184.4000,4180.0000,4187.4000,4187.6000,4187.8000,4188.0000,4189.2000,1,1,1,1,5,7,2,1,2,1
SF,IF2006,2020-01-20 09:30:08.300,4187.4000,18904,0,33917640.000,0,-,-,-,-,4185.6000,4185.4000,4185.0000,4184.4000,4180.0000,4187.2000,4187.4000,4187.6000,4187.8000,4188.0000,1,1,1,1,5,1,4,2,1,2
SF,IF2006,2020-01-20 09:30:08.800,4185.6000,18903,-1,35173320.000,1,0,1,双平,S,4185.4000,4185.0000,4184.4000,4180.0000,4178.6000,4187.0000,4187.2000,4187.4000,4187.6000,4187.8000,1,1,1,5,3,2,1,5,2,1
SF,IF2006,2020-01-20 09:30:09.300,4187.0000,18904,1,41453700.000,5,3,2,空开,S,4185.4000,4185.0000,4184.4000,4180.0000,4178.6000,4187.2000,4187.4000,4187.6000,4187.8000,4188.0000,1,1,1,5,3,1,5,1,1,2
SF,IF2006,2020-01-20 09:30:09.800,4187.0000,18904,0,41453700.000,0,-,-,-,-,4185.6000,4185.4000,4185.0000,4184.4000,4180.0000,4187.0000,4187.2000,4187.4000,4187.6000,4187.8000,1,1,1,1,5,1,2,5,1,1
SF,IF2006,2020-01-20 09:30:10.300,4185.8000,18903,-1,42709440.000,1,0,1,双平,S,4185.6000,4185.4000,4185.0000,4184.4000,4180.0000,4186.8000,4187.0000,4187.2000,4187.4000,4187.6000,1,1,1,1,5,1,1,2,5,1
SF,IF2006,2020-01-20 09:30:10.800,4185.8000,18903,0,42709440.000,0,-,-,-,-,4185.6000,4185.0000,4184.4000,4180.0000,4178.6000,4186.8000,4187.0000,4187.2000,4187.4000,4187.6000,1,1,1,5,3,1,1,2,5,1
SF,IF2006,2020-01-20 09:30:11.300,4185.8000,18903,0,42709440.000,0,-,-,-,-,4185.8000,4185.6000,4185.0000,4184.4000,4180.0000,4186.8000,4187.0000,4187.2000,4187.4000,4187.6000,1,1,1,1,5,1,1,2,5,1
SF,IF2006,2020-01-20 09:30:11.800,4185.8000,18903,0,42709440.000,0,-,-,-,-,4186.0000,4185.8000,4185.0000,4184.4000,4180.0000,4186.6000,4186.8000,4187.0000,4187.2000,4187.4000,1,1,1,1,5,1,1,1,2,5
SF,IF2006,2020-01-20 09:30:12.300,4185.8000,18901,-2,46477080.000,3,0,3,多平,S,4185.0000,4180.0000,4178.6000,4171.0000,4170.0000,4187.2000,4187.4000,4187.6000,4187.8000,4188.0000,1,5,3,10,2,1,2,1,1,2
SF,IF2006,2020-01-20 09:30:12.800,4185.8000,18901,0,46477080.000,0,-,-,-,-,4187.2000,4186.8000,4185.4000,4185.2000,4185.0000,4187.6000,4187.8000,4188.0000,4189.2000,4190.0000,3,2,1,5,1,1,1,2,1,2
SF,IF2006,2020-01-20 09:30:13.300,4187.2000,18900,-1,51501780.000,4,1,3,多平,S,4186.8000,4185.4000,4185.2000,4185.0000,4180.0000,4187.2000,4187.4000,4187.6000,4187.8000,4188.0000,2,1,5,1,5,3,1,1,1,2
SF,IF2006,2020-01-20 09:30:13.800,4187.2000,18900,0,51501780.000,0,-,-,-,-,4186.8000,4185.4000,4185.2000,4185.0000,4180.0000,4187.2000,4187.6000,4187.8000,4188.0000,4189.2000,2,1,5,1,5,3,1,1,2,1
SF,IF2006,2020-01-20 09:30:14.300,4187.2000,18899,-1,57782220.000,5,2,3,多平,S,4185.4000,4185.2000,4185.0000,4180.0000,4178.6000,4187.2000,4187.6000,4187.8000,4188.0000,4189.2000,1,5,1,5,3,1,1,1,2,1
SF,IF2006,2020-01-20 09:30:14.800,4187.2000,18899,0,57782220.000,0,-,-,-,-,4185.6000,4185.4000,4185.2000,4185.0000,4180.0000,4187.0000,4187.2000,4187.4000,4187.6000,4187.8000,2,1,2,1,5,1,1,3,1,1
SF,IF2006,2020-01-20 09:30:15.300,4187.2000,18899,0,57782220.000,0,-,-,-,-,4185.6000,4185.4000,4185.2000,4185.0000,4180.0000,4187.0000,4187.2000,4187.4000,4187.6000,4187.8000,1,1,2,1,5,1,1,2,1,1
SF,IF2006,2020-01-20 09:30:15.800,4187.2000,18899,0,59038380.000,1,0,1,多换,S,4185.8000,4185.6000,4185.4000,4185.2000,4185.0000,4187.0000,4187.2000,4187.4000,4187.6000,4187.8000,1,1,1,2,1,1,1,2,1,1
SF,IF2006,2020-01-20 09:30:16.300,4187.2000,18899,0,59038380.000,0,-,-,-,-,4186.0000,4185.8000,4185.4000,4185.2000,4185.0000,4187.0000,4187.6000,4187.8000,4188.0000,4188.2000,1,1,1,2,1,1,1,1,2,2
SF,IF2006,2020-01-20 09:30:16.800,4186.0000,18898,-1,60294180.000,1,0,1,双平,S,4185.8000,4185.4000,4185.2000,4185.0000,4180.0000,4187.0000,4187.6000,4187.8000,4188.0000,4188.2000,1,1,2,1,5,1,2,1,2,2
SF,IF2006,2020-01-20 09:30:17.300,4186.0000,18898,0,60294180.000,0,-,-,-,-,4185.4000,4185.2000,4185.0000,4180.0000,4178.6000,4186.8000,4187.0000,4187.6000,4187.8000,4188.0000,1,2,1,5,3,1,1,2,1,2
SF,IF2006,2020-01-20 09:30:17.800,4186.0000,18898,0,60294180.000,0,-,-,-,-,4185.4000,4185.2000,4185.0000,4180.0000,4178.6000,4186.6000,4186.8000,4187.2000,4187.6000,4187.8000,1,2,1,5,3,1,1,3,2,1
SF,IF2006,2020-01-20 09:30:18.300,4186.0000,18898,0,60294180.000,0,-,-,-,-,4185.4000,4185.2000,4185.0000,4180.0000,4178.6000,4186.6000,4186.8000,4187.2000,4187.6000,4187.8000,1,1,1,5,3,1,1,3,2,1
