市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IF2009,2020-05-15 09:29:00.200,3802.0000,22214,0,12546600.000,11.000,-,-,-,-,3801.2000,3801.0000,3800.6000,3795.0000,3794.6000,3804.4000,3809.6000,3810.0000,3811.2000,3813.0000,1,4,1,1,1,1,1,1,1,4
SF,IF2009,2020-05-15 09:30:00.200,3804.6000,22213,-1,21685200.000,8,3,5,多平,S,3804.6000,3804.4000,3801.8000,3801.6000,3801.4000,3813.0000,3813.2000,3814.8000,3816.0000,3818.2000,6,1,1,7,1,3,1,1,1,1
SF,IF2009,2020-05-15 09:30:00.700,3805.0000,22207,-6,30819240.000,8,1,7,多平,S,3805.0000,3804.8000,3804.6000,3804.4000,3804.0000,3809.4000,3811.2000,3811.4000,3812.4000,3812.6000,2,6,8,1,1,2,1,2,3,6
SF,IF2009,2020-05-15 09:30:01.200,3805.0000,22205,-2,34243740.000,3,0,3,多平,S,3805.2000,3805.0000,3804.8000,3804.6000,3804.4000,3809.2000,3809.4000,3811.2000,3811.4000,3812.4000,1,1,3,8,1,4,2,1,2,3
SF,IF2009,2020-05-15 09:30:01.700,3805.0000,22204,-1,35385240.000,1,0,1,双平,S,3805.2000,3805.0000,3804.8000,3804.6000,3804.4000,3806.6000,3808.0000,3809.0000,3809.2000,3811.2000,1,1,1,8,1,1,1,1,7,1
SF,IF2009,2020-05-15 09:30:02.200,3805.2000,22201,-3,39952740.000,4,0,4,多平,S,3805.0000,3804.8000,3804.6000,3804.4000,3804.0000,3808.8000,3809.0000,3809.2000,3811.4000,3812.4000,1,1,6,1,1,1,1,6,2,3
SF,IF2009,2020-05-15 09:30:02.700,3806.6000,22199,-2,42236700.000,2,0,2,双平,S,3805.0000,3804.8000,3804.6000,3804.4000,3804.0000,3805.2000,3807.8000,3808.6000,3808.8000,3809.0000,1,3,6,1,1,1,1,6,1,1
SF,IF2009,2020-05-15 09:30:03.200,3805.4000,22198,-1,43378320.000,1,0,1,双平,S,3805.2000,3805.0000,3804.8000,3804.6000,3804.4000,3808.6000,3811.4000,3812.4000,3814.8000,3816.0000,4,3,3,6,1,1,2,3,1,1
SF,IF2009,2020-05-15 09:30:03.700,3807.4000,22198,0,44520540.000,1,0,1,多换,S,3807.0000,3806.6000,3806.4000,3806.2000,3805.8000,3811.4000,3812.4000,3814.8000,3816.0000,3818.2000,3,4,1,1,1,2,3,1,1,1
SF,IF2009,2020-05-15 09:30:04.200,3807.4000,22198,0,44520540.000,0,-,-,-,-,3808.2000,3807.8000,3807.2000,3807.0000,3806.6000,3809.4000,3810.8000,3811.2000,3811.4000,3812.4000,1,1,2,3,4,1,1,8,2,3
SF,IF2009,2020-05-15 09:30:04.700,3809.4000,22198,0,45663360.000,1,0,1,多换,S,3808.2000,3808.0000,3807.2000,3807.0000,3806.6000,3811.2000,3812.4000,3814.8000,3816.0000,3818.2000,1,2,2,7,2,1,1,1,1,1
SF,IF2009,2020-05-15 09:30:05.200,3809.4000,22198,0,45663360.000,0,-,-,-,-,3809.0000,3808.6000,3808.0000,3807.2000,3807.0000,3810.8000,3811.2000,3812.4000,3814.8000,3816.0000,1,1,2,1,7,6,1,1,1,1
SF,IF2009,2020-05-15 09:30:05.700,3809.0000,22197,-1,46806060.000,1,0,1,双平,S,3809.4000,3808.6000,3808.2000,3807.2000,3807.0000,3810.6000,3810.8000,3812.4000,3814.8000,3816.0000,4,1,1,1,7,2,6,1,1,1
SF,IF2009,2020-05-15 09:30:06.200,3809.0000,22197,0,46806060.000,0,-,-,-,-,3809.6000,3809.4000,3809.0000,3807.2000,3807.0000,3810.6000,3812.4000,3814.8000,3816.0000,3818.2000,1,4,1,1,7,1,1,1,1,1
