市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IF2002,2019-12-30 09:29:00.200,4036.8000,1325,0,2422080.000,2.000,-,-,-,-,4032.6000,4031.8000,4027.6000,4025.2000,4025.0000,4037.8000,4039.4000,4040.2000,4041.6000,4042.8000,1,1,1,3,3,1,2,1,5,1
SF,IF2002,2019-12-30 09:30:00.200,4031.8000,1326,1,3631620.000,1,1,0,双开,S,4025.2000,4025.0000,4024.8000,4024.6000,4024.4000,4037.4000,4037.6000,4037.8000,4039.4000,4040.2000,3,3,3,3,3,1,2,2,2,1
SF,IF2002,2019-12-30 09:30:00.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4030.0000,4029.2000,4028.0000,4026.4000,4025.6000,4037.2000,4037.4000,4037.6000,4037.8000,4040.2000,1,1,1,2,1,3,1,4,2,1
SF,IF2002,2019-12-30 09:30:01.200,4031.8000,1326,0,3631620.000,0,-,-,-,-,4030.2000,4029.2000,4028.0000,4026.4000,4025.4000,4036.8000,4037.2000,4037.6000,4037.8000,4040.2000,5,1,1,2,3,1,3,4,2,1
SF,IF2002,2019-12-30 09:30:01.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4030.2000,4029.2000,4028.0000,4026.4000,4025.4000,4034.8000,4036.6000,4036.8000,4037.2000,4037.6000,2,1,1,2,2,1,3,1,2,2
SF,IF2002,2019-12-30 09:30:02.200,4031.8000,1326,0,3631620.000,0,-,-,-,-,4030.2000,4029.2000,4028.0000,4025.4000,4025.2000,4034.6000,4034.8000,4036.6000,4037.2000,4037.6000,2,1,1,2,3,4,1,2,1,2
SF,IF2002,2019-12-30 09:30:02.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4030.2000,4028.0000,4025.4000,4025.2000,4025.0000,4034.6000,4034.8000,4036.6000,4037.2000,4037.6000,1,1,2,3,3,4,1,2,1,2
SF,IF2002,2019-12-30 09:30:03.200,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.0000,4025.4000,4025.2000,4025.0000,4024.8000,4030.2000,4034.4000,4034.6000,4034.8000,4036.6000,1,2,3,3,3,3,1,4,1,2
SF,IF2002,2019-12-30 09:30:03.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.2000,4028.0000,4025.4000,4025.2000,4025.0000,4032.6000,4034.4000,4034.6000,4036.6000,4037.2000,2,1,2,3,3,1,1,4,2,1
SF,IF2002,2019-12-30 09:30:04.200,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.2000,4028.0000,4025.4000,4025.2000,4025.0000,4032.0000,4032.2000,4032.4000,4032.6000,4034.4000,2,1,2,3,3,1,1,2,1,1
SF,IF2002,2019-12-30 09:30:04.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.0000,4025.4000,4025.2000,4025.0000,4024.8000,4031.6000,4031.8000,4032.0000,4032.4000,4032.6000,1,2,3,3,3,1,3,1,1,1
SF,IF2002,2019-12-30 09:30:05.200,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.0000,4025.4000,4025.2000,4025.0000,4024.8000,4031.4000,4031.6000,4031.8000,4032.0000,4032.6000,1,2,3,3,3,3,2,2,1,1
SF,IF2002,2019-12-30 09:30:05.700,4031.8000,1326,0,3631620.000,0,-,-,-,-,4028.0000,4025.4000,4025.2000,4025.0000,4024.8000,4031.0000,4031.4000,4031.6000,4031.8000,4032.0000,1,2,3,3,3,1,4,1,2,1
