市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SF,IF2005,2020-04-03 09:29:00.200,3703.0000,3415,0,1110900.000,1.000,-,-,-,-,3694.0000,3690.6000,3690.0000,3689.4000,3687.6000,3705.0000,3711.4000,3712.0000,3713.0000,3714.4000,1,1,1,1,1,1,1,1,1,1
SF,IF2005,2020-04-03 09:30:00.200,3703.0000,3415,0,2221800.000,1,0,1,多换,S,3694.0000,3690.0000,3689.4000,3687.6000,3687.2000,3703.8000,3704.8000,3705.0000,3711.4000,3712.0000,1,1,1,1,12,1,1,2,1,1
SF,IF2005,2020-04-03 09:30:00.700,3694.0000,3416,1,5546460.000,3,2,1,空开,S,3690.0000,3689.4000,3687.6000,3687.2000,3683.8000,3695.2000,3696.0000,3697.2000,3697.4000,3698.4000,1,1,1,12,2,1,4,1,2,1
SF,IF2005,2020-04-03 09:30:01.200,3690.4000,3414,-2,7762140.000,2,0,2,双平,S,3690.2000,3689.8000,3687.6000,3687.2000,3685.0000,3695.0000,3697.2000,3697.4000,3698.4000,3700.0000,4,2,1,12,5,1,1,2,1,5
SF,IF2005,2020-04-03 09:30:01.700,3694.8000,3413,-1,8870580.000,1,0,1,双平,S,3691.8000,3690.8000,3690.4000,3690.2000,3689.8000,3697.2000,3697.4000,3698.4000,3700.0000,3703.6000,1,1,4,4,2,1,2,1,5,4
SF,IF2005,2020-04-03 09:30:02.200,3694.8000,3413,0,8870580.000,0,-,-,-,-,3692.0000,3691.8000,3690.8000,3690.4000,3690.2000,3696.0000,3697.0000,3697.2000,3697.4000,3698.4000,3,1,1,2,2,1,2,1,2,1
SF,IF2005,2020-04-03 09:30:02.700,3694.8000,3413,0,8870580.000,0,-,-,-,-,3692.8000,3692.0000,3691.8000,3690.4000,3690.2000,3695.8000,3696.0000,3697.0000,3697.2000,3697.4000,1,6,1,2,2,1,1,1,1,1
SF,IF2005,2020-04-03 09:30:03.200,3694.8000,3413,0,8870580.000,0,-,-,-,-,3693.4000,3693.0000,3692.8000,3692.0000,3691.8000,3697.0000,3703.6000,3705.0000,3713.0000,3719.0000,1,4,1,3,1,1,2,6,1,1
SF,IF2005,2020-04-03 09:30:03.700,3694.8000,3413,0,8870580.000,0,-,-,-,-,3693.6000,3693.4000,3693.0000,3692.8000,3692.0000,3703.6000,3705.0000,3713.0000,3719.0000,3720.0000,3,1,1,1,3,1,6,1,1,5
SF,IF2005,2020-04-03 09:30:04.200,3694.8000,3413,0,8870580.000,0,-,-,-,-,3693.6000,3693.0000,3692.8000,3692.0000,3691.8000,3696.0000,3697.2000,3697.4000,3698.4000,3699.0000,3,1,1,3,1,1,2,2,2,1
SF,IF2005,2020-04-03 09:30:04.700,3696.0000,3411,-2,11088180.000,2,0,2,双平,S,3693.6000,3693.0000,3692.8000,3692.0000,3691.8000,3698.4000,3699.0000,3699.2000,3699.4000,3700.2000,3,1,1,3,1,1,1,1,1,1
SF,IF2005,2020-04-03 09:30:05.200,3696.0000,3411,0,11088180.000,0,-,-,-,-,3693.6000,3692.0000,3691.8000,3691.0000,3689.8000,3697.8000,3698.2000,3698.4000,3699.2000,3699.4000,3,3,1,1,2,1,3,1,1,1
SF,IF2005,2020-04-03 09:30:05.700,3696.0000,3411,0,11088180.000,0,-,-,-,-,3697.0000,3693.6000,3692.0000,3691.8000,3691.0000,3697.2000,3697.4000,3697.6000,3697.8000,3698.2000,1,2,3,1,1,1,2,2,1,1
SF,IF2005,2020-04-03 09:30:06.200,3697.0000,3411,0,12197280.000,1,0,1,多换,S,3693.8000,3693.6000,3692.0000,3691.8000,3689.8000,3697.0000,3697.6000,3698.2000,3698.4000,3699.2000,1,2,1,1,2,1,2,1,1,1
SF,IF2005,2020-04-03 09:30:06.700,3697.0000,3411,0,12197280.000,0,-,-,-,-,3694.0000,3693.8000,3692.0000,3691.8000,3689.8000,3697.0000,3697.2000,3697.4000,3697.6000,3698.2000,2,1,1,1,2,1,2,1,1,1
SF,IF2005,2020-04-03 09:30:07.200,3697.0000,3411,0,12197280.000,0,-,-,-,-,3694.0000,3692.0000,3691.8000,3689.8000,3687.6000,3696.6000,3696.8000,3697.2000,3697.4000,3698.2000,2,1,1,2,1,1,2,2,1,1
SF,IF2005,2020-04-03 09:30:07.700,3697.0000,3411,0,12197280.000,0,-,-,-,-,3694.0000,3692.0000,3691.8000,3689.8000,3687.6000,3696.4000,3696.6000,3696.8000,3697.2000,3697.4000,2,1,1,2,1,1,1,1,2,1
